"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002239.1","Genbank","gene",588839,589543,".","-",".","NCU10644","NCU10644"
"CM002242.1","Genbank","gene",312100,313727,".","-",".","NCU10539","NCU10539"
"CM002236.1","Genbank","gene",91324,92593,".","+",".","NCU10501","NCU10501"
"CM002239.1","Genbank","gene",591011,591907,".","+",".","NCU10502","NCU10502"
"CM002238.1","Genbank","gene",5247940,5248821,".","-",".","NCU10427","NCU10427"
"CM002241.1","Genbank","gene",342337,344310,".","-",".","NCU10344","NCU10344"
"CM002239.1","Genbank","gene",1667,3325,".","+",".","NCU10285","NCU10285"
"CM002236.1","Genbank","gene",9770841,9772169,".","-",".","NCU10031","NCU10031"
"CM002239.1","Genbank","gene",5941405,5943417,".","+",".","NCU10039","NCU10039"
"CM002239.1","Genbank","gene",5943563,5945207,".","+",".","NCU10038","NCU10038"
"CM002239.1","Genbank","gene",5949691,5951318,".","+",".","NCU10037","NCU10037"
"CM002236.1","Genbank","gene",9759597,9762612,".","+",".","NCU10027","NCU10027"
"CM002240.1","Genbank","gene",6058227,6058877,".","+",".","NCU09964","NCU09964"
"CM002240.1","Genbank","gene",6064588,6066000,".","-",".","NCU09966","NCU09966"
"CM002240.1","Genbank","gene",6032208,6032868,".","-",".","NCU09952","NCU09952"
"CM002240.1","Genbank","gene",6033313,6034014,".","-",".","NCU09953","NCU09953"
"CM002240.1","Genbank","gene",6038404,6040286,".","+",".","NCU09955","NCU09955"
"CM002240.1","Genbank","gene",6041267,6041800,".","+",".","NCU09956","NCU09956"
"CM002240.1","Genbank","gene",6042572,6045717,".","-",".","NCU09957","NCU09957"
"CM002240.1","Genbank","gene",6023508,6024661,".","+",".","NCU09947","NCU09947"
"CM002240.1","Genbank","gene",6025496,6026290,".","+",".","NCU09948","NCU09948"
"CM002239.1","Genbank","gene",5250089,5250952,".","-",".","NCU09939","NCU09939"
"CM002236.1","Genbank","gene",59146,61150,".","+",".","NCU09913","NCU09913"
"CM002236.1","Genbank","gene",40950,42632,".","-",".","NCU09907","NCU09907"
"CM002240.1","Genbank","gene",5975682,5977842,".","+",".","NCU09857","NCU09857"
"CM002242.1","Genbank","gene",1353460,1355271,".","+",".","NCU09724","NCU09724"
"CM002239.1","Genbank","gene",101673,102330,".","+",".","NCU09660","NCU09660"
"CM002239.1","Genbank","gene",108982,109942,".","-",".","NCU09664","NCU09664"
"CM002239.1","Genbank","gene",68362,68930,".","+",".","NCU09650","NCU09650"
"CM002239.1","Genbank","gene",55579,56712,".","+",".","NCU09645","NCU09645"
"CM002237.1","Genbank","gene",8927,11029,".","-",".","NCU09634","NCU09634"
"CM002237.1","Genbank","gene",11642,12594,".","+",".","NCU09633","NCU09633"
"CM002237.1","Genbank","gene",12521,13311,".","-",".","NCU09632","NCU09632"
"CM002237.1","Genbank","gene",15943,18173,".","-",".","NCU09631","NCU09631"
"CM002237.1","Genbank","gene",19042,19908,".","+",".","NCU09630","NCU09630"
"CM002239.1","Genbank","gene",3960,5883,".","-",".","NCU09635","NCU09635"
"CM002239.1","Genbank","gene",6446,8374,".","+",".","NCU09636","NCU09636"
"CM002239.1","Genbank","gene",19910,21754,".","-",".","NCU09639","NCU09639"
"CM002237.1","Genbank","gene",34371,35627,".","-",".","NCU09623","NCU09623"
"CM002237.1","Genbank","gene",51943,53778,".","+",".","NCU09613","NCU09613"
"CM002237.1","Genbank","gene",73202,74342,".","-",".","NCU09604","NCU09604"
"CM002237.1","Genbank","gene",76425,78257,".","+",".","NCU09603","NCU09603"
"CM002237.1","Genbank","gene",107020,108114,".","+",".","NCU09593","NCU09593"
"CM002242.1","Genbank","gene",911011,911974,".","+",".","NCU09590","NCU09590"
"CM002242.1","Genbank","gene",945769,946591,".","-",".","NCU09577","NCU09577"
"CM002238.1","Genbank","gene",29171,30638,".","+",".","NCU09519","NCU09519"
"CM002237.1","Genbank","gene",4447140,4448862,".","-",".","NCU09490","NCU09490"
"CM002242.1","Genbank","gene",950,2274,".","-",".","NCU09306","NCU09306"
"CM002242.1","Genbank","gene",5593,6962,".","-",".","NCU09305","NCU09305"
"CM002242.1","Genbank","gene",106907,107396,".","-",".","NCU09277","NCU09277"
"CM002238.1","Genbank","gene",273675,274366,".","+",".","NCU09180","NCU09180"
"CM002238.1","Genbank","gene",287851,290825,".","-",".","NCU09187","NCU09187"
"CM002238.1","Genbank","gene",239408,241233,".","+",".","NCU09170","NCU09170"
"CM002238.1","Genbank","gene",241501,243748,".","-",".","NCU09171","NCU09171"
"CM002238.1","Genbank","gene",245253,247405,".","-",".","NCU09172","NCU09172"
"CM002238.1","Genbank","gene",250619,252198,".","-",".","NCU09173","NCU09173"
"CM002238.1","Genbank","gene",263455,264422,".","-",".","NCU09177","NCU09177"
"CM002238.1","Genbank","gene",269062,271142,".","+",".","NCU09178","NCU09178"
"CM002238.1","Genbank","gene",272107,273360,".","+",".","NCU09179","NCU09179"
"CM002238.1","Genbank","gene",219919,221618,".","-",".","NCU09163","NCU09163"
"CM002238.1","Genbank","gene",224366,225339,".","+",".","NCU09164","NCU09164"
"CM002238.1","Genbank","gene",225709,227571,".","+",".","NCU09165","NCU09165"
"CM002238.1","Genbank","gene",228016,229458,".","-",".","NCU09166","NCU09166"
"CM002238.1","Genbank","gene",230217,233968,".","-",".","NCU09167","NCU09167"
"CM002238.1","Genbank","gene",234921,236971,".","+",".","NCU09168","NCU09168"
"CM002238.1","Genbank","gene",237024,238377,".","-",".","NCU09169","NCU09169"
"CM002238.1","Genbank","gene",159465,161404,".","-",".","NCU09148","NCU09148"
"CM002240.1","Genbank","gene",638675,639662,".","+",".","NCU08918","NCU08918"
"CM002240.1","Genbank","gene",640869,641662,".","-",".","NCU08917","NCU08917"
"CM002240.1","Genbank","gene",642904,643795,".","+",".","NCU08916","NCU08916"
"CM002240.1","Genbank","gene",777442,778323,".","+",".","NCU08884","NCU08884"
"CM002239.1","Genbank","gene",5094397,5096329,".","-",".","NCU08830","NCU08830"
"CM002238.1","Genbank","gene",5090232,5091512,".","+",".","NCU08797","NCU08797"
"CM002238.1","Genbank","gene",5115408,5116931,".","-",".","NCU08790","NCU08790"
"CM002238.1","Genbank","gene",5119161,5119898,".","+",".","NCU08789","NCU08789"
"CM002238.1","Genbank","gene",5145733,5146613,".","+",".","NCU08780","NCU08780"
"CM002238.1","Genbank","gene",5226752,5227600,".","-",".","NCU08765","NCU08765"
"CM002238.1","Genbank","gene",5250258,5251830,".","-",".","NCU08757","NCU08757"
"CM002238.1","Genbank","gene",5252358,5254295,".","-",".","NCU08756","NCU08756"
"CM002238.1","Genbank","gene",5261768,5264452,".","+",".","NCU08753","NCU08753"
"CM002236.1","Genbank","gene",9649955,9651509,".","-",".","NCU08630","NCU08630"
"CM002236.1","Genbank","gene",9689585,9690543,".","-",".","NCU08639","NCU08639"
"CM002238.1","Genbank","gene",4857482,4857922,".","+",".","NCU08576","NCU08576"
"CM002238.1","Genbank","gene",4862927,4864049,".","+",".","NCU08573","NCU08573"
"CM002238.1","Genbank","gene",4868987,4869940,".","-",".","NCU08572","NCU08572"
"CM002238.1","Genbank","gene",4872420,4872943,".","-",".","NCU08571","NCU08571"
"CM002238.1","Genbank","gene",4873986,4874990,".","+",".","NCU08570","NCU08570"
"CM002238.1","Genbank","gene",4876327,4878077,".","+",".","NCU08569","NCU08569"
"CM002238.1","Genbank","gene",4967092,4968477,".","-",".","NCU08547","NCU08547"
"CM002238.1","Genbank","gene",4991568,4993181,".","+",".","NCU08539","NCU08539"
"CM002238.1","Genbank","gene",4993941,4995464,".","+",".","NCU08538","NCU08538"
"CM002238.1","Genbank","gene",5019207,5019830,".","-",".","NCU08533","NCU08533"
"CM002238.1","Genbank","gene",5024302,5026908,".","-",".","NCU08532","NCU08532"
"CM002238.1","Genbank","gene",5028419,5031261,".","-",".","NCU08531","NCU08531"
"CM002238.1","Genbank","gene",5056241,5057244,".","-",".","NCU08523","NCU08523"
"CM002238.1","Genbank","gene",5058175,5059242,".","+",".","NCU08522","NCU08522"
"CM002238.1","Genbank","gene",5059623,5061738,".","-",".","NCU08521","NCU08521"
"CM002238.1","Genbank","gene",4807036,4808227,".","+",".","NCU08260","NCU08260"
"CM002238.1","Genbank","gene",4811606,4812655,".","+",".","NCU08261","NCU08261"
"CM002238.1","Genbank","gene",4820893,4822548,".","+",".","NCU08264","NCU08264"
"CM002238.1","Genbank","gene",4778023,4779106,".","+",".","NCU08250","NCU08250"
"CM002238.1","Genbank","gene",4782348,4783813,".","+",".","NCU08252","NCU08252"
"CM002238.1","Genbank","gene",4788658,4789684,".","+",".","NCU08254","NCU08254"
"CM002238.1","Genbank","gene",4761941,4764324,".","-",".","NCU08243","NCU08243"
"CM002238.1","Genbank","gene",4764577,4766164,".","-",".","NCU08244","NCU08244"
"CM002238.1","Genbank","gene",4680233,4682796,".","+",".","NCU08222","NCU08222"
"CM002238.1","Genbank","gene",4683042,4684305,".","-",".","NCU08223","NCU08223"
"CM002238.1","Genbank","gene",4673731,4674312,".","+",".","NCU08219","NCU08219"
"CM002238.1","Genbank","gene",4644661,4645491,".","-",".","NCU08208","NCU08208"
"CM002236.1","Genbank","gene",256166,256694,".","+",".","NCU08100","NCU08100"
"CM002236.1","Genbank","gene",262020,263387,".","-",".","NCU08102","NCU08102"
"CM002236.1","Genbank","gene",264036,265388,".","-",".","NCU08103","NCU08103"
"CM002236.1","Genbank","gene",302353,303729,".","+",".","NCU08109","NCU08109"
"CM002236.1","Genbank","gene",243324,246248,".","-",".","NCU08096","NCU08096"
"CM002236.1","Genbank","gene",208395,209343,".","-",".","NCU08083","NCU08083"
"CM002236.1","Genbank","gene",210487,212487,".","+",".","NCU08084","NCU08084"
"CM002236.1","Genbank","gene",214620,215734,".","+",".","NCU08085","NCU08085"
"CM002236.1","Genbank","gene",216105,216521,".","-",".","NCU08086","NCU08086"
"CM002236.1","Genbank","gene",224662,224874,".","+",".","NCU08089","NCU08089"
"CM002236.1","Genbank","gene",188531,189595,".","-",".","NCU08077","NCU08077"
"CM002236.1","Genbank","gene",190407,191138,".","+",".","NCU08078","NCU08078"
"CM002239.1","Genbank","gene",413469,413878,".","+",".","NCU07653","NCU07653"
"CM002239.1","Genbank","gene",361634,362915,".","+",".","NCU07640","NCU07640"
"CM002239.1","Genbank","gene",374192,375687,".","+",".","NCU07641","NCU07641"
"CM002239.1","Genbank","gene",377981,379563,".","+",".","NCU07643","NCU07643"
"CM002239.1","Genbank","gene",380902,384787,".","+",".","NCU07644","NCU07644"
"CM002239.1","Genbank","gene",393308,398274,".","+",".","NCU07648","NCU07648"
"CM002239.1","Genbank","gene",349040,351899,".","+",".","NCU07637","NCU07637"
"CM002239.1","Genbank","gene",353975,356880,".","+",".","NCU07638","NCU07638"
"CM002239.1","Genbank","gene",307996,309679,".","+",".","NCU07623","NCU07623"
"CM002239.1","Genbank","gene",318163,319473,".","+",".","NCU07626","NCU07626"
"CM002239.1","Genbank","gene",320439,321524,".","+",".","NCU07627","NCU07627"
"CM002239.1","Genbank","gene",174775,177213,".","-",".","NCU07592","NCU07592"
"CM002239.1","Genbank","gene",178291,180040,".","+",".","NCU07593","NCU07593"
"CM002239.1","Genbank","gene",185124,186148,".","+",".","NCU07595","NCU07595"
"CM002239.1","Genbank","gene",188782,189978,".","+",".","NCU07596","NCU07596"
"CM002238.1","Genbank","gene",4573918,4575576,".","-",".","NCU07511","NCU07511"
"CM002240.1","Genbank","gene",6081633,6083258,".","-",".","NCU07249","NCU07249"
"CM002240.1","Genbank","gene",6123260,6124310,".","-",".","NCU07242","NCU07242"
"CM002240.1","Genbank","gene",6155250,6157523,".","+",".","NCU07235","NCU07235"
"CM002240.1","Genbank","gene",6177261,6177892,".","+",".","NCU07229","NCU07229"
"CM002240.1","Genbank","gene",6192810,6193672,".","+",".","NCU07227","NCU07227"
"CM002240.1","Genbank","gene",6194674,6197388,".","-",".","NCU07226","NCU07226"
"CM002240.1","Genbank","gene",6217322,6218940,".","-",".","NCU07218","NCU07218"
"CM002240.1","Genbank","gene",6220001,6220672,".","-",".","NCU07217","NCU07217"
"CM002240.1","Genbank","gene",6222268,6222909,".","-",".","NCU07216","NCU07216"
"CM002240.1","Genbank","gene",6235622,6236738,".","-",".","NCU07209","NCU07209"
"CM002240.1","Genbank","gene",6239638,6241091,".","-",".","NCU07207","NCU07207"
"CM002240.1","Genbank","gene",6411400,6412219,".","-",".","NCU07152","NCU07152"
"CM002240.1","Genbank","gene",6412876,6413555,".","+",".","NCU07151","NCU07151"
"CM002240.1","Genbank","gene",6414593,6416401,".","+",".","NCU07150","NCU07150"
"CM002240.1","Genbank","gene",6417640,6419476,".","+",".","NCU07149","NCU07149"
"CM002240.1","Genbank","gene",6420073,6422165,".","-",".","NCU07148","NCU07148"
"CM002240.1","Genbank","gene",6422489,6423410,".","+",".","NCU07147","NCU07147"
"CM002240.1","Genbank","gene",6423834,6427067,".","+",".","NCU07146","NCU07146"
"CM002240.1","Genbank","gene",6428125,6429262,".","+",".","NCU07145","NCU07145"
"CM002240.1","Genbank","gene",6431522,6433447,".","-",".","NCU07144","NCU07144"
"CM002241.1","Genbank","gene",1305,3239,".","-",".","NCU07143","NCU07143"
"CM002241.1","Genbank","gene",121813,128184,".","-",".","NCU07116","NCU07116"
"CM002241.1","Genbank","gene",128969,130900,".","-",".","NCU07115","NCU07115"
"CM002241.1","Genbank","gene",142124,144802,".","-",".","NCU07110","NCU07110"
"CM002241.1","Genbank","gene",145093,145529,".","-",".","NCU07109","NCU07109"
"CM002241.1","Genbank","gene",153550,154920,".","+",".","NCU07107","NCU07107"
"CM002241.1","Genbank","gene",184161,185089,".","+",".","NCU07095","NCU07095"
"CM002241.1","Genbank","gene",185222,187110,".","-",".","NCU07094","NCU07094"
"CM002241.1","Genbank","gene",195742,196775,".","+",".","NCU07091","NCU07091"
"CM002241.1","Genbank","gene",197965,199028,".","-",".","NCU07090","NCU07090"
"CM002241.1","Genbank","gene",200047,201341,".","+",".","NCU07089","NCU07089"
"CM002241.1","Genbank","gene",203459,204202,".","-",".","NCU07087","NCU07087"
"CM002241.1","Genbank","gene",206035,208139,".","-",".","NCU07086","NCU07086"
"CM002241.1","Genbank","gene",346218,348122,".","+",".","NCU07054","NCU07054"
"CM002241.1","Genbank","gene",348239,349971,".","-",".","NCU07053","NCU07053"
"CM002241.1","Genbank","gene",352643,353170,".","-",".","NCU07051","NCU07051"
"CM002241.1","Genbank","gene",355362,357848,".","+",".","NCU07050","NCU07050"
"CM002241.1","Genbank","gene",358462,359582,".","+",".","NCU07049","NCU07049"
"CM002242.1","Genbank","gene",886585,887314,".","+",".","NCU06953","NCU06953"
"CM002242.1","Genbank","gene",887936,888688,".","+",".","NCU06954","NCU06954"
"CM002241.1","Genbank","gene",3494311,3495416,".","+",".","NCU05912","NCU05912"
"CM002241.1","Genbank","gene",3497366,3497971,".","+",".","NCU05910","NCU05910"
"CM002241.1","Genbank","gene",3503487,3504338,".","-",".","NCU05907","NCU05907"
"CM002242.1","Genbank","gene",4234257,4235509,".","+",".","NCU05903","NCU05903"
"CM002238.1","Genbank","gene",454999,455457,".","-",".","NCU05676","NCU05676"
"CM002238.1","Genbank","gene",458931,459470,".","-",".","NCU05678","NCU05678"
"CM002238.1","Genbank","gene",401171,401661,".","+",".","NCU05662","NCU05662"
"CM002238.1","Genbank","gene",394404,394979,".","+",".","NCU05659","NCU05659"
"CM002237.1","Genbank","gene",1677867,1678593,".","-",".","NCU05463","NCU05463"
"CM002237.1","Genbank","gene",1680517,1682564,".","+",".","NCU05466","NCU05466"
"CM002237.1","Genbank","gene",1683362,1684546,".","-",".","NCU05467","NCU05467"
"CM002237.1","Genbank","gene",1685914,1686735,".","+",".","NCU05469","NCU05469"
"CM002239.1","Genbank","gene",5851070,5852551,".","+",".","NCU05178","NCU05178"
"CM002239.1","Genbank","gene",5868124,5869498,".","+",".","NCU05176","NCU05176"
"CM002239.1","Genbank","gene",5869810,5871864,".","+",".","NCU05175","NCU05175"
"CM002239.1","Genbank","gene",5878979,5881084,".","-",".","NCU05173","NCU05173"
"CM002239.1","Genbank","gene",5881421,5885111,".","-",".","NCU05172","NCU05172"
"CM002239.1","Genbank","gene",5889233,5889980,".","-",".","NCU05170","NCU05170"
"CM002241.1","Genbank","gene",3541012,3542289,".","+",".","NCU05158","NCU05158"
"CM002241.1","Genbank","gene",3547815,3548678,".","-",".","NCU05155","NCU05155"
"CM002241.1","Genbank","gene",3712724,3713470,".","-",".","NCU05111","NCU05111"
"CM002241.1","Genbank","gene",3721795,3722380,".","+",".","NCU05107","NCU05107"
"CM002241.1","Genbank","gene",3725598,3727005,".","+",".","NCU05106","NCU05106"
"CM002241.1","Genbank","gene",3727661,3730288,".","-",".","NCU05105","NCU05105"
"CM002241.1","Genbank","gene",3742847,3743593,".","+",".","NCU05100","NCU05100"
"CM002241.1","Genbank","gene",3744487,3745534,".","+",".","NCU05099","NCU05099"
"CM002241.1","Genbank","gene",3745790,3747272,".","-",".","NCU05098","NCU05098"
"CM002241.1","Genbank","gene",3748067,3749657,".","-",".","NCU05097","NCU05097"
"CM002241.1","Genbank","gene",3751174,3752463,".","-",".","NCU05096","NCU05096"
"CM002241.1","Genbank","gene",3759862,3761894,".","-",".","NCU05093","NCU05093"
"CM002241.1","Genbank","gene",3762871,3763325,".","+",".","NCU05092","NCU05092"
"CM002241.1","Genbank","gene",3778134,3781784,".","+",".","NCU05086","NCU05086"
"CM002241.1","Genbank","gene",3797242,3798208,".","-",".","NCU05084","NCU05084"
"CM002241.1","Genbank","gene",3800074,3802482,".","-",".","NCU05083","NCU05083"
"CM002241.1","Genbank","gene",3802902,3803725,".","-",".","NCU05082","NCU05082"
"CM002241.1","Genbank","gene",3804073,3805934,".","-",".","NCU05081","NCU05081"
"CM002241.1","Genbank","gene",3806853,3807987,".","-",".","NCU05080","NCU05080"
"CM002241.1","Genbank","gene",3832861,3834102,".","-",".","NCU05071","NCU05071"
"CM002241.1","Genbank","gene",3836237,3837690,".","+",".","NCU05070","NCU05070"
"CM002241.1","Genbank","gene",3838297,3840513,".","+",".","NCU05069","NCU05069"
"CM002241.1","Genbank","gene",3889494,3891758,".","+",".","NCU05059","NCU05059"
"CM002241.1","Genbank","gene",4159484,4162424,".","-",".","NCU04991","NCU04991"
"CM002239.1","Genbank","gene",736339,738704,".","+",".","NCU04920","NCU04920"
"CM002239.1","Genbank","gene",707642,709996,".","-",".","NCU04911","NCU04911"
"CM002239.1","Genbank","gene",722522,723916,".","-",".","NCU04916","NCU04916"
"CM002239.1","Genbank","gene",725445,727173,".","-",".","NCU04917","NCU04917"
"CM002239.1","Genbank","gene",728617,731674,".","-",".","NCU04918","NCU04918"
"CM002239.1","Genbank","gene",732703,735060,".","-",".","NCU04919","NCU04919"
"CM002239.1","Genbank","gene",673623,673964,".","-",".","NCU04900","NCU04900"
"CM002239.1","Genbank","gene",636406,638705,".","-",".","NCU04887","NCU04887"
"CM002239.1","Genbank","gene",560167,561105,".","-",".","NCU04870","NCU04870"
"CM002239.1","Genbank","gene",562857,569177,".","-",".","NCU04871","NCU04871"
"CM002239.1","Genbank","gene",596221,596899,".","+",".","NCU04879","NCU04879"
"CM002239.1","Genbank","gene",508446,511528,".","+",".","NCU04860","NCU04860"
"CM002239.1","Genbank","gene",465928,470238,".","+",".","NCU04852","NCU04852"
"CM002239.1","Genbank","gene",474487,475103,".","+",".","NCU04853","NCU04853"
"CM002241.1","Genbank","gene",473956,476658,".","+",".","NCU04710","NCU04710"
"CM002241.1","Genbank","gene",429844,431472,".","+",".","NCU04701","NCU04701"
"CM002241.1","Genbank","gene",448720,449858,".","+",".","NCU04703","NCU04703"
"CM002241.1","Genbank","gene",453877,454628,".","-",".","NCU04705","NCU04705"
"CM002241.1","Genbank","gene",410959,413229,".","-",".","NCU04694","NCU04694"
"CM002241.1","Genbank","gene",421150,422696,".","+",".","NCU04697","NCU04697"
"CM002241.1","Genbank","gene",391604,392299,".","-",".","NCU04689","NCU04689"
"CM002237.1","Genbank","gene",147607,148334,".","-",".","NCU03582","NCU03582"
"CM002237.1","Genbank","gene",564403,565440,".","+",".","NCU03475","NCU03475"
"CM002237.1","Genbank","gene",568990,570312,".","-",".","NCU03473","NCU03473"
