"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002240.1","Genbank","gene",6023508,6024661,".","+",".","NCU09947","NCU09947"
"CM002240.1","Genbank","gene",6025496,6026290,".","+",".","NCU09948","NCU09948"
"CM002239.1","Genbank","gene",5282382,5285066,".","-",".","NCU09922","NCU09922"
"CM002239.1","Genbank","gene",5293578,5296349,".","-",".","NCU09917","NCU09917"
"CM002236.1","Genbank","gene",17441,19615,".","+",".","NCU09904","NCU09904"
"CM002236.1","Genbank","gene",34981,39245,".","+",".","NCU09906","NCU09906"
"CM002236.1","Genbank","gene",6339630,6341292,".","-",".","NCU09886","NCU09886"
"CM002240.1","Genbank","gene",5975682,5977842,".","+",".","NCU09857","NCU09857"
"CM002240.1","Genbank","gene",552089,554908,".","+",".","NCU09832","NCU09832"
"CM002240.1","Genbank","gene",575049,576689,".","+",".","NCU09838","NCU09838"
"CM002240.1","Genbank","gene",510105,513604,".","+",".","NCU09823","NCU09823"
"CM002241.1","Genbank","gene",1159683,1161114,".","-",".","NCU09796","NCU09796"
"CM002241.1","Genbank","gene",1165806,1167735,".","+",".","NCU09798","NCU09798"
"CM002237.1","Genbank","gene",4263002,4264847,".","+",".","NCU09777","NCU09777"
"CM002237.1","Genbank","gene",4267288,4268211,".","+",".","NCU09776","NCU09776"
"CM002237.1","Genbank","gene",4269308,4270336,".","+",".","NCU09775","NCU09775"
"CM002237.1","Genbank","gene",4275466,4278203,".","-",".","NCU09772","NCU09772"
"CM002237.1","Genbank","gene",4302440,4303922,".","-",".","NCU09764","NCU09764"
"CM002237.1","Genbank","gene",4317187,4321936,".","+",".","NCU09760","NCU09760"
"CM002237.1","Genbank","gene",4330822,4336743,".","+",".","NCU09758","NCU09758"
"CM002237.1","Genbank","gene",4341633,4343327,".","-",".","NCU09755","NCU09755"
"CM002242.1","Genbank","gene",1379583,1380622,".","+",".","NCU09714","NCU09714"
"CM002242.1","Genbank","gene",1409888,1411722,".","+",".","NCU09702","NCU09702"
"CM002240.1","Genbank","gene",812314,813917,".","+",".","NCU09694","NCU09694"
"CM002240.1","Genbank","gene",815771,817560,".","+",".","NCU09693","NCU09693"
"CM002240.1","Genbank","gene",838659,840203,".","-",".","NCU09687","NCU09687"
"CM002240.1","Genbank","gene",868101,871482,".","+",".","NCU09677","NCU09677"
"CM002242.1","Genbank","gene",933250,936171,".","-",".","NCU09581","NCU09581"
"CM002242.1","Genbank","gene",937792,940484,".","+",".","NCU09580","NCU09580"
"CM002242.1","Genbank","gene",949514,953044,".","+",".","NCU09576","NCU09576"
"CM002242.1","Genbank","gene",952698,956090,".","-",".","NCU09575","NCU09575"
"CM002242.1","Genbank","gene",968576,970560,".","+",".","NCU09570","NCU09570"
"CM002242.1","Genbank","gene",977935,980163,".","+",".","NCU09567","NCU09567"
"CM002240.1","Genbank","gene",4493702,4495126,".","-",".","NCU09532","NCU09532"
"CM002240.1","Genbank","gene",4497013,4498837,".","+",".","NCU09533","NCU09533"
"CM002240.1","Genbank","gene",4498734,4499929,".","-",".","NCU09534","NCU09534"
"CM002238.1","Genbank","gene",57807,60112,".","+",".","NCU09511","NCU09511"
"CM002242.1","Genbank","gene",1152457,1154951,".","+",".","NCU09428","NCU09428"
"CM002242.1","Genbank","gene",1158981,1160438,".","+",".","NCU09426","NCU09426"
"CM002242.1","Genbank","gene",1166511,1169415,".","+",".","NCU09425","NCU09425"
"CM002242.1","Genbank","gene",1169634,1171495,".","+",".","NCU09424","NCU09424"
"CM002242.1","Genbank","gene",1177940,1181465,".","-",".","NCU09419","NCU09419"
"CM002242.1","Genbank","gene",1195503,1196626,".","+",".","NCU09413","NCU09413"
"CM002242.1","Genbank","gene",1211627,1214877,".","+",".","NCU09407","NCU09407"
"CM002242.1","Genbank","gene",1217822,1220555,".","-",".","NCU09406","NCU09406"
"CM002242.1","Genbank","gene",1246604,1247150,".","+",".","NCU09396","NCU09396"
"CM002242.1","Genbank","gene",1250271,1251358,".","-",".","NCU09395","NCU09395"
"CM002237.1","Genbank","gene",4227535,4229791,".","-",".","NCU09356","NCU09356"
"CM002237.1","Genbank","gene",4230923,4238486,".","+",".","NCU09357","NCU09357"
"CM002237.1","Genbank","gene",4170238,4171479,".","+",".","NCU09342","NCU09342"
"CM002237.1","Genbank","gene",4175365,4175887,".","+",".","NCU09344","NCU09344"
"CM002236.1","Genbank","gene",4272048,4276396,".","+",".","NCU09316","NCU09316"
"CM002236.1","Genbank","gene",4308746,4313017,".","-",".","NCU09307","NCU09307"
"CM002236.1","Genbank","gene",9351481,9354965,".","+",".","NCU09267","NCU09267"
"CM002236.1","Genbank","gene",9399033,9403859,".","-",".","NCU09252","NCU09252"
"CM002236.1","Genbank","gene",9444660,9448137,".","+",".","NCU09240","NCU09240"
"CM002236.1","Genbank","gene",5780511,5782633,".","-",".","NCU09193","NCU09193"
"CM002236.1","Genbank","gene",5794354,5796930,".","-",".","NCU09197","NCU09197"
"CM002236.1","Genbank","gene",5796858,5797977,".","+",".","NCU09198","NCU09198"
"CM002238.1","Genbank","gene",274859,275686,".","+",".","NCU09181","NCU09181"
"CM002238.1","Genbank","gene",276773,277640,".","+",".","NCU09182","NCU09182"
"CM002238.1","Genbank","gene",277684,279201,".","-",".","NCU09183","NCU09183"
"CM002238.1","Genbank","gene",285490,287797,".","+",".","NCU09186","NCU09186"
"CM002238.1","Genbank","gene",287851,290825,".","-",".","NCU09187","NCU09187"
"CM002238.1","Genbank","gene",292003,295031,".","+",".","NCU09188","NCU09188"
"CM002238.1","Genbank","gene",252766,256630,".","-",".","NCU09174","NCU09174"
"CM002238.1","Genbank","gene",260696,262549,".","+",".","NCU09176","NCU09176"
"CM002238.1","Genbank","gene",205022,206533,".","-",".","NCU09160","NCU09160"
"CM002238.1","Genbank","gene",189369,191716,".","+",".","NCU09156","NCU09156"
"CM002238.1","Genbank","gene",202081,204463,".","-",".","NCU09159","NCU09159"
"CM002236.1","Genbank","gene",5423475,5425121,".","+",".","NCU09125","NCU09125"
"CM002236.1","Genbank","gene",5379535,5382753,".","+",".","NCU09115","NCU09115"
"CM002236.1","Genbank","gene",861000,863156,".","-",".","NCU09103","NCU09103"
"CM002236.1","Genbank","gene",771965,773374,".","-",".","NCU09078","NCU09078"
"CM002236.1","Genbank","gene",774193,780044,".","-",".","NCU09079","NCU09079"
"CM002236.1","Genbank","gene",747758,750244,".","-",".","NCU09069","NCU09069"
"CM002242.1","Genbank","gene",352837,355750,".","+",".","NCU09020","NCU09020"
"CM002238.1","Genbank","gene",4215183,4219746,".","-",".","NCU09010","NCU09010"
"CM002240.1","Genbank","gene",5744067,5746869,".","+",".","NCU08931","NCU08931"
"CM002240.1","Genbank","gene",706787,709680,".","+",".","NCU08901","NCU08901"
"CM002240.1","Genbank","gene",739299,741197,".","-",".","NCU08892","NCU08892"
"CM002240.1","Genbank","gene",742525,746279,".","+",".","NCU08891","NCU08891"
"CM002240.1","Genbank","gene",768749,770793,".","-",".","NCU08886","NCU08886"
"CM002240.1","Genbank","gene",118095,119832,".","+",".","NCU08855","NCU08855"
"CM002240.1","Genbank","gene",138347,139697,".","-",".","NCU08851","NCU08851"
"CM002239.1","Genbank","gene",5038300,5038954,".","+",".","NCU08846","NCU08846"
"CM002239.1","Genbank","gene",5045579,5049674,".","-",".","NCU08844","NCU08844"
"CM002239.1","Genbank","gene",5053305,5054010,".","+",".","NCU08843","NCU08843"
"CM002239.1","Genbank","gene",5055827,5057269,".","-",".","NCU08842","NCU08842"
"CM002239.1","Genbank","gene",5129322,5134569,".","-",".","NCU08821","NCU08821"
"CM002239.1","Genbank","gene",5137087,5142169,".","+",".","NCU08820","NCU08820"
"CM002239.1","Genbank","gene",5144965,5147198,".","+",".","NCU08816","NCU08816"
"CM002239.1","Genbank","gene",5187349,5190593,".","+",".","NCU08806","NCU08806"
"CM002239.1","Genbank","gene",5193186,5193970,".","-",".","NCU08805","NCU08805"
"CM002238.1","Genbank","gene",5098356,5100018,".","-",".","NCU08795","NCU08795"
"CM002238.1","Genbank","gene",5106792,5109785,".","-",".","NCU08792","NCU08792"
"CM002237.1","Genbank","gene",3883967,3886016,".","-",".","NCU08750","NCU08750"
"CM002237.1","Genbank","gene",3866395,3868339,".","+",".","NCU08744","NCU08744"
"CM002237.1","Genbank","gene",3875261,3877329,".","-",".","NCU08747","NCU08747"
"CM002237.1","Genbank","gene",3848627,3850614,".","-",".","NCU08739","NCU08739"
"CM002237.1","Genbank","gene",3792534,3794040,".","-",".","NCU08720","NCU08720"
"CM002237.1","Genbank","gene",3773044,3776758,".","+",".","NCU08715","NCU08715"
"CM002237.1","Genbank","gene",3739991,3740964,".","-",".","NCU08703","NCU08703"
"CM002237.1","Genbank","gene",3744413,3748512,".","+",".","NCU08705","NCU08705"
"CM002237.1","Genbank","gene",3712644,3718148,".","+",".","NCU08696","NCU08696"
"CM002239.1","Genbank","gene",4082383,4083839,".","-",".","NCU08691","NCU08691"
"CM002239.1","Genbank","gene",4131246,4131791,".","-",".","NCU08680","NCU08680"
"CM002239.1","Genbank","gene",4207236,4208361,".","+",".","NCU08655","NCU08655"
"CM002236.1","Genbank","gene",9694632,9697675,".","+",".","NCU08641","NCU08641"
"CM002239.1","Genbank","gene",4246083,4246905,".","+",".","NCU08644","NCU08644"
"CM002238.1","Genbank","gene",4932034,4932902,".","-",".","NCU08557","NCU08557"
"CM002238.1","Genbank","gene",4933196,4935949,".","-",".","NCU08556","NCU08556"
"CM002237.1","Genbank","gene",3424079,3424709,".","+",".","NCU08508","NCU08508"
"CM002237.1","Genbank","gene",3487822,3493366,".","-",".","NCU08487","NCU08487"
"CM002237.1","Genbank","gene",3526773,3528890,".","-",".","NCU08475","NCU08475"
"CM002237.1","Genbank","gene",4085564,4090013,".","-",".","NCU08443","NCU08443"
"CM002237.1","Genbank","gene",4062587,4064801,".","+",".","NCU08436","NCU08436"
"CM002236.1","Genbank","gene",5608414,5611378,".","-",".","NCU08366","NCU08366"
"CM002239.1","Genbank","gene",2416781,2417181,".","-",".","NCU08321","NCU08321"
"CM002239.1","Genbank","gene",2532983,2535318,".","+",".","NCU08288","NCU08288"
"CM002239.1","Genbank","gene",2554382,2555492,".","-",".","NCU08282","NCU08282"
"CM002239.1","Genbank","gene",2556417,2560170,".","+",".","NCU08281","NCU08281"
"CM002239.1","Genbank","gene",2579835,2580602,".","-",".","NCU08274","NCU08274"
"CM002238.1","Genbank","gene",4711338,4716085,".","-",".","NCU08230","NCU08230"
"CM002238.1","Genbank","gene",4717092,4719148,".","-",".","NCU08231","NCU08231"
"CM002238.1","Genbank","gene",4721990,4723984,".","+",".","NCU08232","NCU08232"
"CM002238.1","Genbank","gene",4706647,4708897,".","+",".","NCU08229","NCU08229"
"CM002238.1","Genbank","gene",4599890,4601724,".","-",".","NCU08190","NCU08190"
"CM002238.1","Genbank","gene",4602506,4603846,".","+",".","NCU08191","NCU08191"
"CM002238.1","Genbank","gene",4624362,4626217,".","+",".","NCU08199","NCU08199"
"CM002242.1","Genbank","gene",3618900,3620594,".","+",".","NCU08170","NCU08170"
"CM002242.1","Genbank","gene",3633090,3635906,".","+",".","NCU08174","NCU08174"
"CM002242.1","Genbank","gene",3648431,3650015,".","-",".","NCU08179","NCU08179"
"CM002242.1","Genbank","gene",3575317,3578930,".","-",".","NCU08159","NCU08159"
"CM002236.1","Genbank","gene",169835,173197,".","-",".","NCU08070","NCU08070"
"CM002236.1","Genbank","gene",186040,188208,".","+",".","NCU08076","NCU08076"
"CM002236.1","Genbank","gene",109911,112060,".","+",".","NCU08052","NCU08052"
"CM002236.1","Genbank","gene",117750,119387,".","+",".","NCU08055","NCU08055"
"CM002239.1","Genbank","gene",3916595,3917938,".","-",".","NCU08013","NCU08013"
"CM002239.1","Genbank","gene",3854424,3856666,".","+",".","NCU07997","NCU07997"
"CM002239.1","Genbank","gene",3780131,3780975,".","-",".","NCU07976","NCU07976"
"CM002239.1","Genbank","gene",3781915,3782936,".","+",".","NCU07977","NCU07977"
"CM002239.1","Genbank","gene",1241904,1244632,".","-",".","NCU07951","NCU07951"
"CM002239.1","Genbank","gene",1375189,1375575,".","-",".","NCU07912","NCU07912"
"CM002239.1","Genbank","gene",1379516,1381507,".","+",".","NCU07910","NCU07910"
"CM002239.1","Genbank","gene",1439778,1440317,".","+",".","NCU07892","NCU07892"
"CM002238.1","Genbank","gene",1059964,1062628,".","-",".","NCU07840","NCU07840"
"CM002238.1","Genbank","gene",1063208,1065157,".","-",".","NCU07841","NCU07841"
"CM002238.1","Genbank","gene",1073692,1074469,".","+",".","NCU07845","NCU07845"
"CM002238.1","Genbank","gene",985729,986672,".","+",".","NCU07823","NCU07823"
"CM002240.1","Genbank","gene",207349,209381,".","+",".","NCU07811","NCU07811"
"CM002240.1","Genbank","gene",240090,242945,".","+",".","NCU07802","NCU07802"
"CM002240.1","Genbank","gene",314658,315724,".","-",".","NCU07783","NCU07783"
"CM002240.1","Genbank","gene",355563,356534,".","-",".","NCU07772","NCU07772"
"CM002240.1","Genbank","gene",366038,368701,".","-",".","NCU07769","NCU07769"
"CM002240.1","Genbank","gene",369556,371037,".","+",".","NCU07768","NCU07768"
"CM002240.1","Genbank","gene",371069,374955,".","-",".","NCU07767","NCU07767"
"CM002240.1","Genbank","gene",402184,402886,".","+",".","NCU07758","NCU07758"
"CM002240.1","Genbank","gene",446099,451011,".","-",".","NCU07745","NCU07745"
"CM002240.1","Genbank","gene",450696,451220,".","+",".","NCU07744","NCU07744"
"CM002240.1","Genbank","gene",454321,458167,".","+",".","NCU07743","NCU07743"
"CM002240.1","Genbank","gene",484764,487023,".","-",".","NCU07737","NCU07737"
"CM002240.1","Genbank","gene",488966,491684,".","+",".","NCU07736","NCU07736"
"CM002239.1","Genbank","gene",2278161,2282889,".","+",".","NCU07675","NCU07675"
"CM002239.1","Genbank","gene",260448,262010,".","-",".","NCU07614","NCU07614"
"CM002239.1","Genbank","gene",239980,242931,".","+",".","NCU07607","NCU07607"
"CM002238.1","Genbank","gene",4322897,4324551,".","+",".","NCU07569","NCU07569"
"CM002238.1","Genbank","gene",4422298,4424401,".","+",".","NCU07545","NCU07545"
"CM002238.1","Genbank","gene",4436088,4437815,".","-",".","NCU07541","NCU07541"
"CM002238.1","Genbank","gene",4442636,4443891,".","-",".","NCU07540","NCU07540"
"CM002236.1","Genbank","gene",429105,431229,".","-",".","NCU07491","NCU07491"
"CM002236.1","Genbank","gene",512384,513927,".","-",".","NCU07474","NCU07474"
"CM002236.1","Genbank","gene",514506,519273,".","-",".","NCU07473","NCU07473"
"CM002236.1","Genbank","gene",530629,533414,".","+",".","NCU07468","NCU07468"
"CM002236.1","Genbank","gene",535655,538185,".","+",".","NCU07467","NCU07467"
"CM002236.1","Genbank","gene",541586,543147,".","-",".","NCU07464","NCU07464"
"CM002236.1","Genbank","gene",543682,546443,".","+",".","NCU07463","NCU07463"
"CM002236.1","Genbank","gene",570732,573135,".","-",".","NCU07454","NCU07454"
"CM002236.1","Genbank","gene",6082244,6085636,".","-",".","NCU07395","NCU07395"
"CM002236.1","Genbank","gene",6123268,6126724,".","-",".","NCU07387","NCU07387"
"CM002236.1","Genbank","gene",6150098,6152932,".","-",".","NCU07379","NCU07379"
"CM002236.1","Genbank","gene",6229128,6234621,".","-",".","NCU07359","NCU07359"
"CM002236.1","Genbank","gene",6269599,6270811,".","-",".","NCU07353","NCU07353"
"CM002236.1","Genbank","gene",6280595,6282522,".","-",".","NCU07349","NCU07349"
"CM002239.1","Genbank","gene",4301691,4304060,".","+",".","NCU07343","NCU07343"
"CM002239.1","Genbank","gene",4305221,4307474,".","+",".","NCU07342","NCU07342"
"CM002239.1","Genbank","gene",4315214,4315966,".","+",".","NCU07339","NCU07339"
"CM002239.1","Genbank","gene",4319803,4322059,".","+",".","NCU07338","NCU07338"
"CM002239.1","Genbank","gene",4368851,4369603,".","+",".","NCU07323","NCU07323"
"CM002239.1","Genbank","gene",4382529,4384697,".","-",".","NCU07318","NCU07318"
"CM002239.1","Genbank","gene",4415379,4416731,".","-",".","NCU07311","NCU07311"
"CM002239.1","Genbank","gene",4490277,4491761,".","-",".","NCU07294","NCU07294"
"CM002239.1","Genbank","gene",4513115,4514500,".","-",".","NCU07287","NCU07287"
"CM002239.1","Genbank","gene",4539347,4541262,".","-",".","NCU07279","NCU07279"
"CM002239.1","Genbank","gene",4569439,4572146,".","-",".","NCU07269","NCU07269"
"CM002239.1","Genbank","gene",4612581,4615703,".","+",".","NCU07255","NCU07255"
"CM002239.1","Genbank","gene",4616506,4617913,".","-",".","NCU07254","NCU07254"
"CM002239.1","Genbank","gene",4623425,4624830,".","+",".","NCU07252","NCU07252"
"CM002240.1","Genbank","gene",6334421,6337376,".","-",".","NCU07178","NCU07178"
"CM002241.1","Genbank","gene",72714,76049,".","-",".","NCU07121","NCU07121"
"CM002241.1","Genbank","gene",153550,154920,".","+",".","NCU07107","NCU07107"
"CM002241.1","Genbank","gene",292725,294498,".","+",".","NCU07064","NCU07064"
"CM002241.1","Genbank","gene",297190,299370,".","-",".","NCU07063","NCU07063"
"CM002239.1","Genbank","gene",5011437,5013062,".","+",".","NCU07046","NCU07046"
"CM002239.1","Genbank","gene",5015540,5016701,".","+",".","NCU07048","NCU07048"
"CM002239.1","Genbank","gene",4972032,4974107,".","+",".","NCU07030","NCU07030"
"CM002239.1","Genbank","gene",4975867,4978094,".","-",".","NCU07032","NCU07032"
"CM002239.1","Genbank","gene",4978926,4980184,".","-",".","NCU07033","NCU07033"
"CM002239.1","Genbank","gene",4980539,4982667,".","-",".","NCU07034","NCU07034"
"CM002239.1","Genbank","gene",4988986,4989741,".","+",".","NCU07036","NCU07036"
"CM002239.1","Genbank","gene",4989460,4992315,".","-",".","NCU07037","NCU07037"
"CM002239.1","Genbank","gene",4941065,4942569,".","+",".","NCU07022","NCU07022"
"CM002239.1","Genbank","gene",4920140,4921834,".","-",".","NCU07017","NCU07017"
"CM002239.1","Genbank","gene",4851842,4854795,".","-",".","NCU07003","NCU07003"
"CM002239.1","Genbank","gene",4883057,4883960,".","-",".","NCU07009","NCU07009"
"CM002239.1","Genbank","gene",4803577,4807329,".","+",".","NCU06990","NCU06990"
"CM002239.1","Genbank","gene",4807469,4810028,".","-",".","NCU06991","NCU06991"
"CM002239.1","Genbank","gene",4828440,4833250,".","-",".","NCU06999","NCU06999"
"CM002239.1","Genbank","gene",4745779,4747548,".","+",".","NCU06977","NCU06977"
"CM002239.1","Genbank","gene",4684170,4685401,".","-",".","NCU06965","NCU06965"
