"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002237.1","Genbank","gene",593368,594375,".","+",".","NCU16509","NCU16509"
"CM002236.1","Genbank","gene",9423601,9424338,".","+",".","NCU16494","NCU16494"
"CM002236.1","Genbank","gene",8874065,8875337,".","-",".","NCU16482","NCU16482"
"CM002236.1","Genbank","gene",8985309,8986258,".","-",".","NCU16488","NCU16488"
"CM002236.1","Genbank","gene",9085096,9086180,".","-",".","NCU16489","NCU16489"
"CM002236.1","Genbank","gene",8792030,8793290,".","+",".","NCU16477","NCU16477"
"CM002236.1","Genbank","gene",7250876,7251638,".","+",".","NCU16440","NCU16440"
"CM002236.1","Genbank","gene",7456079,7457894,".","-",".","NCU16443","NCU16443"
"CM002236.1","Genbank","gene",6243420,6244337,".","-",".","NCU16411","NCU16411"
"CM002236.1","Genbank","gene",6486349,6487432,".","+",".","NCU16418","NCU16418"
"CM002236.1","Genbank","gene",5607037,5608244,".","-",".","NCU16402","NCU16402"
"CM002236.1","Genbank","gene",5834893,5835993,".","+",".","NCU16406","NCU16406"
"CM002236.1","Genbank","gene",2630647,2631219,".","+",".","NCU16363","NCU16363"
"CM002236.1","Genbank","gene",2189357,2190409,".","-",".","NCU16350","NCU16350"
"CM002236.1","Genbank","gene",2219336,2220495,".","-",".","NCU16352","NCU16352"
"CM002236.1","Genbank","gene",2166496,2167240,".","+",".","NCU16349","NCU16349"
"CM002236.1","Genbank","gene",1082255,1083421,".","-",".","NCU16330","NCU16330"
"CM002236.1","Genbank","gene",1362277,1362797,".","+",".","NCU16334","NCU16334"
"CM002236.1","Genbank","gene",988544,989478,".","+",".","NCU16325","NCU16325"
"CM002236.1","Genbank","gene",1031190,1031840,".","+",".","NCU16327","NCU16327"
"CM002236.1","Genbank","gene",1063534,1064640,".","+",".","NCU16329","NCU16329"
"CM002236.1","Genbank","gene",810666,812203,".","+",".","NCU16318","NCU16318"
"CM002236.1","Genbank","gene",246887,247478,".","-",".","NCU16307","NCU16307"
"KC683708.1","Genbank","gene",40904,42784,".","+",".","NCU16017","NCU16017"
"KC683708.1","Genbank","gene",6083,6892,".","+",".","NCU16003","NCU16003"
"CM002241.1","Genbank","gene",4128788,4130072,".","+",".","NCU12151","NCU12151"
"CM002241.1","Genbank","gene",3798661,3799753,".","-",".","NCU12144","NCU12144"
"CM002241.1","Genbank","gene",3362030,3364815,".","+",".","NCU12130","NCU12130"
"CM002241.1","Genbank","gene",3382176,3383095,".","-",".","NCU12131","NCU12131"
"CM002241.1","Genbank","gene",1647245,1648153,".","-",".","NCU12100","NCU12100"
"CM002241.1","Genbank","gene",1030035,1031447,".","-",".","NCU12091","NCU12091"
"CM002241.1","Genbank","gene",408408,409970,".","+",".","NCU12075","NCU12075"
"CM002241.1","Genbank","gene",432497,433014,".","+",".","NCU12076","NCU12076"
"CM002241.1","Genbank","gene",467360,467683,".","-",".","NCU12078","NCU12078"
"CM002241.1","Genbank","gene",48620,49910,".","+",".","NCU12065","NCU12065"
"CM002241.1","Genbank","gene",149765,150945,".","+",".","NCU12067","NCU12067"
"CM002241.1","Genbank","gene",151704,153543,".","+",".","NCU12068","NCU12068"
"CM002242.1","Genbank","gene",75640,77261,".","+",".","NCU12058","NCU12058"
"CM002242.1","Genbank","gene",300538,300999,".","+",".","NCU12052","NCU12052"
"CM002242.1","Genbank","gene",306376,307498,".","-",".","NCU12051","NCU12051"
"CM002242.1","Genbank","gene",307544,308581,".","-",".","NCU12050","NCU12050"
"CM002242.1","Genbank","gene",706753,707589,".","+",".","NCU12045","NCU12045"
"CM002242.1","Genbank","gene",1224414,1225733,".","+",".","NCU12028","NCU12028"
"CM002242.1","Genbank","gene",1415448,1417035,".","-",".","NCU12025","NCU12025"
"CM002242.1","Genbank","gene",1570143,1571561,".","+",".","NCU12021","NCU12021"
"CM002242.1","Genbank","gene",73707,75531,".","+",".","NCU11411","NCU11411"
"CM002238.1","Genbank","gene",85931,89527,".","-",".","NCU11405","NCU11405"
"CM002242.1","Genbank","gene",3658155,3659425,".","+",".","NCU11382","NCU11382"
"CM002240.1","Genbank","gene",5874208,5876207,".","+",".","NCU11375","NCU11375"
"CM002239.1","Genbank","gene",191867,194669,".","+",".","NCU11365","NCU11365"
"CM002239.1","Genbank","gene",193862,195389,".","-",".","NCU11364","NCU11364"
"CM002239.1","Genbank","gene",195504,197458,".","+",".","NCU11363","NCU11363"
"CM002238.1","Genbank","gene",540378,541754,".","+",".","NCU11356","NCU11356"
"CM002241.1","Genbank","gene",24458,25894,".","+",".","NCU11342","NCU11342"
"CM002238.1","Genbank","gene",1470129,1472531,".","+",".","NCU11320","NCU11320"
"CM002238.1","Genbank","gene",1864008,1866622,".","+",".","NCU11314","NCU11314"
"CM002242.1","Genbank","gene",3995244,3997161,".","-",".","NCU11308","NCU11308"
"CM002242.1","Genbank","gene",4124705,4126031,".","-",".","NCU11307","NCU11307"
"CM002242.1","Genbank","gene",4173243,4174112,".","-",".","NCU11305","NCU11305"
"CM002238.1","Genbank","gene",5269831,5270939,".","-",".","NCU11292","NCU11292"
"CM002238.1","Genbank","gene",4631535,4633728,".","+",".","NCU11286","NCU11286"
"CM002238.1","Genbank","gene",5141444,5142693,".","-",".","NCU11289","NCU11289"
"CM002236.1","Genbank","gene",1277760,1278636,".","+",".","NCU11212","NCU11212"
"CM002236.1","Genbank","gene",6862694,6864828,".","+",".","NCU11195","NCU11195"
"CM002238.1","Genbank","gene",2861439,2863151,".","+",".","NCU11172","NCU11172"
"CM002236.1","Genbank","gene",7318856,7321215,".","-",".","NCU11095","NCU11095"
"CM002237.1","Genbank","gene",4443601,4444681,".","-",".","NCU11088","NCU11088"
"CM002237.1","Genbank","gene",588432,589402,".","-",".","NCU11054","NCU11054"
"CM002238.1","Genbank","gene",3588508,3591059,".","+",".","NCU11030","NCU11030"
"CM002240.1","Genbank","gene",399500,400274,".","+",".","NCU11038","NCU11038"
"CM002236.1","Genbank","gene",1388105,1389128,".","+",".","NCU10903","NCU10903"
"CM002239.1","Genbank","gene",3938283,3938979,".","+",".","NCU10867","NCU10867"
"CM002236.1","Genbank","gene",8325297,8326709,".","-",".","NCU10772","NCU10772"
"CM002241.1","Genbank","gene",831892,834829,".","+",".","NCU10732","NCU10732"
"CM002242.1","Genbank","gene",868483,869531,".","-",".","NCU10703","NCU10703"
"CM002241.1","Genbank","gene",3843165,3845163,".","+",".","NCU10697","NCU10697"
"CM002237.1","Genbank","gene",653960,655825,".","-",".","NCU10684","NCU10684"
"CM002238.1","Genbank","gene",5225994,5226818,".","+",".","NCU10641","NCU10641"
"CM002239.1","Genbank","gene",588839,589543,".","-",".","NCU10644","NCU10644"
"CM002240.1","Genbank","gene",701414,703419,".","-",".","NCU10610","NCU10610"
"CM002236.1","Genbank","gene",4503494,4505419,".","-",".","NCU10595","NCU10595"
"CM002242.1","Genbank","gene",312100,313727,".","-",".","NCU10539","NCU10539"
"CM002242.1","Genbank","gene",314183,316465,".","-",".","NCU10538","NCU10538"
"CM002239.1","Genbank","gene",1550353,1552733,".","-",".","NCU10512","NCU10512"
"CM002236.1","Genbank","gene",91324,92593,".","+",".","NCU10501","NCU10501"
"CM002239.1","Genbank","gene",591011,591907,".","+",".","NCU10502","NCU10502"
"CM002239.1","Genbank","gene",4084738,4085904,".","-",".","NCU10457","NCU10457"
"CM002240.1","Genbank","gene",2800173,2800478,".","+",".","NCU10449","NCU10449"
"CM002238.1","Genbank","gene",5247940,5248821,".","-",".","NCU10427","NCU10427"
"CM002242.1","Genbank","gene",3772847,3774169,".","+",".","NCU10416","NCU10416"
"CM002237.1","Genbank","gene",4028399,4030051,".","+",".","NCU10393","NCU10393"
"CM002237.1","Genbank","gene",1708515,1708959,".","-",".","NCU10369","NCU10369"
"CM002241.1","Genbank","gene",342337,344310,".","-",".","NCU10344","NCU10344"
"CM002239.1","Genbank","gene",1667,3325,".","+",".","NCU10285","NCU10285"
"CM002238.1","Genbank","gene",2126140,2127451,".","-",".","NCU10274","NCU10274"
"CM002238.1","Genbank","gene",5036277,5038689,".","+",".","NCU10276","NCU10276"
"CM002237.1","Genbank","gene",426968,427774,".","+",".","NCU10152","NCU10152"
"CM002236.1","Genbank","gene",1151,2878,".","-",".","NCU10129","NCU10129"
"CM002239.1","Genbank","gene",3490762,3491899,".","+",".","NCU10106","NCU10106"
"CM002239.1","Genbank","gene",5928092,5930117,".","-",".","NCU10070","NCU10070"
"CM002240.1","Genbank","gene",5885181,5887176,".","+",".","NCU10062","NCU10062"
"CM002242.1","Genbank","gene",1309956,1311228,".","-",".","NCU10057","NCU10057"
"CM002239.1","Genbank","gene",5939000,5940994,".","+",".","NCU10040","NCU10040"
"CM002236.1","Genbank","gene",9767398,9770901,".","+",".","NCU10030","NCU10030"
"CM002236.1","Genbank","gene",9770841,9772169,".","-",".","NCU10031","NCU10031"
"CM002239.1","Genbank","gene",5941405,5943417,".","+",".","NCU10039","NCU10039"
"CM002239.1","Genbank","gene",5943563,5945207,".","+",".","NCU10038","NCU10038"
"CM002239.1","Genbank","gene",5949691,5951318,".","+",".","NCU10037","NCU10037"
"CM002236.1","Genbank","gene",9759597,9762612,".","+",".","NCU10027","NCU10027"
"CM002242.1","Genbank","gene",302751,305227,".","+",".","NCU09992","NCU09992"
"CM002242.1","Genbank","gene",309573,312054,".","+",".","NCU09990","NCU09990"
"CM002236.1","Genbank","gene",2374776,2375822,".","+",".","NCU09981","NCU09981"
"CM002240.1","Genbank","gene",6052654,6053377,".","+",".","NCU09961","NCU09961"
"CM002240.1","Genbank","gene",6060921,6062353,".","-",".","NCU09965","NCU09965"
"CM002240.1","Genbank","gene",6064588,6066000,".","-",".","NCU09966","NCU09966"
"CM002240.1","Genbank","gene",6029831,6030256,".","-",".","NCU09950","NCU09950"
"CM002240.1","Genbank","gene",6032208,6032868,".","-",".","NCU09952","NCU09952"
"CM002240.1","Genbank","gene",6033313,6034014,".","-",".","NCU09953","NCU09953"
"CM002240.1","Genbank","gene",6035121,6038202,".","+",".","NCU09954","NCU09954"
"CM002240.1","Genbank","gene",6038404,6040286,".","+",".","NCU09955","NCU09955"
"CM002240.1","Genbank","gene",6041267,6041800,".","+",".","NCU09956","NCU09956"
"CM002240.1","Genbank","gene",6042572,6045717,".","-",".","NCU09957","NCU09957"
"CM002240.1","Genbank","gene",6047047,6049161,".","-",".","NCU09958","NCU09958"
"CM002240.1","Genbank","gene",6023508,6024661,".","+",".","NCU09947","NCU09947"
"CM002240.1","Genbank","gene",6025496,6026290,".","+",".","NCU09948","NCU09948"
"CM002239.1","Genbank","gene",5250089,5250952,".","-",".","NCU09939","NCU09939"
"CM002239.1","Genbank","gene",5257016,5259223,".","-",".","NCU09935","NCU09935"
"CM002239.1","Genbank","gene",5261954,5263452,".","-",".","NCU09933","NCU09933"
"CM002239.1","Genbank","gene",5276791,5277219,".","-",".","NCU09926","NCU09926"
"CM002236.1","Genbank","gene",53114,54518,".","+",".","NCU09911","NCU09911"
"CM002236.1","Genbank","gene",59146,61150,".","+",".","NCU09913","NCU09913"
"CM002236.1","Genbank","gene",62094,62950,".","+",".","NCU09914","NCU09914"
"CM002236.1","Genbank","gene",40950,42632,".","-",".","NCU09907","NCU09907"
"CM002236.1","Genbank","gene",45332,48154,".","-",".","NCU09909","NCU09909"
"CM002236.1","Genbank","gene",3992898,3994238,".","+",".","NCU09896","NCU09896"
"CM002236.1","Genbank","gene",6377952,6381151,".","-",".","NCU09874","NCU09874"
"CM002241.1","Genbank","gene",2782693,2783565,".","-",".","NCU09868","NCU09868"
"CM002240.1","Genbank","gene",5968748,5969817,".","+",".","NCU09855","NCU09855"
"CM002240.1","Genbank","gene",5923952,5926233,".","-",".","NCU09843","NCU09843"
"CM002240.1","Genbank","gene",5927584,5930908,".","-",".","NCU09844","NCU09844"
"CM002240.1","Genbank","gene",5948287,5949755,".","-",".","NCU09848","NCU09848"
"CM002240.1","Genbank","gene",567157,568335,".","-",".","NCU09836","NCU09836"
"CM002236.1","Genbank","gene",4123070,4126293,".","+",".","NCU09810","NCU09810"
"CM002236.1","Genbank","gene",4121814,4122875,".","+",".","NCU09809","NCU09809"
"CM002241.1","Genbank","gene",1094734,1095372,".","+",".","NCU09780","NCU09780"
"CM002241.1","Genbank","gene",1124166,1126773,".","+",".","NCU09788","NCU09788"
"CM002237.1","Genbank","gene",4267288,4268211,".","+",".","NCU09776","NCU09776"
"CM002237.1","Genbank","gene",4271243,4272151,".","+",".","NCU09774","NCU09774"
"CM002237.1","Genbank","gene",4272699,4275266,".","+",".","NCU09773","NCU09773"
"CM002237.1","Genbank","gene",4279017,4281309,".","-",".","NCU09771","NCU09771"
"CM002237.1","Genbank","gene",4291182,4291996,".","+",".","NCU09768","NCU09768"
"CM002237.1","Genbank","gene",4295876,4297457,".","-",".","NCU09766","NCU09766"
"CM002237.1","Genbank","gene",4310718,4311708,".","+",".","NCU09761","NCU09761"
"CM002237.1","Genbank","gene",4323535,4325867,".","+",".","NCU09759","NCU09759"
"CM002239.1","Genbank","gene",1944169,1946027,".","-",".","NCU09743","NCU09743"
"CM002239.1","Genbank","gene",1972575,1974282,".","-",".","NCU09738","NCU09738"
"CM002239.1","Genbank","gene",1983143,1985300,".","+",".","NCU09734","NCU09734"
"CM002242.1","Genbank","gene",1353460,1355271,".","+",".","NCU09724","NCU09724"
"CM002242.1","Genbank","gene",1383089,1386370,".","+",".","NCU09712","NCU09712"
"CM002242.1","Genbank","gene",1405421,1406987,".","-",".","NCU09704","NCU09704"
"CM002240.1","Genbank","gene",797772,799872,".","-",".","NCU09698","NCU09698"
"CM002240.1","Genbank","gene",812314,813917,".","+",".","NCU09694","NCU09694"
"CM002240.1","Genbank","gene",822372,823541,".","+",".","NCU09691","NCU09691"
"CM002240.1","Genbank","gene",844178,844706,".","-",".","NCU09685","NCU09685"
"CM002240.1","Genbank","gene",848382,849729,".","-",".","NCU09683","NCU09683"
"CM002240.1","Genbank","gene",863452,865559,".","+",".","NCU09678","NCU09678"
"CM002239.1","Genbank","gene",101673,102330,".","+",".","NCU09660","NCU09660"
"CM002239.1","Genbank","gene",108982,109942,".","-",".","NCU09664","NCU09664"
"CM002239.1","Genbank","gene",111999,112997,".","-",".","NCU09665","NCU09665"
"CM002239.1","Genbank","gene",68362,68930,".","+",".","NCU09650","NCU09650"
"CM002239.1","Genbank","gene",61716,64332,".","+",".","NCU09648","NCU09648"
"CM002237.1","Genbank","gene",8927,11029,".","-",".","NCU09634","NCU09634"
"CM002237.1","Genbank","gene",11642,12594,".","+",".","NCU09633","NCU09633"
"CM002237.1","Genbank","gene",12521,13311,".","-",".","NCU09632","NCU09632"
"CM002237.1","Genbank","gene",15943,18173,".","-",".","NCU09631","NCU09631"
"CM002237.1","Genbank","gene",19042,19908,".","+",".","NCU09630","NCU09630"
"CM002239.1","Genbank","gene",3960,5883,".","-",".","NCU09635","NCU09635"
"CM002239.1","Genbank","gene",6446,8374,".","+",".","NCU09636","NCU09636"
"CM002239.1","Genbank","gene",8110,19545,".","-",".","NCU09637","NCU09637"
"CM002239.1","Genbank","gene",19910,21754,".","-",".","NCU09639","NCU09639"
"CM002237.1","Genbank","gene",26847,28669,".","+",".","NCU09627","NCU09627"
"CM002237.1","Genbank","gene",34371,35627,".","-",".","NCU09623","NCU09623"
"CM002237.1","Genbank","gene",38686,39994,".","-",".","NCU09620","NCU09620"
"CM002237.1","Genbank","gene",51943,53778,".","+",".","NCU09613","NCU09613"
"CM002237.1","Genbank","gene",70445,71887,".","+",".","NCU09605","NCU09605"
"CM002237.1","Genbank","gene",73202,74342,".","-",".","NCU09604","NCU09604"
"CM002237.1","Genbank","gene",76425,78257,".","+",".","NCU09603","NCU09603"
"CM002237.1","Genbank","gene",94846,96218,".","+",".","NCU09596","NCU09596"
"CM002237.1","Genbank","gene",107020,108114,".","+",".","NCU09593","NCU09593"
"CM002242.1","Genbank","gene",909493,910072,".","+",".","NCU09591","NCU09591"
"CM002242.1","Genbank","gene",911011,911974,".","+",".","NCU09590","NCU09590"
"CM002242.1","Genbank","gene",912593,913306,".","+",".","NCU09589","NCU09589"
"CM002242.1","Genbank","gene",932225,933187,".","+",".","NCU09582","NCU09582"
"CM002242.1","Genbank","gene",943779,944454,".","-",".","NCU09578","NCU09578"
"CM002242.1","Genbank","gene",945769,946591,".","-",".","NCU09577","NCU09577"
"CM002242.1","Genbank","gene",958434,959436,".","-",".","NCU09574","NCU09574"
"CM002242.1","Genbank","gene",970324,972146,".","-",".","NCU09569","NCU09569"
"CM002240.1","Genbank","gene",4558307,4559728,".","+",".","NCU09550","NCU09550"
"CM002240.1","Genbank","gene",4532072,4535646,".","+",".","NCU09541","NCU09541"
"CM002240.1","Genbank","gene",4486089,4486492,".","-",".","NCU09530","NCU09530"
"CM002238.1","Genbank","gene",12871,14169,".","+",".","NCU09525","NCU09525"
"CM002238.1","Genbank","gene",14104,16140,".","-",".","NCU09524","NCU09524"
"CM002238.1","Genbank","gene",29171,30638,".","+",".","NCU09519","NCU09519"
"CM002238.1","Genbank","gene",48622,51780,".","+",".","NCU09514","NCU09514"
"CM002238.1","Genbank","gene",53169,56089,".","+",".","NCU09513","NCU09513"
"CM002238.1","Genbank","gene",80729,81529,".","+",".","NCU09508","NCU09508"
"CM002238.1","Genbank","gene",91057,92443,".","+",".","NCU09506","NCU09506"
"CM002238.1","Genbank","gene",94069,96232,".","+",".","NCU09505","NCU09505"
"CM002238.1","Genbank","gene",96578,99187,".","+",".","NCU09504","NCU09504"
"CM002237.1","Genbank","gene",4447140,4448862,".","-",".","NCU09490","NCU09490"
"CM002237.1","Genbank","gene",4466318,4468439,".","+",".","NCU09494","NCU09494"
"CM002238.1","Genbank","gene",119585,121352,".","+",".","NCU09498","NCU09498"
"CM002238.1","Genbank","gene",124320,126665,".","+",".","NCU09497","NCU09497"
"CM002237.1","Genbank","gene",4426885,4428862,".","-",".","NCU09484","NCU09484"
"CM002237.1","Genbank","gene",4437282,4438739,".","-",".","NCU09487","NCU09487"
"CM002237.1","Genbank","gene",4442223,4443601,".","+",".","NCU09489","NCU09489"
"CM002237.1","Genbank","gene",4410678,4411546,".","+",".","NCU09479","NCU09479"
"CM002237.1","Genbank","gene",4367027,4367654,".","+",".","NCU09464","NCU09464"
"CM002242.1","Genbank","gene",255204,256129,".","+",".","NCU09455","NCU09455"
"CM002242.1","Genbank","gene",257736,259406,".","-",".","NCU09456","NCU09456"
"CM002242.1","Genbank","gene",264560,267312,".","-",".","NCU09458","NCU09458"
"CM002242.1","Genbank","gene",201399,202463,".","-",".","NCU09440","NCU09440"
"CM002242.1","Genbank","gene",219417,220601,".","-",".","NCU09445","NCU09445"
"CM002242.1","Genbank","gene",226094,226416,".","+",".","NCU09448","NCU09448"
"CM002242.1","Genbank","gene",153543,155404,".","+",".","NCU09430","NCU09430"
"CM002242.1","Genbank","gene",163496,165828,".","-",".","NCU09433","NCU09433"
"CM002242.1","Genbank","gene",1195503,1196626,".","+",".","NCU09413","NCU09413"
"CM002242.1","Genbank","gene",1228534,1229859,".","+",".","NCU09403","NCU09403"
"CM002242.1","Genbank","gene",1246604,1247150,".","+",".","NCU09396","NCU09396"
"CM002242.1","Genbank","gene",1268152,1268758,".","+",".","NCU09389","NCU09389"
"CM002237.1","Genbank","gene",4175365,4175887,".","+",".","NCU09344","NCU09344"
"CM002237.1","Genbank","gene",4158160,4160993,".","-",".","NCU09338","NCU09338"
"CM002237.1","Genbank","gene",4164714,4165274,".","-",".","NCU09339","NCU09339"
"CM002236.1","Genbank","gene",4242903,4243847,".","-",".","NCU09323","NCU09323"
"CM002242.1","Genbank","gene",950,2274,".","-",".","NCU09306","NCU09306"
