"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002236.1","Genbank","gene",2100119,2100880,".","+",".","NCU16348","NCU16348"
"CM002236.1","Genbank","gene",980957,982105,".","-",".","NCU16323","NCU16323"
"KC683708.1","Genbank","gene",27595,29196,".","+",".","NCU16010","NCU16010"
"CM002238.1","Genbank","gene",3187056,3188222,".","+",".","NCU15830","NCU15830"
"CM002238.1","Genbank","gene",4316482,4319891,".","-",".","NCU15832","NCU15832"
"CM002241.1","Genbank","gene",3160756,3162230,".","-",".","NCU12126","NCU12126"
"CM002241.1","Genbank","gene",1729574,1731509,".","-",".","NCU12104","NCU12104"
"CM002242.1","Genbank","gene",3504011,3505879,".","-",".","NCU11380","NCU11380"
"CM002241.1","Genbank","gene",17853,19938,".","-",".","NCU11341","NCU11341"
"CM002238.1","Genbank","gene",1958844,1959898,".","-",".","NCU11313","NCU11313"
"CM002238.1","Genbank","gene",5268653,5269619,".","-",".","NCU11291","NCU11291"
"CM002236.1","Genbank","gene",4962800,4964585,".","+",".","NCU11249","NCU11249"
"CM002240.1","Genbank","gene",4337395,4338632,".","-",".","NCU11118","NCU11118"
"CM002236.1","Genbank","gene",7318856,7321215,".","-",".","NCU11095","NCU11095"
"CM002241.1","Genbank","gene",3400817,3401391,".","-",".","NCU11059","NCU11059"
"CM002240.1","Genbank","gene",699366,700976,".","-",".","NCU11046","NCU11046"
"CM002236.1","Genbank","gene",7149409,7150834,".","+",".","NCU10894","NCU10894"
"CM002239.1","Genbank","gene",2653006,2653904,".","+",".","NCU10897","NCU10897"
"CM002241.1","Genbank","gene",3593385,3597540,".","-",".","NCU10883","NCU10883"
"CM002242.1","Genbank","gene",1449282,1451069,".","-",".","NCU10865","NCU10865"
"CM002236.1","Genbank","gene",5374803,5378088,".","+",".","NCU10852","NCU10852"
"CM002237.1","Genbank","gene",4312939,4316864,".","-",".","NCU10809","NCU10809"
"CM002238.1","Genbank","gene",2062365,2064266,".","+",".","NCU10721","NCU10721"
"CM002241.1","Genbank","gene",4119187,4122396,".","-",".","NCU10597","NCU10597"
"CM002239.1","Genbank","gene",31868,33628,".","+",".","NCU10572","NCU10572"
"CM002238.1","Genbank","gene",5235112,5236734,".","-",".","NCU10567","NCU10567"
"CM002236.1","Genbank","gene",5250694,5251817,".","-",".","NCU10507","NCU10507"
"CM002237.1","Genbank","gene",2899017,2900334,".","-",".","NCU10404","NCU10404"
"CM002240.1","Genbank","gene",3109666,3112538,".","+",".","NCU10359","NCU10359"
"CM002242.1","Genbank","gene",3085697,3086402,".","-",".","NCU10226","NCU10226"
"CM002240.1","Genbank","gene",1454126,1456888,".","-",".","NCU10091","NCU10091"
"CM002237.1","Genbank","gene",3360896,3362587,".","+",".","NCU10035","NCU10035"
"CM002236.1","Genbank","gene",2361425,2362324,".","+",".","NCU09976","NCU09976"
"CM002236.1","Genbank","gene",17441,19615,".","+",".","NCU09904","NCU09904"
"CM002236.1","Genbank","gene",34981,39245,".","+",".","NCU09906","NCU09906"
"CM002236.1","Genbank","gene",6339630,6341292,".","-",".","NCU09886","NCU09886"
"CM002240.1","Genbank","gene",5968748,5969817,".","+",".","NCU09855","NCU09855"
"CM002240.1","Genbank","gene",5975682,5977842,".","+",".","NCU09857","NCU09857"
"CM002240.1","Genbank","gene",552089,554908,".","+",".","NCU09832","NCU09832"
"CM002241.1","Genbank","gene",1142553,1145119,".","+",".","NCU09792","NCU09792"
"CM002237.1","Genbank","gene",4291182,4291996,".","+",".","NCU09768","NCU09768"
"CM002237.1","Genbank","gene",4317187,4321936,".","+",".","NCU09760","NCU09760"
"CM002237.1","Genbank","gene",4341633,4343327,".","-",".","NCU09755","NCU09755"
"CM002242.1","Genbank","gene",1379583,1380622,".","+",".","NCU09714","NCU09714"
"CM002240.1","Genbank","gene",812314,813917,".","+",".","NCU09694","NCU09694"
"CM002240.1","Genbank","gene",815771,817560,".","+",".","NCU09693","NCU09693"
"CM002240.1","Genbank","gene",882123,883776,".","-",".","NCU09670","NCU09670"
"CM002239.1","Genbank","gene",108982,109942,".","-",".","NCU09664","NCU09664"
"CM002239.1","Genbank","gene",22743,24429,".","-",".","NCU09640","NCU09640"
"CM002237.1","Genbank","gene",19042,19908,".","+",".","NCU09630","NCU09630"
"CM002237.1","Genbank","gene",40799,41401,".","-",".","NCU09619","NCU09619"
"CM002237.1","Genbank","gene",41526,42883,".","-",".","NCU09617","NCU09617"
"CM002237.1","Genbank","gene",57518,58796,".","+",".","NCU09611","NCU09611"
"CM002237.1","Genbank","gene",68673,69666,".","+",".","NCU09606","NCU09606"
"CM002240.1","Genbank","gene",4493702,4495126,".","-",".","NCU09532","NCU09532"
"CM002238.1","Genbank","gene",57807,60112,".","+",".","NCU09511","NCU09511"
"CM002237.1","Genbank","gene",4451075,4452364,".","-",".","NCU09491","NCU09491"
"CM002237.1","Genbank","gene",4407665,4409112,".","+",".","NCU09478","NCU09478"
"CM002242.1","Genbank","gene",1169634,1171495,".","+",".","NCU09424","NCU09424"
"CM002242.1","Genbank","gene",1173596,1175261,".","-",".","NCU09422","NCU09422"
"CM002237.1","Genbank","gene",4219386,4223547,".","-",".","NCU09355","NCU09355"
"CM002237.1","Genbank","gene",4129416,4133255,".","+",".","NCU09335","NCU09335"
"CM002242.1","Genbank","gene",85892,89396,".","-",".","NCU09283","NCU09283"
"CM002236.1","Genbank","gene",9351481,9354965,".","+",".","NCU09267","NCU09267"
"CM002236.1","Genbank","gene",9392348,9397527,".","-",".","NCU09253","NCU09253"
"CM002236.1","Genbank","gene",9444660,9448137,".","+",".","NCU09240","NCU09240"
"CM002236.1","Genbank","gene",5849601,5852150,".","+",".","NCU09210","NCU09210"
"CM002236.1","Genbank","gene",5845361,5847904,".","-",".","NCU09209","NCU09209"
"CM002236.1","Genbank","gene",5794354,5796930,".","-",".","NCU09197","NCU09197"
"CM002236.1","Genbank","gene",5796858,5797977,".","+",".","NCU09198","NCU09198"
"CM002238.1","Genbank","gene",277684,279201,".","-",".","NCU09183","NCU09183"
"CM002238.1","Genbank","gene",287851,290825,".","-",".","NCU09187","NCU09187"
"CM002238.1","Genbank","gene",292003,295031,".","+",".","NCU09188","NCU09188"
"CM002238.1","Genbank","gene",260696,262549,".","+",".","NCU09176","NCU09176"
"CM002236.1","Genbank","gene",5379535,5382753,".","+",".","NCU09115","NCU09115"
"CM002236.1","Genbank","gene",766238,767152,".","-",".","NCU09075","NCU09075"
"CM002236.1","Genbank","gene",771965,773374,".","-",".","NCU09078","NCU09078"
"CM002242.1","Genbank","gene",431020,432418,".","+",".","NCU09043","NCU09043"
"CM002238.1","Genbank","gene",4128901,4131104,".","-",".","NCU08982","NCU08982"
"CM002240.1","Genbank","gene",739299,741197,".","-",".","NCU08892","NCU08892"
"CM002240.1","Genbank","gene",768749,770793,".","-",".","NCU08886","NCU08886"
"CM002238.1","Genbank","gene",5131725,5134722,".","-",".","NCU08784","NCU08784"
"CM002237.1","Genbank","gene",3883967,3886016,".","-",".","NCU08750","NCU08750"
"CM002237.1","Genbank","gene",3875261,3877329,".","-",".","NCU08747","NCU08747"
"CM002237.1","Genbank","gene",3792534,3794040,".","-",".","NCU08720","NCU08720"
"CM002237.1","Genbank","gene",3773044,3776758,".","+",".","NCU08715","NCU08715"
"CM002237.1","Genbank","gene",3739991,3740964,".","-",".","NCU08703","NCU08703"
"CM002239.1","Genbank","gene",4131246,4131791,".","-",".","NCU08680","NCU08680"
"CM002236.1","Genbank","gene",9694632,9697675,".","+",".","NCU08641","NCU08641"
"CM002236.1","Genbank","gene",9666967,9667581,".","+",".","NCU08635","NCU08635"
"CM002238.1","Genbank","gene",4932034,4932902,".","-",".","NCU08557","NCU08557"
"CM002238.1","Genbank","gene",4933196,4935949,".","-",".","NCU08556","NCU08556"
"CM002238.1","Genbank","gene",4961444,4962886,".","-",".","NCU08549","NCU08549"
"CM002237.1","Genbank","gene",3395189,3396961,".","-",".","NCU08516","NCU08516"
"CM002237.1","Genbank","gene",3487822,3493366,".","-",".","NCU08487","NCU08487"
"CM002237.1","Genbank","gene",4085564,4090013,".","-",".","NCU08443","NCU08443"
"CM002236.1","Genbank","gene",5660914,5662467,".","-",".","NCU08350","NCU08350"
"CM002239.1","Genbank","gene",2448832,2449379,".","+",".","NCU08311","NCU08311"
"CM002239.1","Genbank","gene",2532983,2535318,".","+",".","NCU08288","NCU08288"
"CM002238.1","Genbank","gene",4711338,4716085,".","-",".","NCU08230","NCU08230"
"CM002238.1","Genbank","gene",4717092,4719148,".","-",".","NCU08231","NCU08231"
"CM002238.1","Genbank","gene",4721990,4723984,".","+",".","NCU08232","NCU08232"
"CM002238.1","Genbank","gene",4683042,4684305,".","-",".","NCU08223","NCU08223"
"CM002238.1","Genbank","gene",4599890,4601724,".","-",".","NCU08190","NCU08190"
"CM002242.1","Genbank","gene",3671438,3672067,".","-",".","NCU08186","NCU08186"
"CM002242.1","Genbank","gene",3673505,3674131,".","+",".","NCU08187","NCU08187"
"CM002242.1","Genbank","gene",3676229,3677961,".","+",".","NCU08188","NCU08188"
"CM002242.1","Genbank","gene",3618900,3620594,".","+",".","NCU08170","NCU08170"
"CM002236.1","Genbank","gene",240744,241840,".","-",".","NCU08095","NCU08095"
"CM002236.1","Genbank","gene",186040,188208,".","+",".","NCU08076","NCU08076"
"CM002236.1","Genbank","gene",109911,112060,".","+",".","NCU08052","NCU08052"
"CM002236.1","Genbank","gene",117750,119387,".","+",".","NCU08055","NCU08055"
"CM002236.1","Genbank","gene",128668,129912,".","+",".","NCU08057","NCU08057"
"CM002239.1","Genbank","gene",3780131,3780975,".","-",".","NCU07976","NCU07976"
"CM002239.1","Genbank","gene",3781915,3782936,".","+",".","NCU07977","NCU07977"
"CM002239.1","Genbank","gene",1375189,1375575,".","-",".","NCU07912","NCU07912"
"CM002239.1","Genbank","gene",1379516,1381507,".","+",".","NCU07910","NCU07910"
"CM002239.1","Genbank","gene",1388691,1390248,".","-",".","NCU07908","NCU07908"
"CM002238.1","Genbank","gene",1059964,1062628,".","-",".","NCU07840","NCU07840"
"CM002238.1","Genbank","gene",1063208,1065157,".","-",".","NCU07841","NCU07841"
"CM002240.1","Genbank","gene",223617,224867,".","-",".","NCU07806","NCU07806"
"CM002240.1","Genbank","gene",351422,354406,".","-",".","NCU07773","NCU07773"
"CM002240.1","Genbank","gene",369556,371037,".","+",".","NCU07768","NCU07768"
"CM002239.1","Genbank","gene",2084167,2087469,".","+",".","NCU07723","NCU07723"
"CM002239.1","Genbank","gene",2200346,2203909,".","-",".","NCU07694","NCU07694"
"CM002239.1","Genbank","gene",2332427,2333746,".","-",".","NCU07661","NCU07661"
"CM002239.1","Genbank","gene",318163,319473,".","+",".","NCU07626","NCU07626"
"CM002239.1","Genbank","gene",164293,167050,".","+",".","NCU07590","NCU07590"
"CM002238.1","Genbank","gene",4322897,4324551,".","+",".","NCU07569","NCU07569"
"CM002238.1","Genbank","gene",4422298,4424401,".","+",".","NCU07545","NCU07545"
"CM002238.1","Genbank","gene",4442636,4443891,".","-",".","NCU07540","NCU07540"
"CM002238.1","Genbank","gene",4573918,4575576,".","-",".","NCU07511","NCU07511"
"CM002236.1","Genbank","gene",429105,431229,".","-",".","NCU07491","NCU07491"
"CM002236.1","Genbank","gene",467141,469295,".","-",".","NCU07482","NCU07482"
"CM002236.1","Genbank","gene",512384,513927,".","-",".","NCU07474","NCU07474"
"CM002236.1","Genbank","gene",514506,519273,".","-",".","NCU07473","NCU07473"
"CM002236.1","Genbank","gene",535655,538185,".","+",".","NCU07467","NCU07467"
"CM002236.1","Genbank","gene",541586,543147,".","-",".","NCU07464","NCU07464"
"CM002236.1","Genbank","gene",543682,546443,".","+",".","NCU07463","NCU07463"
"CM002236.1","Genbank","gene",570732,573135,".","-",".","NCU07454","NCU07454"
"CM002236.1","Genbank","gene",5982975,5983852,".","-",".","NCU07424","NCU07424"
"CM002236.1","Genbank","gene",6132311,6134505,".","-",".","NCU07385","NCU07385"
"CM002236.1","Genbank","gene",6280595,6282522,".","-",".","NCU07349","NCU07349"
"CM002236.1","Genbank","gene",6295972,6297125,".","+",".","NCU07345","NCU07345"
"CM002239.1","Genbank","gene",4315214,4315966,".","+",".","NCU07339","NCU07339"
"CM002239.1","Genbank","gene",4340022,4343331,".","-",".","NCU07333","NCU07333"
"CM002239.1","Genbank","gene",4343749,4345780,".","+",".","NCU07332","NCU07332"
"CM002239.1","Genbank","gene",4418395,4419413,".","+",".","NCU07310","NCU07310"
"CM002239.1","Genbank","gene",4513115,4514500,".","-",".","NCU07287","NCU07287"
"CM002239.1","Genbank","gene",4562261,4563309,".","+",".","NCU07273","NCU07273"
"CM002239.1","Genbank","gene",4612581,4615703,".","+",".","NCU07255","NCU07255"
"CM002241.1","Genbank","gene",3549,4482,".","+",".","NCU07142","NCU07142"
"CM002241.1","Genbank","gene",20386,21842,".","+",".","NCU07138","NCU07138"
"CM002241.1","Genbank","gene",72714,76049,".","-",".","NCU07121","NCU07121"
"CM002241.1","Genbank","gene",153550,154920,".","+",".","NCU07107","NCU07107"
"CM002241.1","Genbank","gene",225126,226628,".","+",".","NCU07080","NCU07080"
"CM002241.1","Genbank","gene",292725,294498,".","+",".","NCU07064","NCU07064"
"CM002241.1","Genbank","gene",297190,299370,".","-",".","NCU07063","NCU07063"
"CM002241.1","Genbank","gene",324400,325645,".","+",".","NCU07061","NCU07061"
"CM002239.1","Genbank","gene",4980539,4982667,".","-",".","NCU07034","NCU07034"
"CM002239.1","Genbank","gene",4684170,4685401,".","-",".","NCU06965","NCU06965"
"CM002239.1","Genbank","gene",4697784,4700541,".","+",".","NCU06969","NCU06969"
"CM002242.1","Genbank","gene",843784,845216,".","+",".","NCU06940","NCU06940"
"CM002242.1","Genbank","gene",857792,859539,".","+",".","NCU06945","NCU06945"
"CM002242.1","Genbank","gene",786327,788384,".","+",".","NCU06926","NCU06926"
"CM002237.1","Genbank","gene",1852226,1854775,".","+",".","NCU06824","NCU06824"
"CM002237.1","Genbank","gene",1889222,1891881,".","-",".","NCU06806","NCU06806"
"CM002237.1","Genbank","gene",2070758,2072548,".","+",".","NCU06747","NCU06747"
"CM002239.1","Genbank","gene",1756356,1757159,".","-",".","NCU06597","NCU06597"
"CM002239.1","Genbank","gene",1729248,1730877,".","+",".","NCU06588","NCU06588"
"CM002239.1","Genbank","gene",1731285,1733184,".","-",".","NCU06589","NCU06589"
"CM002239.1","Genbank","gene",1678855,1680127,".","+",".","NCU06575","NCU06575"
"CM002239.1","Genbank","gene",1522555,1524858,".","-",".","NCU06524","NCU06524"
"CM002238.1","Genbank","gene",1377695,1378620,".","-",".","NCU06427","NCU06427"
"CM002239.1","Genbank","gene",2765568,2768250,".","-",".","NCU06366","NCU06366"
"CM002239.1","Genbank","gene",2907628,2909306,".","+",".","NCU06326","NCU06326"
"CM002239.1","Genbank","gene",2942035,2944415,".","+",".","NCU06315","NCU06315"
"CM002238.1","Genbank","gene",2081132,2083746,".","-",".","NCU06255","NCU06255"
"CM002238.1","Genbank","gene",2008909,2010679,".","-",".","NCU06237","NCU06237"
"CM002242.1","Genbank","gene",1615135,1617352,".","-",".","NCU06153","NCU06153"
"CM002242.1","Genbank","gene",1692299,1694511,".","+",".","NCU06131","NCU06131"
"CM002242.1","Genbank","gene",1701014,1702605,".","+",".","NCU06129","NCU06129"
"CM002242.1","Genbank","gene",1753075,1754131,".","-",".","NCU06114","NCU06114"
"CM002242.1","Genbank","gene",1762523,1764786,".","+",".","NCU06111","NCU06111"
"CM002241.1","Genbank","gene",3136140,3136649,".","-",".","NCU05998","NCU05998"
"CM002241.1","Genbank","gene",3205476,3205994,".","-",".","NCU05981","NCU05981"
"CM002241.1","Genbank","gene",3339700,3340998,".","-",".","NCU05953","NCU05953"
"CM002241.1","Genbank","gene",3428213,3431352,".","-",".","NCU05931","NCU05931"
"CM002241.1","Genbank","gene",3436984,3438174,".","+",".","NCU05928","NCU05928"
"CM002241.1","Genbank","gene",3464916,3467019,".","+",".","NCU05922","NCU05922"
"CM002241.1","Genbank","gene",3469171,3471488,".","+",".","NCU05920","NCU05920"
"CM002242.1","Genbank","gene",4200217,4202741,".","-",".","NCU05897","NCU05897"
"CM002242.1","Genbank","gene",4155062,4158498,".","+",".","NCU05882","NCU05882"
"CM002242.1","Genbank","gene",4140809,4143518,".","-",".","NCU05878","NCU05878"
"CM002242.1","Genbank","gene",4098319,4099978,".","-",".","NCU05863","NCU05863"
"CM002242.1","Genbank","gene",3813759,3815269,".","+",".","NCU05784","NCU05784"
"CM002242.1","Genbank","gene",3820853,3822961,".","+",".","NCU05786","NCU05786"
"CM002242.1","Genbank","gene",3800740,3801972,".","+",".","NCU05779","NCU05779"
"CM002242.1","Genbank","gene",3750756,3752208,".","+",".","NCU05766","NCU05766"
"CM002238.1","Genbank","gene",665622,666576,".","-",".","NCU05728","NCU05728"
"CM002238.1","Genbank","gene",581471,582914,".","-",".","NCU05706","NCU05706"
"CM002238.1","Genbank","gene",427250,428547,".","-",".","NCU05670","NCU05670"
"CM002238.1","Genbank","gene",402181,403426,".","+",".","NCU05663","NCU05663"
"CM002238.1","Genbank","gene",425598,426575,".","-",".","NCU05669","NCU05669"
"CM002241.1","Genbank","gene",1197292,1198237,".","+",".","NCU05652","NCU05652"
"CM002241.1","Genbank","gene",1237277,1238587,".","+",".","NCU05639","NCU05639"
"CM002241.1","Genbank","gene",1307634,1308111,".","-",".","NCU05619","NCU05619"
"CM002241.1","Genbank","gene",1422727,1425193,".","+",".","NCU05585","NCU05585"
"CM002241.1","Genbank","gene",1595091,1596445,".","+",".","NCU05534","NCU05534"
"CM002241.1","Genbank","gene",1751350,1752404,".","+",".","NCU05490","NCU05490"
"CM002237.1","Genbank","gene",1514529,1516735,".","-",".","NCU05394","NCU05394"
"CM002237.1","Genbank","gene",1403407,1404491,".","-",".","NCU05351","NCU05351"
"CM002239.1","Genbank","gene",5353680,5359511,".","-",".","NCU05316","NCU05316"
"CM002239.1","Genbank","gene",5374803,5376284,".","-",".","NCU05311","NCU05311"
"CM002239.1","Genbank","gene",5376882,5378777,".","+",".","NCU05309","NCU05309"
"CM002239.1","Genbank","gene",5810737,5812479,".","-",".","NCU05189","NCU05189"
"CM002239.1","Genbank","gene",5816743,5819374,".","+",".","NCU05188","NCU05188"
"CM002239.1","Genbank","gene",5831764,5836241,".","+",".","NCU05183","NCU05183"
"CM002239.1","Genbank","gene",5912162,5913850,".","+",".","NCU05160","NCU05160"
"CM002241.1","Genbank","gene",3556908,3559445,".","-",".","NCU05153","NCU05153"
"CM002241.1","Genbank","gene",3567193,3570275,".","-",".","NCU05151","NCU05151"
"CM002241.1","Genbank","gene",3573081,3576147,".","+",".","NCU05149","NCU05149"
"CM002241.1","Genbank","gene",3576423,3577317,".","+",".","NCU05148","NCU05148"
"CM002241.1","Genbank","gene",3586229,3588999,".","+",".","NCU05143","NCU05143"
"CM002241.1","Genbank","gene",3591245,3592915,".","-",".","NCU05141","NCU05141"
"CM002241.1","Genbank","gene",3598203,3600069,".","+",".","NCU05138","NCU05138"
"CM002241.1","Genbank","gene",3607514,3610517,".","+",".","NCU05135","NCU05135"
"CM002241.1","Genbank","gene",3612920,3613899,".","+",".","NCU05134","NCU05134"
"CM002241.1","Genbank","gene",3614247,3617841,".","-",".","NCU05133","NCU05133"
"CM002241.1","Genbank","gene",3645984,3647731,".","+",".","NCU05131","NCU05131"
"CM002241.1","Genbank","gene",3674569,3677884,".","-",".","NCU05123","NCU05123"
"CM002241.1","Genbank","gene",3797242,3798208,".","-",".","NCU05084","NCU05084"
"CM002241.1","Genbank","gene",3817017,3819075,".","-",".","NCU05078","NCU05078"
"CM002241.1","Genbank","gene",3840490,3842149,".","-",".","NCU05068","NCU05068"
"CM002241.1","Genbank","gene",3849540,3851095,".","-",".","NCU05067","NCU05067"
"CM002241.1","Genbank","gene",3965602,3966845,".","-",".","NCU05040","NCU05040"
"CM002241.1","Genbank","gene",4020776,4022542,".","-",".","NCU05025","NCU05025"
"CM002241.1","Genbank","gene",4115923,4117080,".","+",".","NCU05005","NCU05005"
"CM002239.1","Genbank","gene",699314,700543,".","-",".","NCU04908","NCU04908"
"CM002241.1","Genbank","gene",924518,926660,".","-",".","NCU04816","NCU04816"
"CM002241.1","Genbank","gene",675077,676905,".","-",".","NCU04751","NCU04751"
"CM002240.1","Genbank","gene",1539009,1541164,".","-",".","NCU04603","NCU04603"
"CM002242.1","Genbank","gene",1498176,1501271,".","+",".","NCU04544","NCU04544"
"CM002242.1","Genbank","gene",1513648,1515397,".","-",".","NCU04539","NCU04539"
"CM002239.1","Genbank","gene",3086371,3088512,".","+",".","NCU04526","NCU04526"
"CM002239.1","Genbank","gene",3099629,3102348,".","-",".","NCU04521","NCU04521"
"CM002239.1","Genbank","gene",3113922,3118231,".","-",".","NCU04516","NCU04516"
"CM002239.1","Genbank","gene",3117177,3117876,".","+",".","NCU04515","NCU04515"
"CM002239.1","Genbank","gene",3180301,3183418,".","-",".","NCU04493","NCU04493"
"CM002239.1","Genbank","gene",3194091,3195492,".","-",".","NCU04490","NCU04490"
"CM002239.1","Genbank","gene",3202737,3204175,".","-",".","NCU04486","NCU04486"
"CM002239.1","Genbank","gene",3218986,3220586,".","-",".","NCU04480","NCU04480"
"CM002239.1","Genbank","gene",3235762,3237454,".","-",".","NCU04474","NCU04474"
"CM002239.1","Genbank","gene",3446601,3449474,".","-",".","NCU04415","NCU04415"
"CM002239.1","Genbank","gene",3680488,3682557,".","-",".","NCU04351","NCU04351"
"CM002239.1","Genbank","gene",3714554,3716704,".","+",".","NCU04342","NCU04342"
"CM002240.1","Genbank","gene",5612475,5614848,".","-",".","NCU04322","NCU04322"
"CM002240.1","Genbank","gene",5497886,5499495,".","+",".","NCU04285","NCU04285"
"CM002240.1","Genbank","gene",5213973,5215810,".","-",".","NCU04211","NCU04211"
"CM002240.1","Genbank","gene",5197612,5199203,".","+",".","NCU04205","NCU04205"
"CM002240.1","Genbank","gene",5160834,5162557,".","-",".","NCU04193","NCU04193"
"CM002240.1","Genbank","gene",5171516,5172309,".","+",".","NCU04197","NCU04197"
"CM002240.1","Genbank","gene",4920230,4920752,".","-",".","NCU04123","NCU04123"
"CM002240.1","Genbank","gene",4864450,4865151,".","-",".","NCU04107","NCU04107"
"CM002241.1","Genbank","gene",2599977,2601799,".","+",".","NCU04058","NCU04058"
"CM002241.1","Genbank","gene",2548984,2550870,".","-",".","NCU04046","NCU04046"
"CM002241.1","Genbank","gene",2559590,2562219,".","+",".","NCU04049","NCU04049"
"CM002241.1","Genbank","gene",2216452,2218594,".","-",".","NCU03950","NCU03950"
"CM002241.1","Genbank","gene",2114260,2115702,".","+",".","NCU03908","NCU03908"
"CM002240.1","Genbank","gene",2464316,2466286,".","+",".","NCU03803","NCU03803"
"CM002240.1","Genbank","gene",2434754,2436984,".","+",".","NCU03793","NCU03793"
"CM002240.1","Genbank","gene",2361891,2366042,".","-",".","NCU03771","NCU03771"
"CM002240.1","Genbank","gene",2368053,2371420,".","+",".","NCU03773","NCU03773"
"CM002240.1","Genbank","gene",2001885,2003957,".","+",".","NCU03660","NCU03660"
"CM002240.1","Genbank","gene",1930747,1934109,".","+",".","NCU03643","NCU03643"
"CM002240.1","Genbank","gene",1935640,1940693,".","+",".","NCU03645","NCU03645"
"CM002240.1","Genbank","gene",1941601,1946420,".","-",".","NCU03646","NCU03646"
"CM002240.1","Genbank","gene",1953854,1957179,".","-",".","NCU03648","NCU03648"
"CM002240.1","Genbank","gene",1861841,1864327,".","-",".","NCU03617","NCU03617"
"CM002240.1","Genbank","gene",1802295,1804777,".","+",".","NCU03600","NCU03600"
"CM002240.1","Genbank","gene",1808818,1810999,".","+",".","NCU03602","NCU03602"
"CM002240.1","Genbank","gene",1817078,1818237,".","+",".","NCU03604","NCU03604"
"CM002237.1","Genbank","gene",178340,179106,".","-",".","NCU03574","NCU03574"
"CM002237.1","Genbank","gene",333578,334814,".","-",".","NCU03534","NCU03534"
"CM002237.1","Genbank","gene",442860,443780,".","-",".","NCU03506","NCU03506"
"CM002237.1","Genbank","gene",463178,466360,".","-",".","NCU03501","NCU03501"
"CM002237.1","Genbank","gene",617792,619377,".","+",".","NCU03464","NCU03464"
"CM002237.1","Genbank","gene",891707,892660,".","-",".","NCU03385","NCU03385"
"CM002237.1","Genbank","gene",970229,972101,".","-",".","NCU03361","NCU03361"
"CM002237.1","Genbank","gene",984305,985957,".","-",".","NCU03358","NCU03358"
"CM002236.1","Genbank","gene",5280439,5281755,".","+",".","NCU03313","NCU03313"
"CM002236.1","Genbank","gene",5173778,5175713,".","+",".","NCU03284","NCU03284"
"CM002236.1","Genbank","gene",5151576,5154421,".","-",".","NCU03274","NCU03274"
"CM002236.1","Genbank","gene",5155185,5156125,".","+",".","NCU03275","NCU03275"
"CM002236.1","Genbank","gene",4903477,4904920,".","+",".","NCU03205","NCU03205"
"CM002236.1","Genbank","gene",8499150,8501238,".","+",".","NCU02989","NCU02989"
"CM002236.1","Genbank","gene",8529635,8533920,".","-",".","NCU02976","NCU02976"
"CM002236.1","Genbank","gene",8534004,8536110,".","+",".","NCU02975","NCU02975"
"CM002236.1","Genbank","gene",8714260,8717710,".","-",".","NCU02913","NCU02913"
