"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002240.1","Genbank","gene",2156713,2157610,".","+",".","NCU11260","NCU11260"
"CM002236.1","Genbank","gene",4962800,4964585,".","+",".","NCU11249","NCU11249"
"CM002236.1","Genbank","gene",2592902,2593432,".","+",".","NCU11237","NCU11237"
"CM002241.1","Genbank","gene",4008514,4010550,".","-",".","NCU11220","NCU11220"
"CM002236.1","Genbank","gene",1280531,1281622,".","+",".","NCU11211","NCU11211"
"CM002238.1","Genbank","gene",3111373,3114227,".","+",".","NCU11175","NCU11175"
"CM002240.1","Genbank","gene",3545443,3546017,".","+",".","NCU11151","NCU11151"
"CM002240.1","Genbank","gene",3751592,3758016,".","-",".","NCU11138","NCU11138"
"CM002240.1","Genbank","gene",3492874,3497280,".","-",".","NCU11027","NCU11027"
"CM002237.1","Genbank","gene",3351809,3354711,".","-",".","NCU10907","NCU10907"
"CM002241.1","Genbank","gene",718482,720503,".","-",".","NCU10904","NCU10904"
"CM002236.1","Genbank","gene",7149409,7150834,".","+",".","NCU10894","NCU10894"
"CM002241.1","Genbank","gene",3593385,3597540,".","-",".","NCU10883","NCU10883"
"CM002236.1","Genbank","gene",5226325,5229590,".","-",".","NCU10810","NCU10810"
"CM002236.1","Genbank","gene",7124424,7124763,".","+",".","NCU10770","NCU10770"
"CM002242.1","Genbank","gene",3047243,3049227,".","+",".","NCU10776","NCU10776"
"CM002238.1","Genbank","gene",2453751,2457316,".","-",".","NCU10763","NCU10763"
"CM002242.1","Genbank","gene",2686835,2691647,".","-",".","NCU10747","NCU10747"
"CM002241.1","Genbank","gene",835119,840359,".","+",".","NCU10733","NCU10733"
"CM002238.1","Genbank","gene",2062365,2064266,".","+",".","NCU10721","NCU10721"
"CM002236.1","Genbank","gene",1094589,1097657,".","+",".","NCU10687","NCU10687"
"CM002242.1","Genbank","gene",1966773,1968437,".","+",".","NCU10683","NCU10683"
"CM002238.1","Genbank","gene",1281954,1285426,".","+",".","NCU10675","NCU10675"
"CM002240.1","Genbank","gene",3509502,3510347,".","-",".","NCU10673","NCU10673"
"CM002241.1","Genbank","gene",4119187,4122396,".","-",".","NCU10597","NCU10597"
"CM002241.1","Genbank","gene",647962,650503,".","-",".","NCU10519","NCU10519"
"CM002240.1","Genbank","gene",3525663,3529207,".","+",".","NCU10476","NCU10476"
"CM002240.1","Genbank","gene",3557103,3558695,".","-",".","NCU10467","NCU10467"
"CM002238.1","Genbank","gene",1286025,1290248,".","+",".","NCU10397","NCU10397"
"CM002237.1","Genbank","gene",982642,984898,".","+",".","NCU10376","NCU10376"
"CM002240.1","Genbank","gene",3109666,3112538,".","+",".","NCU10359","NCU10359"
"CM002241.1","Genbank","gene",2191295,2195732,".","-",".","NCU10314","NCU10314"
"CM002242.1","Genbank","gene",1429111,1432713,".","-",".","NCU10311","NCU10311"
"CM002237.1","Genbank","gene",2319832,2322981,".","-",".","NCU10309","NCU10309"
"CM002239.1","Genbank","gene",3293302,3295311,".","+",".","NCU10270","NCU10270"
"CM002239.1","Genbank","gene",232326,236996,".","+",".","NCU10258","NCU10258"
"CM002242.1","Genbank","gene",3085697,3086402,".","-",".","NCU10226","NCU10226"
"CM002240.1","Genbank","gene",6329937,6331980,".","-",".","NCU10165","NCU10165"
"CM002240.1","Genbank","gene",6331673,6333871,".","-",".","NCU10166","NCU10166"
"CM002240.1","Genbank","gene",1593710,1596979,".","+",".","NCU10155","NCU10155"
"CM002240.1","Genbank","gene",1597125,1600021,".","+",".","NCU10156","NCU10156"
"CM002240.1","Genbank","gene",4750528,4755254,".","+",".","NCU10143","NCU10143"
"CM002239.1","Genbank","gene",5613863,5615538,".","+",".","NCU10101","NCU10101"
"CM002240.1","Genbank","gene",1454126,1456888,".","-",".","NCU10091","NCU10091"
"CM002240.1","Genbank","gene",1479158,1479696,".","-",".","NCU10092","NCU10092"
"CM002242.1","Genbank","gene",3628280,3631170,".","-",".","NCU10080","NCU10080"
"CM002236.1","Genbank","gene",3049615,3054129,".","-",".","NCU10075","NCU10075"
"CM002236.1","Genbank","gene",3053216,3053755,".","+",".","NCU10076","NCU10076"
"CM002242.1","Genbank","gene",2812467,2817461,".","-",".","NCU10066","NCU10066"
"CM002242.1","Genbank","gene",1028026,1029573,".","+",".","NCU10053","NCU10053"
"CM002241.1","Genbank","gene",3263211,3264417,".","+",".","NCU10049","NCU10049"
"CM002241.1","Genbank","gene",1788363,1790419,".","+",".","NCU10012","NCU10012"
"CM002242.1","Genbank","gene",1287974,1289425,".","+",".","NCU10016","NCU10016"
"CM002238.1","Genbank","gene",330511,333488,".","-",".","NCU10001","NCU10001"
"CM002241.1","Genbank","gene",1777056,1782553,".","+",".","NCU10009","NCU10009"
"CM002236.1","Genbank","gene",2368589,2371762,".","+",".","NCU09980","NCU09980"
"CM002236.1","Genbank","gene",2378823,2381643,".","-",".","NCU09982","NCU09982"
"CM002236.1","Genbank","gene",2345343,2346397,".","-",".","NCU09970","NCU09970"
"CM002236.1","Genbank","gene",2350963,2351903,".","+",".","NCU09973","NCU09973"
"CM002239.1","Genbank","gene",5264163,5266374,".","-",".","NCU09931","NCU09931"
"CM002236.1","Genbank","gene",9177,13334,".","+",".","NCU09903","NCU09903"
"CM002236.1","Genbank","gene",4007554,4009650,".","-",".","NCU09900","NCU09900"
"CM002236.1","Genbank","gene",6352727,6355694,".","-",".","NCU09882","NCU09882"
"CM002236.1","Genbank","gene",6362382,6364439,".","-",".","NCU09878","NCU09878"
"CM002236.1","Genbank","gene",6364782,6367076,".","+",".","NCU09877","NCU09877"
"CM002241.1","Genbank","gene",1835351,1837329,".","+",".","NCU09870","NCU09870"
"CM002241.1","Genbank","gene",2751714,2756677,".","+",".","NCU09860","NCU09860"
"CM002241.1","Genbank","gene",2757147,2760955,".","+",".","NCU09861","NCU09861"
"CM002241.1","Genbank","gene",2763288,2763590,".","-",".","NCU09863","NCU09863"
"CM002241.1","Genbank","gene",2763705,2765732,".","-",".","NCU09864","NCU09864"
"CM002240.1","Genbank","gene",513513,517064,".","-",".","NCU09824","NCU09824"
"CM002240.1","Genbank","gene",519089,521375,".","-",".","NCU09825","NCU09825"
"CM002240.1","Genbank","gene",524019,527287,".","+",".","NCU09827","NCU09827"
"CM002236.1","Genbank","gene",4138151,4142009,".","+",".","NCU09814","NCU09814"
"CM002236.1","Genbank","gene",4150992,4152444,".","-",".","NCU09818","NCU09818"
"CM002241.1","Genbank","gene",1142553,1145119,".","+",".","NCU09792","NCU09792"
"CM002241.1","Genbank","gene",1167779,1169716,".","-",".","NCU09799","NCU09799"
"CM002241.1","Genbank","gene",1104025,1105494,".","+",".","NCU09783","NCU09783"
"CM002237.1","Genbank","gene",4263002,4264847,".","+",".","NCU09777","NCU09777"
"CM002237.1","Genbank","gene",4291182,4291996,".","+",".","NCU09768","NCU09768"
"CM002237.1","Genbank","gene",4292155,4294497,".","-",".","NCU09767","NCU09767"
"CM002237.1","Genbank","gene",4330822,4336743,".","+",".","NCU09758","NCU09758"
"CM002239.1","Genbank","gene",1953258,1956585,".","-",".","NCU09741","NCU09741"
"CM002239.1","Genbank","gene",1959762,1969100,".","+",".","NCU09740","NCU09740"
"CM002239.1","Genbank","gene",1985858,1989874,".","+",".","NCU09733","NCU09733"
"CM002239.1","Genbank","gene",2010029,2014474,".","+",".","NCU09728","NCU09728"
"CM002242.1","Genbank","gene",1356915,1358712,".","+",".","NCU09723","NCU09723"
"CM002242.1","Genbank","gene",1359470,1361717,".","+",".","NCU09722","NCU09722"
"CM002242.1","Genbank","gene",1368619,1370024,".","-",".","NCU09718","NCU09718"
"CM002242.1","Genbank","gene",1376984,1379572,".","+",".","NCU09715","NCU09715"
"CM002242.1","Genbank","gene",1393630,1396107,".","+",".","NCU09709","NCU09709"
"CM002242.1","Genbank","gene",1396121,1397913,".","+",".","NCU09708","NCU09708"
"CM002242.1","Genbank","gene",1400045,1403271,".","+",".","NCU09706","NCU09706"
"CM002240.1","Genbank","gene",860567,862129,".","-",".","NCU09679","NCU09679"
"CM002239.1","Genbank","gene",85773,87939,".","+",".","NCU09656","NCU09656"
"CM002239.1","Genbank","gene",88972,94494,".","+",".","NCU09657","NCU09657"
"CM002239.1","Genbank","gene",94753,98413,".","+",".","NCU09658","NCU09658"
"CM002239.1","Genbank","gene",33357,36590,".","-",".","NCU09642","NCU09642"
"CM002239.1","Genbank","gene",47390,50877,".","-",".","NCU09643","NCU09643"
"CM002237.1","Genbank","gene",59495,63119,".","+",".","NCU09610","NCU09610"
"CM002237.1","Genbank","gene",66707,68637,".","+",".","NCU09608","NCU09608"
"CM002237.1","Genbank","gene",84233,86147,".","+",".","NCU09600","NCU09600"
"CM002237.1","Genbank","gene",88570,91982,".","+",".","NCU09598","NCU09598"
"CM002242.1","Genbank","gene",933250,936171,".","-",".","NCU09581","NCU09581"
"CM002242.1","Genbank","gene",937792,940484,".","+",".","NCU09580","NCU09580"
"CM002242.1","Genbank","gene",949514,953044,".","+",".","NCU09576","NCU09576"
"CM002242.1","Genbank","gene",996066,998639,".","-",".","NCU09561","NCU09561"
"CM002240.1","Genbank","gene",4562796,4566951,".","-",".","NCU09552","NCU09552"
"CM002240.1","Genbank","gene",4527883,4531009,".","+",".","NCU09540","NCU09540"
"CM002240.1","Genbank","gene",4536268,4537789,".","+",".","NCU09543","NCU09543"
"CM002240.1","Genbank","gene",4542493,4545256,".","-",".","NCU09545","NCU09545"
"CM002240.1","Genbank","gene",4547021,4549681,".","+",".","NCU09546","NCU09546"
"CM002240.1","Genbank","gene",4493702,4495126,".","-",".","NCU09532","NCU09532"
"CM002240.1","Genbank","gene",4497013,4498837,".","+",".","NCU09533","NCU09533"
"CM002238.1","Genbank","gene",19915,22496,".","+",".","NCU09521","NCU09521"
"CM002238.1","Genbank","gene",23389,29028,".","+",".","NCU09520","NCU09520"
"CM002238.1","Genbank","gene",57807,60112,".","+",".","NCU09511","NCU09511"
"CM002238.1","Genbank","gene",78706,80592,".","+",".","NCU09509","NCU09509"
"CM002238.1","Genbank","gene",103971,107924,".","-",".","NCU09502","NCU09502"
"CM002238.1","Genbank","gene",109551,114307,".","-",".","NCU09500","NCU09500"
"CM002238.1","Genbank","gene",114942,118431,".","+",".","NCU09499","NCU09499"
"CM002237.1","Genbank","gene",4413689,4417398,".","+",".","NCU09481","NCU09481"
"CM002237.1","Genbank","gene",4417858,4422646,".","-",".","NCU09482","NCU09482"
"CM002237.1","Genbank","gene",4430506,4433956,".","+",".","NCU09485","NCU09485"
"CM002237.1","Genbank","gene",4407665,4409112,".","+",".","NCU09478","NCU09478"
"CM002237.1","Genbank","gene",4369446,4370975,".","+",".","NCU09465","NCU09465"
"CM002242.1","Genbank","gene",207634,209135,".","+",".","NCU09442","NCU09442"
"CM002242.1","Genbank","gene",209181,214330,".","+",".","NCU09443","NCU09443"
"CM002242.1","Genbank","gene",215241,218122,".","-",".","NCU09444","NCU09444"
"CM002242.1","Genbank","gene",193052,197941,".","+",".","NCU09438","NCU09438"
"CM002242.1","Genbank","gene",1152457,1154951,".","+",".","NCU09428","NCU09428"
"CM002242.1","Genbank","gene",1158981,1160438,".","+",".","NCU09426","NCU09426"
"CM002242.1","Genbank","gene",1206484,1209868,".","-",".","NCU09408","NCU09408"
"CM002242.1","Genbank","gene",1250271,1251358,".","-",".","NCU09395","NCU09395"
"CM002236.1","Genbank","gene",3495757,3499576,".","+",".","NCU09388","NCU09388"
"CM002236.1","Genbank","gene",3510698,3512537,".","-",".","NCU09383","NCU09383"
"CM002236.1","Genbank","gene",3513355,3514840,".","+",".","NCU09382","NCU09382"
"CM002236.1","Genbank","gene",3513381,3515832,".","-",".","NCU09381","NCU09381"
"CM002236.1","Genbank","gene",3516010,3518525,".","+",".","NCU09380","NCU09380"
"CM002237.1","Genbank","gene",4209457,4212864,".","+",".","NCU09352","NCU09352"
"CM002237.1","Genbank","gene",4170238,4171479,".","+",".","NCU09342","NCU09342"
"CM002237.1","Genbank","gene",4172885,4174364,".","-",".","NCU09343","NCU09343"
"CM002237.1","Genbank","gene",4192303,4193099,".","+",".","NCU09348","NCU09348"
"CM002237.1","Genbank","gene",4197884,4200108,".","+",".","NCU09349","NCU09349"
"CM002236.1","Genbank","gene",4202950,4206244,".","-",".","NCU09332","NCU09332"
"CM002237.1","Genbank","gene",4129416,4133255,".","+",".","NCU09335","NCU09335"
"CM002236.1","Genbank","gene",4266074,4269233,".","+",".","NCU09317","NCU09317"
"CM002236.1","Genbank","gene",4272048,4276396,".","+",".","NCU09316","NCU09316"
"CM002242.1","Genbank","gene",8952,11128,".","-",".","NCU09303","NCU09303"
"CM002242.1","Genbank","gene",34072,38571,".","+",".","NCU09297","NCU09297"
"CM002242.1","Genbank","gene",131206,135410,".","+",".","NCU09270","NCU09270"
"CM002236.1","Genbank","gene",9359863,9362512,".","-",".","NCU09265","NCU09265"
"CM002236.1","Genbank","gene",9363505,9365144,".","+",".","NCU09264","NCU09264"
"CM002236.1","Genbank","gene",9376264,9378819,".","+",".","NCU09259","NCU09259"
"CM002236.1","Genbank","gene",9399033,9403859,".","-",".","NCU09252","NCU09252"
"CM002236.1","Genbank","gene",9444660,9448137,".","+",".","NCU09240","NCU09240"
"CM002236.1","Genbank","gene",5909898,5911777,".","-",".","NCU09226","NCU09226"
"CM002236.1","Genbank","gene",5849601,5852150,".","+",".","NCU09210","NCU09210"
"CM002236.1","Genbank","gene",5876414,5877989,".","+",".","NCU09214","NCU09214"
"CM002236.1","Genbank","gene",5800901,5804549,".","+",".","NCU09200","NCU09200"
"CM002236.1","Genbank","gene",5822712,5824867,".","+",".","NCU09204","NCU09204"
"CM002236.1","Genbank","gene",5838082,5841713,".","+",".","NCU09207","NCU09207"
"CM002236.1","Genbank","gene",5841968,5844820,".","+",".","NCU09208","NCU09208"
"CM002236.1","Genbank","gene",5845361,5847904,".","-",".","NCU09209","NCU09209"
"CM002236.1","Genbank","gene",5773101,5776746,".","+",".","NCU09191","NCU09191"
"CM002236.1","Genbank","gene",5776958,5779536,".","+",".","NCU09192","NCU09192"
"CM002236.1","Genbank","gene",5794354,5796930,".","-",".","NCU09197","NCU09197"
"CM002238.1","Genbank","gene",189369,191716,".","+",".","NCU09156","NCU09156"
"CM002238.1","Genbank","gene",192755,197661,".","+",".","NCU09157","NCU09157"
"CM002238.1","Genbank","gene",202081,204463,".","-",".","NCU09159","NCU09159"
"CM002236.1","Genbank","gene",5443564,5446299,".","+",".","NCU09131","NCU09131"
"CM002236.1","Genbank","gene",5460986,5463645,".","-",".","NCU09137","NCU09137"
"CM002236.1","Genbank","gene",5464013,5465551,".","+",".","NCU09138","NCU09138"
"CM002236.1","Genbank","gene",5420985,5422262,".","-",".","NCU09124","NCU09124"
"CM002236.1","Genbank","gene",5379535,5382753,".","+",".","NCU09115","NCU09115"
"CM002236.1","Genbank","gene",5389944,5394388,".","-",".","NCU09118","NCU09118"
"CM002236.1","Genbank","gene",855455,858451,".","+",".","NCU09101","NCU09101"
"CM002236.1","Genbank","gene",858636,860920,".","+",".","NCU09102","NCU09102"
"CM002236.1","Genbank","gene",861000,863156,".","-",".","NCU09103","NCU09103"
"CM002236.1","Genbank","gene",5344615,5345754,".","+",".","NCU09107","NCU09107"
"CM002236.1","Genbank","gene",829269,831784,".","+",".","NCU09092","NCU09092"
"CM002236.1","Genbank","gene",815349,818956,".","-",".","NCU09087","NCU09087"
"CM002236.1","Genbank","gene",750264,752527,".","-",".","NCU09070","NCU09070"
"CM002236.1","Genbank","gene",774193,780044,".","-",".","NCU09079","NCU09079"
"CM002236.1","Genbank","gene",747758,750244,".","-",".","NCU09069","NCU09069"
"CM002242.1","Genbank","gene",496558,502209,".","+",".","NCU09063","NCU09063"
"CM002242.1","Genbank","gene",480229,483338,".","+",".","NCU09056","NCU09056"
"CM002242.1","Genbank","gene",426724,430258,".","-",".","NCU09042","NCU09042"
"CM002242.1","Genbank","gene",431020,432418,".","+",".","NCU09043","NCU09043"
"CM002242.1","Genbank","gene",381892,385301,".","+",".","NCU09030","NCU09030"
"CM002242.1","Genbank","gene",411339,413791,".","+",".","NCU09037","NCU09037"
"CM002238.1","Genbank","gene",4230810,4238444,".","-",".","NCU09012","NCU09012"
"CM002238.1","Genbank","gene",4239684,4241079,".","+",".","NCU09013","NCU09013"
"CM002238.1","Genbank","gene",4182367,4185651,".","-",".","NCU09001","NCU09001"
"CM002238.1","Genbank","gene",4186915,4189856,".","-",".","NCU09003","NCU09003"
"CM002238.1","Genbank","gene",4207513,4209567,".","+",".","NCU09008","NCU09008"
"CM002238.1","Genbank","gene",4136040,4137584,".","-",".","NCU08985","NCU08985"
"CM002238.1","Genbank","gene",4145709,4147448,".","-",".","NCU08989","NCU08989"
"CM002238.1","Genbank","gene",4101268,4104491,".","+",".","NCU08974","NCU08974"
"CM002238.1","Genbank","gene",4106640,4109251,".","-",".","NCU08976","NCU08976"
"CM002238.1","Genbank","gene",4112081,4115246,".","+",".","NCU08977","NCU08977"
"CM002238.1","Genbank","gene",4115196,4118356,".","-",".","NCU08978","NCU08978"
"CM002240.1","Genbank","gene",5866022,5867792,".","+",".","NCU08968","NCU08968"
"CM002240.1","Genbank","gene",5798857,5800694,".","-",".","NCU08951","NCU08951"
"CM002240.1","Genbank","gene",5804957,5806936,".","-",".","NCU08954","NCU08954"
"CM002240.1","Genbank","gene",5744067,5746869,".","+",".","NCU08931","NCU08931"
"CM002240.1","Genbank","gene",5749258,5753326,".","-",".","NCU08934","NCU08934"
"CM002240.1","Genbank","gene",5767719,5770861,".","+",".","NCU08939","NCU08939"
"CM002240.1","Genbank","gene",622553,625503,".","-",".","NCU08920","NCU08920"
"CM002240.1","Genbank","gene",5737907,5740985,".","+",".","NCU08928","NCU08928"
"CM002240.1","Genbank","gene",5741292,5742380,".","+",".","NCU08929","NCU08929"
"CM002240.1","Genbank","gene",695988,697326,".","-",".","NCU08903","NCU08903"
"CM002240.1","Genbank","gene",723311,725843,".","-",".","NCU08897","NCU08897"
"CM002240.1","Genbank","gene",742525,746279,".","+",".","NCU08891","NCU08891"
"CM002240.1","Genbank","gene",27982,31993,".","+",".","NCU08879","NCU08879"
"CM002240.1","Genbank","gene",34884,38162,".","-",".","NCU08878","NCU08878"
"CM002240.1","Genbank","gene",65303,69088,".","-",".","NCU08869","NCU08869"
"CM002240.1","Genbank","gene",69899,73608,".","+",".","NCU08868","NCU08868"
"CM002240.1","Genbank","gene",92097,94077,".","-",".","NCU08862","NCU08862"
"CM002240.1","Genbank","gene",106851,111385,".","+",".","NCU08857","NCU08857"
"CM002239.1","Genbank","gene",5045579,5049674,".","-",".","NCU08844","NCU08844"
"CM002238.1","Genbank","gene",5123962,5127013,".","+",".","NCU08787","NCU08787"
"CM002237.1","Genbank","gene",3883967,3886016,".","-",".","NCU08750","NCU08750"
"CM002237.1","Genbank","gene",3875261,3877329,".","-",".","NCU08747","NCU08747"
"CM002237.1","Genbank","gene",3822813,3824290,".","-",".","NCU08732","NCU08732"
"CM002237.1","Genbank","gene",3837747,3840081,".","+",".","NCU08737","NCU08737"
"CM002237.1","Genbank","gene",3773044,3776758,".","+",".","NCU08715","NCU08715"
"CM002237.1","Genbank","gene",3788709,3790742,".","+",".","NCU08719","NCU08719"
"CM002237.1","Genbank","gene",3727391,3732074,".","+",".","NCU08700","NCU08700"
"CM002237.1","Genbank","gene",3739991,3740964,".","-",".","NCU08703","NCU08703"
"CM002237.1","Genbank","gene",3744413,3748512,".","+",".","NCU08705","NCU08705"
"CM002237.1","Genbank","gene",3748761,3750846,".","-",".","NCU08706","NCU08706"
"CM002239.1","Genbank","gene",4097773,4099911,".","+",".","NCU08687","NCU08687"
"CM002239.1","Genbank","gene",4146320,4151302,".","-",".","NCU08674","NCU08674"
"CM002239.1","Genbank","gene",4158607,4160984,".","-",".","NCU08669","NCU08669"
"CM002239.1","Genbank","gene",4161313,4162768,".","+",".","NCU08668","NCU08668"
"CM002239.1","Genbank","gene",4190161,4191643,".","-",".","NCU08660","NCU08660"
"CM002236.1","Genbank","gene",9548510,9553614,".","+",".","NCU08600","NCU08600"
"CM002236.1","Genbank","gene",9576213,9580353,".","-",".","NCU08606","NCU08606"
"CM002236.1","Genbank","gene",9526845,9532900,".","+",".","NCU08597","NCU08597"
"CM002238.1","Genbank","gene",4912946,4916124,".","-",".","NCU08560","NCU08560"
"CM002238.1","Genbank","gene",4933196,4935949,".","-",".","NCU08556","NCU08556"
"CM002238.1","Genbank","gene",4954282,4957911,".","+",".","NCU08551","NCU08551"
"CM002237.1","Genbank","gene",3388596,3390491,".","-",".","NCU08518","NCU08518"
"CM002237.1","Genbank","gene",3395189,3396961,".","-",".","NCU08516","NCU08516"
