"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002236.1","Genbank","gene",5607037,5608244,".","-",".","NCU16402","NCU16402"
"CM002236.1","Genbank","gene",5728526,5730503,".","-",".","NCU16405","NCU16405"
"CM002236.1","Genbank","gene",5366387,5369375,".","-",".","NCU16396","NCU16396"
"CM002236.1","Genbank","gene",5427659,5428136,".","+",".","NCU16398","NCU16398"
"CM002236.1","Genbank","gene",2189357,2190409,".","-",".","NCU16350","NCU16350"
"CM002236.1","Genbank","gene",1771034,1773687,".","+",".","NCU16341","NCU16341"
"CM002236.1","Genbank","gene",1978041,1978736,".","+",".","NCU16344","NCU16344"
"CM002236.1","Genbank","gene",2100119,2100880,".","+",".","NCU16348","NCU16348"
"CM002236.1","Genbank","gene",1362277,1362797,".","+",".","NCU16334","NCU16334"
"CM002236.1","Genbank","gene",980957,982105,".","-",".","NCU16323","NCU16323"
"CM002236.1","Genbank","gene",1031190,1031840,".","+",".","NCU16327","NCU16327"
"KC683708.1","Genbank","gene",6083,6892,".","+",".","NCU16003","NCU16003"
"CM002238.1","Genbank","gene",4316482,4319891,".","-",".","NCU15832","NCU15832"
"CM002241.1","Genbank","gene",4138769,4139696,".","-",".","NCU12154","NCU12154"
"CM002241.1","Genbank","gene",3160756,3162230,".","-",".","NCU12126","NCU12126"
"CM002241.1","Genbank","gene",1647245,1648153,".","-",".","NCU12100","NCU12100"
"CM002241.1","Genbank","gene",408408,409970,".","+",".","NCU12075","NCU12075"
"CM002241.1","Genbank","gene",432497,433014,".","+",".","NCU12076","NCU12076"
"CM002241.1","Genbank","gene",151704,153543,".","+",".","NCU12068","NCU12068"
"CM002241.1","Genbank","gene",155205,156962,".","+",".","NCU12069","NCU12069"
"CM002242.1","Genbank","gene",300538,300999,".","+",".","NCU12052","NCU12052"
"CM002242.1","Genbank","gene",306376,307498,".","-",".","NCU12051","NCU12051"
"CM002242.1","Genbank","gene",307544,308581,".","-",".","NCU12050","NCU12050"
"CM002242.1","Genbank","gene",706753,707589,".","+",".","NCU12045","NCU12045"
"CM002242.1","Genbank","gene",1224414,1225733,".","+",".","NCU12028","NCU12028"
"CM002242.1","Genbank","gene",1415448,1417035,".","-",".","NCU12025","NCU12025"
"CM002242.1","Genbank","gene",73707,75531,".","+",".","NCU11411","NCU11411"
"CM002238.1","Genbank","gene",85931,89527,".","-",".","NCU11405","NCU11405"
"CM002242.1","Genbank","gene",3659955,3662006,".","+",".","NCU11383","NCU11383"
"CM002239.1","Genbank","gene",191867,194669,".","+",".","NCU11365","NCU11365"
"CM002239.1","Genbank","gene",193862,195389,".","-",".","NCU11364","NCU11364"
"CM002239.1","Genbank","gene",195504,197458,".","+",".","NCU11363","NCU11363"
"CM002238.1","Genbank","gene",540378,541754,".","+",".","NCU11356","NCU11356"
"CM002237.1","Genbank","gene",1872466,1873199,".","-",".","NCU11340","NCU11340"
"CM002238.1","Genbank","gene",1470129,1472531,".","+",".","NCU11320","NCU11320"
"CM002238.1","Genbank","gene",1958844,1959898,".","-",".","NCU11313","NCU11313"
"CM002238.1","Genbank","gene",5268653,5269619,".","-",".","NCU11291","NCU11291"
"CM002238.1","Genbank","gene",4631535,4633728,".","+",".","NCU11286","NCU11286"
"CM002238.1","Genbank","gene",5141444,5142693,".","-",".","NCU11289","NCU11289"
"CM002236.1","Genbank","gene",15930,16647,".","+",".","NCU11134","NCU11134"
"CM002236.1","Genbank","gene",7318856,7321215,".","-",".","NCU11095","NCU11095"
"CM002237.1","Genbank","gene",588432,589402,".","-",".","NCU11054","NCU11054"
"CM002241.1","Genbank","gene",3400817,3401391,".","-",".","NCU11059","NCU11059"
"CM002240.1","Genbank","gene",699366,700976,".","-",".","NCU11046","NCU11046"
"CM002240.1","Genbank","gene",399500,400274,".","+",".","NCU11038","NCU11038"
"CM002242.1","Genbank","gene",2069932,2070622,".","+",".","NCU11006","NCU11006"
"CM002241.1","Genbank","gene",3593385,3597540,".","-",".","NCU10883","NCU10883"
"CM002242.1","Genbank","gene",1449282,1451069,".","-",".","NCU10865","NCU10865"
"CM002236.1","Genbank","gene",5374803,5378088,".","+",".","NCU10852","NCU10852"
"CM002237.1","Genbank","gene",4312939,4316864,".","-",".","NCU10809","NCU10809"
"CM002240.1","Genbank","gene",1263117,1263867,".","+",".","NCU10799","NCU10799"
"CM002237.1","Genbank","gene",653960,655825,".","-",".","NCU10684","NCU10684"
"CM002240.1","Genbank","gene",832626,833762,".","+",".","NCU10659","NCU10659"
"CM002239.1","Genbank","gene",588839,589543,".","-",".","NCU10644","NCU10644"
"CM002238.1","Genbank","gene",412993,413936,".","+",".","NCU10605","NCU10605"
"CM002241.1","Genbank","gene",4119187,4122396,".","-",".","NCU10597","NCU10597"
"CM002239.1","Genbank","gene",31868,33628,".","+",".","NCU10572","NCU10572"
"CM002238.1","Genbank","gene",5235112,5236734,".","-",".","NCU10567","NCU10567"
"CM002242.1","Genbank","gene",312100,313727,".","-",".","NCU10539","NCU10539"
"CM002239.1","Genbank","gene",1550353,1552733,".","-",".","NCU10512","NCU10512"
"CM002236.1","Genbank","gene",5250694,5251817,".","-",".","NCU10507","NCU10507"
"CM002239.1","Genbank","gene",591011,591907,".","+",".","NCU10502","NCU10502"
"CM002236.1","Genbank","gene",4714982,4717846,".","+",".","NCU10470","NCU10470"
"CM002239.1","Genbank","gene",4084738,4085904,".","-",".","NCU10457","NCU10457"
"CM002240.1","Genbank","gene",215142,215978,".","+",".","NCU10444","NCU10444"
"CM002240.1","Genbank","gene",2798483,2799704,".","+",".","NCU10448","NCU10448"
"CM002240.1","Genbank","gene",2800173,2800478,".","+",".","NCU10449","NCU10449"
"CM002237.1","Genbank","gene",2899017,2900334,".","-",".","NCU10404","NCU10404"
"CM002237.1","Genbank","gene",4030504,4033143,".","+",".","NCU10392","NCU10392"
"CM002238.1","Genbank","gene",589843,592636,".","-",".","NCU10387","NCU10387"
"CM002237.1","Genbank","gene",1708515,1708959,".","-",".","NCU10369","NCU10369"
"CM002240.1","Genbank","gene",3109666,3112538,".","+",".","NCU10359","NCU10359"
"CM002241.1","Genbank","gene",342337,344310,".","-",".","NCU10344","NCU10344"
"CM002242.1","Genbank","gene",2850855,2853564,".","+",".","NCU10304","NCU10304"
"CM002238.1","Genbank","gene",5036277,5038689,".","+",".","NCU10276","NCU10276"
"CM002241.1","Genbank","gene",1469358,1470935,".","-",".","NCU10186","NCU10186"
"CM002237.1","Genbank","gene",426968,427774,".","+",".","NCU10152","NCU10152"
"CM002240.1","Genbank","gene",4755823,4757713,".","+",".","NCU10144","NCU10144"
"CM002240.1","Genbank","gene",1454126,1456888,".","-",".","NCU10091","NCU10091"
"CM002242.1","Genbank","gene",1283212,1285241,".","+",".","NCU10014","NCU10014"
"CM002242.1","Genbank","gene",302751,305227,".","+",".","NCU09992","NCU09992"
"CM002242.1","Genbank","gene",309573,312054,".","+",".","NCU09990","NCU09990"
"CM002242.1","Genbank","gene",323429,325875,".","+",".","NCU09986","NCU09986"
"CM002236.1","Genbank","gene",2361425,2362324,".","+",".","NCU09976","NCU09976"
"CM002240.1","Genbank","gene",6035121,6038202,".","+",".","NCU09954","NCU09954"
"CM002240.1","Genbank","gene",6027730,6028640,".","-",".","NCU09949","NCU09949"
"CM002239.1","Genbank","gene",5250089,5250952,".","-",".","NCU09939","NCU09939"
"CM002239.1","Genbank","gene",5261954,5263452,".","-",".","NCU09933","NCU09933"
"CM002239.1","Genbank","gene",5277522,5278842,".","-",".","NCU09924","NCU09924"
"CM002236.1","Genbank","gene",53114,54518,".","+",".","NCU09911","NCU09911"
"CM002236.1","Genbank","gene",17441,19615,".","+",".","NCU09904","NCU09904"
"CM002236.1","Genbank","gene",34981,39245,".","+",".","NCU09906","NCU09906"
"CM002236.1","Genbank","gene",40950,42632,".","-",".","NCU09907","NCU09907"
"CM002236.1","Genbank","gene",43709,44551,".","-",".","NCU09908","NCU09908"
"CM002236.1","Genbank","gene",45332,48154,".","-",".","NCU09909","NCU09909"
"CM002236.1","Genbank","gene",6369135,6371279,".","+",".","NCU09876","NCU09876"
"CM002236.1","Genbank","gene",6377952,6381151,".","-",".","NCU09874","NCU09874"
"CM002241.1","Genbank","gene",1828396,1828779,".","-",".","NCU09872","NCU09872"
"CM002240.1","Genbank","gene",5958543,5960559,".","-",".","NCU09852","NCU09852"
"CM002240.1","Genbank","gene",5964225,5966551,".","-",".","NCU09854","NCU09854"
"CM002240.1","Genbank","gene",552089,554908,".","+",".","NCU09832","NCU09832"
"CM002240.1","Genbank","gene",560619,561578,".","-",".","NCU09834","NCU09834"
"CM002240.1","Genbank","gene",564305,564806,".","-",".","NCU09835","NCU09835"
"CM002240.1","Genbank","gene",571752,573454,".","+",".","NCU09837","NCU09837"
"CM002236.1","Genbank","gene",4123070,4126293,".","+",".","NCU09810","NCU09810"
"CM002241.1","Genbank","gene",1142553,1145119,".","+",".","NCU09792","NCU09792"
"CM002241.1","Genbank","gene",1096702,1098027,".","+",".","NCU09781","NCU09781"
"CM002237.1","Genbank","gene",4271243,4272151,".","+",".","NCU09774","NCU09774"
"CM002237.1","Genbank","gene",4272699,4275266,".","+",".","NCU09773","NCU09773"
"CM002237.1","Genbank","gene",4291182,4291996,".","+",".","NCU09768","NCU09768"
"CM002237.1","Genbank","gene",4310718,4311708,".","+",".","NCU09761","NCU09761"
"CM002237.1","Genbank","gene",4317187,4321936,".","+",".","NCU09760","NCU09760"
"CM002239.1","Genbank","gene",1946686,1950225,".","-",".","NCU09742","NCU09742"
"CM002242.1","Genbank","gene",1346414,1348059,".","+",".","NCU09726","NCU09726"
"CM002242.1","Genbank","gene",1353460,1355271,".","+",".","NCU09724","NCU09724"
"CM002242.1","Genbank","gene",1370478,1371973,".","+",".","NCU09717","NCU09717"
"CM002240.1","Genbank","gene",797772,799872,".","-",".","NCU09698","NCU09698"
"CM002240.1","Genbank","gene",812314,813917,".","+",".","NCU09694","NCU09694"
"CM002240.1","Genbank","gene",815771,817560,".","+",".","NCU09693","NCU09693"
"CM002240.1","Genbank","gene",848382,849729,".","-",".","NCU09683","NCU09683"
"CM002240.1","Genbank","gene",881175,881915,".","+",".","NCU09671","NCU09671"
"CM002239.1","Genbank","gene",101673,102330,".","+",".","NCU09660","NCU09660"
"CM002239.1","Genbank","gene",108982,109942,".","-",".","NCU09664","NCU09664"
"CM002239.1","Genbank","gene",111999,112997,".","-",".","NCU09665","NCU09665"
"CM002239.1","Genbank","gene",98826,101049,".","+",".","NCU09659","NCU09659"
"CM002239.1","Genbank","gene",55579,56712,".","+",".","NCU09645","NCU09645"
"CM002239.1","Genbank","gene",61716,64332,".","+",".","NCU09648","NCU09648"
"CM002237.1","Genbank","gene",8927,11029,".","-",".","NCU09634","NCU09634"
"CM002237.1","Genbank","gene",11642,12594,".","+",".","NCU09633","NCU09633"
"CM002237.1","Genbank","gene",34371,35627,".","-",".","NCU09623","NCU09623"
"CM002237.1","Genbank","gene",40799,41401,".","-",".","NCU09619","NCU09619"
"CM002237.1","Genbank","gene",41526,42883,".","-",".","NCU09617","NCU09617"
"CM002237.1","Genbank","gene",51943,53778,".","+",".","NCU09613","NCU09613"
"CM002237.1","Genbank","gene",57518,58796,".","+",".","NCU09611","NCU09611"
"CM002237.1","Genbank","gene",70445,71887,".","+",".","NCU09605","NCU09605"
"CM002237.1","Genbank","gene",73202,74342,".","-",".","NCU09604","NCU09604"
"CM002237.1","Genbank","gene",76425,78257,".","+",".","NCU09603","NCU09603"
"CM002237.1","Genbank","gene",94846,96218,".","+",".","NCU09596","NCU09596"
"CM002237.1","Genbank","gene",107020,108114,".","+",".","NCU09593","NCU09593"
"CM002242.1","Genbank","gene",911011,911974,".","+",".","NCU09590","NCU09590"
"CM002242.1","Genbank","gene",912593,913306,".","+",".","NCU09589","NCU09589"
"CM002242.1","Genbank","gene",917315,918638,".","+",".","NCU09586","NCU09586"
"CM002242.1","Genbank","gene",943779,944454,".","-",".","NCU09578","NCU09578"
"CM002242.1","Genbank","gene",970324,972146,".","-",".","NCU09569","NCU09569"
"CM002240.1","Genbank","gene",4532072,4535646,".","+",".","NCU09541","NCU09541"
"CM002240.1","Genbank","gene",4493702,4495126,".","-",".","NCU09532","NCU09532"
"CM002240.1","Genbank","gene",4503045,4506643,".","-",".","NCU09536","NCU09536"
"CM002238.1","Genbank","gene",53169,56089,".","+",".","NCU09513","NCU09513"
"CM002238.1","Genbank","gene",57807,60112,".","+",".","NCU09511","NCU09511"
"CM002238.1","Genbank","gene",91057,92443,".","+",".","NCU09506","NCU09506"
"CM002238.1","Genbank","gene",94069,96232,".","+",".","NCU09505","NCU09505"
"CM002238.1","Genbank","gene",96578,99187,".","+",".","NCU09504","NCU09504"
"CM002237.1","Genbank","gene",4451075,4452364,".","-",".","NCU09491","NCU09491"
"CM002238.1","Genbank","gene",119585,121352,".","+",".","NCU09498","NCU09498"
"CM002238.1","Genbank","gene",124320,126665,".","+",".","NCU09497","NCU09497"
"CM002237.1","Genbank","gene",4426885,4428862,".","-",".","NCU09484","NCU09484"
"CM002237.1","Genbank","gene",4389610,4392089,".","-",".","NCU09471","NCU09471"
"CM002237.1","Genbank","gene",4396477,4397796,".","-",".","NCU09473","NCU09473"
"CM002242.1","Genbank","gene",264560,267312,".","-",".","NCU09458","NCU09458"
"CM002242.1","Genbank","gene",219417,220601,".","-",".","NCU09445","NCU09445"
"CM002242.1","Genbank","gene",226094,226416,".","+",".","NCU09448","NCU09448"
"CM002242.1","Genbank","gene",153543,155404,".","+",".","NCU09430","NCU09430"
"CM002242.1","Genbank","gene",157176,158203,".","-",".","NCU09431","NCU09431"
"CM002242.1","Genbank","gene",1171648,1172777,".","-",".","NCU09423","NCU09423"
"CM002242.1","Genbank","gene",1173596,1175261,".","-",".","NCU09422","NCU09422"
"CM002242.1","Genbank","gene",1183040,1184371,".","+",".","NCU09418","NCU09418"
"CM002242.1","Genbank","gene",1190762,1192784,".","-",".","NCU09415","NCU09415"
"CM002242.1","Genbank","gene",1197628,1201343,".","+",".","NCU09412","NCU09412"
"CM002242.1","Genbank","gene",1226350,1227037,".","-",".","NCU09404","NCU09404"
"CM002242.1","Genbank","gene",1228534,1229859,".","+",".","NCU09403","NCU09403"
"CM002242.1","Genbank","gene",1230157,1231998,".","+",".","NCU09402","NCU09402"
"CM002242.1","Genbank","gene",1261491,1263991,".","-",".","NCU09391","NCU09391"
"CM002236.1","Genbank","gene",3519553,3520820,".","+",".","NCU09379","NCU09379"
"CM002236.1","Genbank","gene",3540764,3541793,".","-",".","NCU09372","NCU09372"
"CM002237.1","Genbank","gene",4219386,4223547,".","-",".","NCU09355","NCU09355"
"CM002237.1","Genbank","gene",4129416,4133255,".","+",".","NCU09335","NCU09335"
"CM002242.1","Genbank","gene",950,2274,".","-",".","NCU09306","NCU09306"
"CM002242.1","Genbank","gene",97674,99690,".","-",".","NCU09280","NCU09280"
"CM002242.1","Genbank","gene",103088,105216,".","+",".","NCU09279","NCU09279"
"CM002242.1","Genbank","gene",110585,111417,".","-",".","NCU09275","NCU09275"
"CM002242.1","Genbank","gene",114609,116893,".","-",".","NCU09274","NCU09274"
"CM002242.1","Genbank","gene",118457,120636,".","-",".","NCU09273","NCU09273"
"CM002242.1","Genbank","gene",121451,125416,".","+",".","NCU09272","NCU09272"
"CM002242.1","Genbank","gene",126153,129394,".","-",".","NCU09271","NCU09271"
"CM002236.1","Genbank","gene",9351481,9354965,".","+",".","NCU09267","NCU09267"
"CM002236.1","Genbank","gene",9392348,9397527,".","-",".","NCU09253","NCU09253"
"CM002236.1","Genbank","gene",9444660,9448137,".","+",".","NCU09240","NCU09240"
"CM002236.1","Genbank","gene",9461311,9462682,".","-",".","NCU09236","NCU09236"
"CM002236.1","Genbank","gene",9473593,9474921,".","-",".","NCU09231","NCU09231"
"CM002236.1","Genbank","gene",5908531,5909613,".","+",".","NCU09225","NCU09225"
"CM002236.1","Genbank","gene",5791524,5794208,".","+",".","NCU09196","NCU09196"
"CM002238.1","Genbank","gene",277684,279201,".","-",".","NCU09183","NCU09183"
"CM002238.1","Genbank","gene",287851,290825,".","-",".","NCU09187","NCU09187"
"CM002238.1","Genbank","gene",292003,295031,".","+",".","NCU09188","NCU09188"
"CM002238.1","Genbank","gene",241501,243748,".","-",".","NCU09171","NCU09171"
"CM002238.1","Genbank","gene",245253,247405,".","-",".","NCU09172","NCU09172"
"CM002238.1","Genbank","gene",250619,252198,".","-",".","NCU09173","NCU09173"
"CM002238.1","Genbank","gene",272107,273360,".","+",".","NCU09179","NCU09179"
"CM002238.1","Genbank","gene",219919,221618,".","-",".","NCU09163","NCU09163"
"CM002238.1","Genbank","gene",225709,227571,".","+",".","NCU09165","NCU09165"
"CM002238.1","Genbank","gene",157122,158491,".","-",".","NCU09147","NCU09147"
"CM002238.1","Genbank","gene",159465,161404,".","-",".","NCU09148","NCU09148"
"CM002236.1","Genbank","gene",5379535,5382753,".","+",".","NCU09115","NCU09115"
"CM002236.1","Genbank","gene",5382640,5387000,".","-",".","NCU09116","NCU09116"
"CM002236.1","Genbank","gene",831803,834075,".","-",".","NCU09093","NCU09093"
"CM002236.1","Genbank","gene",836279,837803,".","-",".","NCU09094","NCU09094"
"CM002236.1","Genbank","gene",851718,853021,".","+",".","NCU09099","NCU09099"
"CM002236.1","Genbank","gene",793682,794386,".","+",".","NCU09081","NCU09081"
"CM002236.1","Genbank","gene",766238,767152,".","-",".","NCU09075","NCU09075"
"CM002242.1","Genbank","gene",466960,468131,".","-",".","NCU09052","NCU09052"
"CM002242.1","Genbank","gene",470100,471361,".","+",".","NCU09053","NCU09053"
"CM002242.1","Genbank","gene",488049,488843,".","-",".","NCU09059","NCU09059"
"CM002242.1","Genbank","gene",431020,432418,".","+",".","NCU09043","NCU09043"
"CM002242.1","Genbank","gene",436806,437986,".","-",".","NCU09046","NCU09046"
"CM002242.1","Genbank","gene",452381,454244,".","-",".","NCU09049","NCU09049"
"CM002242.1","Genbank","gene",370146,372111,".","-",".","NCU09026","NCU09026"
"CM002242.1","Genbank","gene",373867,375660,".","-",".","NCU09027","NCU09027"
"CM002238.1","Genbank","gene",4137820,4139395,".","-",".","NCU08986","NCU08986"
"CM002240.1","Genbank","gene",5868146,5869980,".","-",".","NCU08969","NCU08969"
"CM002240.1","Genbank","gene",640869,641662,".","-",".","NCU08917","NCU08917"
"CM002240.1","Genbank","gene",642904,643795,".","+",".","NCU08916","NCU08916"
"CM002240.1","Genbank","gene",644543,644869,".","+",".","NCU08915","NCU08915"
"CM002240.1","Genbank","gene",764043,768326,".","+",".","NCU08887","NCU08887"
"CM002240.1","Genbank","gene",773459,774595,".","-",".","NCU08885","NCU08885"
"CM002240.1","Genbank","gene",777442,778323,".","+",".","NCU08884","NCU08884"
"CM002240.1","Genbank","gene",39112,40780,".","+",".","NCU08877","NCU08877"
"CM002240.1","Genbank","gene",82746,84229,".","-",".","NCU08865","NCU08865"
"CM002240.1","Genbank","gene",90241,91600,".","+",".","NCU08863","NCU08863"
"CM002240.1","Genbank","gene",112883,115108,".","+",".","NCU08856","NCU08856"
"CM002240.1","Genbank","gene",127191,130282,".","+",".","NCU08853","NCU08853"
"CM002240.1","Genbank","gene",172745,176668,".","+",".","NCU08847","NCU08847"
"CM002239.1","Genbank","gene",5068537,5071343,".","+",".","NCU08839","NCU08839"
"CM002239.1","Genbank","gene",5071805,5073692,".","+",".","NCU08838","NCU08838"
"CM002239.1","Genbank","gene",5074499,5076403,".","+",".","NCU08837","NCU08837"
"CM002239.1","Genbank","gene",5080650,5082706,".","+",".","NCU08835","NCU08835"
"CM002239.1","Genbank","gene",5083594,5084985,".","+",".","NCU08834","NCU08834"
"CM002239.1","Genbank","gene",5089750,5092199,".","+",".","NCU08832","NCU08832"
"CM002239.1","Genbank","gene",5094397,5096329,".","-",".","NCU08830","NCU08830"
"CM002239.1","Genbank","gene",5142229,5142904,".","-",".","NCU08818","NCU08818"
"CM002239.1","Genbank","gene",5148855,5150823,".","+",".","NCU08814","NCU08814"
"CM002239.1","Genbank","gene",5155353,5157522,".","+",".","NCU08812","NCU08812"
"CM002239.1","Genbank","gene",5201582,5202759,".","-",".","NCU08802","NCU08802"
"CM002239.1","Genbank","gene",5203608,5204387,".","-",".","NCU08801","NCU08801"
"CM002239.1","Genbank","gene",5205406,5206008,".","-",".","NCU08800","NCU08800"
"CM002238.1","Genbank","gene",5092380,5094174,".","-",".","NCU08796","NCU08796"
"CM002238.1","Genbank","gene",5119161,5119898,".","+",".","NCU08789","NCU08789"
"CM002238.1","Genbank","gene",5127344,5128699,".","+",".","NCU08786","NCU08786"
"CM002238.1","Genbank","gene",5145733,5146613,".","+",".","NCU08780","NCU08780"
"CM002238.1","Genbank","gene",5177585,5178179,".","-",".","NCU08777","NCU08777"
"CM002238.1","Genbank","gene",5192331,5193337,".","-",".","NCU08774","NCU08774"
"CM002237.1","Genbank","gene",3883967,3886016,".","-",".","NCU08750","NCU08750"
"CM002238.1","Genbank","gene",5250258,5251830,".","-",".","NCU08757","NCU08757"
"CM002238.1","Genbank","gene",5252358,5254295,".","-",".","NCU08756","NCU08756"
"CM002238.1","Genbank","gene",5261768,5264452,".","+",".","NCU08753","NCU08753"
"CM002237.1","Genbank","gene",3875261,3877329,".","-",".","NCU08747","NCU08747"
"CM002237.1","Genbank","gene",3827142,3829394,".","-",".","NCU08734","NCU08734"
"CM002237.1","Genbank","gene",3842219,3845206,".","-",".","NCU08738","NCU08738"
"CM002237.1","Genbank","gene",3792534,3794040,".","-",".","NCU08720","NCU08720"
