"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002240.1","Genbank","gene",742525,746279,".","+",".","NCU08891","NCU08891"
"CM002239.1","Genbank","gene",5129322,5134569,".","-",".","NCU08821","NCU08821"
"CM002239.1","Genbank","gene",5137087,5142169,".","+",".","NCU08820","NCU08820"
"CM002237.1","Genbank","gene",3883967,3886016,".","-",".","NCU08750","NCU08750"
"CM002237.1","Genbank","gene",3866395,3868339,".","+",".","NCU08744","NCU08744"
"CM002237.1","Genbank","gene",3875261,3877329,".","-",".","NCU08747","NCU08747"
"CM002237.1","Genbank","gene",3792534,3794040,".","-",".","NCU08720","NCU08720"
"CM002237.1","Genbank","gene",3773044,3776758,".","+",".","NCU08715","NCU08715"
"CM002237.1","Genbank","gene",3727391,3732074,".","+",".","NCU08700","NCU08700"
"CM002237.1","Genbank","gene",3739991,3740964,".","-",".","NCU08703","NCU08703"
"CM002239.1","Genbank","gene",4131246,4131791,".","-",".","NCU08680","NCU08680"
"CM002236.1","Genbank","gene",9694632,9697675,".","+",".","NCU08641","NCU08641"
"CM002236.1","Genbank","gene",9666967,9667581,".","+",".","NCU08635","NCU08635"
"CM002236.1","Genbank","gene",9628172,9629777,".","+",".","NCU08621","NCU08621"
"CM002238.1","Genbank","gene",4932034,4932902,".","-",".","NCU08557","NCU08557"
"CM002238.1","Genbank","gene",4933196,4935949,".","-",".","NCU08556","NCU08556"
"CM002238.1","Genbank","gene",4987876,4988967,".","+",".","NCU08541","NCU08541"
"CM002237.1","Genbank","gene",4085564,4090013,".","-",".","NCU08443","NCU08443"
"CM002236.1","Genbank","gene",5660914,5662467,".","-",".","NCU08350","NCU08350"
"CM002238.1","Genbank","gene",4711338,4716085,".","-",".","NCU08230","NCU08230"
"CM002238.1","Genbank","gene",4717092,4719148,".","-",".","NCU08231","NCU08231"
"CM002238.1","Genbank","gene",4721990,4723984,".","+",".","NCU08232","NCU08232"
"CM002238.1","Genbank","gene",4683042,4684305,".","-",".","NCU08223","NCU08223"
"CM002238.1","Genbank","gene",4599890,4601724,".","-",".","NCU08190","NCU08190"
"CM002242.1","Genbank","gene",3673505,3674131,".","+",".","NCU08187","NCU08187"
"CM002242.1","Genbank","gene",3618900,3620594,".","+",".","NCU08170","NCU08170"
"CM002236.1","Genbank","gene",237549,238578,".","+",".","NCU08093","NCU08093"
"CM002236.1","Genbank","gene",240744,241840,".","-",".","NCU08095","NCU08095"
"CM002236.1","Genbank","gene",109911,112060,".","+",".","NCU08052","NCU08052"
"CM002236.1","Genbank","gene",117750,119387,".","+",".","NCU08055","NCU08055"
"CM002239.1","Genbank","gene",3893395,3896072,".","+",".","NCU08006","NCU08006"
"CM002239.1","Genbank","gene",3780131,3780975,".","-",".","NCU07976","NCU07976"
"CM002239.1","Genbank","gene",3781915,3782936,".","+",".","NCU07977","NCU07977"
"CM002239.1","Genbank","gene",1312455,1315386,".","+",".","NCU07932","NCU07932"
"CM002239.1","Genbank","gene",1375189,1375575,".","-",".","NCU07912","NCU07912"
"CM002239.1","Genbank","gene",1388691,1390248,".","-",".","NCU07908","NCU07908"
"CM002239.1","Genbank","gene",1439778,1440317,".","+",".","NCU07892","NCU07892"
"CM002238.1","Genbank","gene",1233841,1235810,".","+",".","NCU07885","NCU07885"
"CM002238.1","Genbank","gene",1059964,1062628,".","-",".","NCU07840","NCU07840"
"CM002240.1","Genbank","gene",355563,356534,".","-",".","NCU07772","NCU07772"
"CM002240.1","Genbank","gene",366038,368701,".","-",".","NCU07769","NCU07769"
"CM002240.1","Genbank","gene",369556,371037,".","+",".","NCU07768","NCU07768"
"CM002239.1","Genbank","gene",2332427,2333746,".","-",".","NCU07661","NCU07661"
"CM002239.1","Genbank","gene",164293,167050,".","+",".","NCU07590","NCU07590"
"CM002239.1","Genbank","gene",190045,191560,".","-",".","NCU07597","NCU07597"
"CM002239.1","Genbank","gene",155386,156291,".","-",".","NCU07586","NCU07586"
"CM002238.1","Genbank","gene",4322897,4324551,".","+",".","NCU07569","NCU07569"
"CM002238.1","Genbank","gene",4436088,4437815,".","-",".","NCU07541","NCU07541"
"CM002238.1","Genbank","gene",4442636,4443891,".","-",".","NCU07540","NCU07540"
"CM002238.1","Genbank","gene",4508505,4513146,".","-",".","NCU07523","NCU07523"
"CM002238.1","Genbank","gene",4573918,4575576,".","-",".","NCU07511","NCU07511"
"CM002236.1","Genbank","gene",429105,431229,".","-",".","NCU07491","NCU07491"
"CM002236.1","Genbank","gene",467141,469295,".","-",".","NCU07482","NCU07482"
"CM002236.1","Genbank","gene",512384,513927,".","-",".","NCU07474","NCU07474"
"CM002236.1","Genbank","gene",514506,519273,".","-",".","NCU07473","NCU07473"
"CM002236.1","Genbank","gene",530629,533414,".","+",".","NCU07468","NCU07468"
"CM002236.1","Genbank","gene",535655,538185,".","+",".","NCU07467","NCU07467"
"CM002236.1","Genbank","gene",543682,546443,".","+",".","NCU07463","NCU07463"
"CM002236.1","Genbank","gene",570732,573135,".","-",".","NCU07454","NCU07454"
"CM002236.1","Genbank","gene",6082244,6085636,".","-",".","NCU07395","NCU07395"
"CM002236.1","Genbank","gene",6123268,6126724,".","-",".","NCU07387","NCU07387"
"CM002236.1","Genbank","gene",6269599,6270811,".","-",".","NCU07353","NCU07353"
"CM002236.1","Genbank","gene",6280595,6282522,".","-",".","NCU07349","NCU07349"
"CM002236.1","Genbank","gene",6295972,6297125,".","+",".","NCU07345","NCU07345"
"CM002239.1","Genbank","gene",4319803,4322059,".","+",".","NCU07338","NCU07338"
"CM002239.1","Genbank","gene",4343749,4345780,".","+",".","NCU07332","NCU07332"
"CM002239.1","Genbank","gene",4418395,4419413,".","+",".","NCU07310","NCU07310"
"CM002239.1","Genbank","gene",4513115,4514500,".","-",".","NCU07287","NCU07287"
"CM002239.1","Genbank","gene",4612581,4615703,".","+",".","NCU07255","NCU07255"
"CM002240.1","Genbank","gene",6313308,6314212,".","+",".","NCU07183","NCU07183"
"CM002241.1","Genbank","gene",20386,21842,".","+",".","NCU07138","NCU07138"
"CM002241.1","Genbank","gene",35423,37282,".","+",".","NCU07134","NCU07134"
"CM002241.1","Genbank","gene",72714,76049,".","-",".","NCU07121","NCU07121"
"CM002241.1","Genbank","gene",292725,294498,".","+",".","NCU07064","NCU07064"
"CM002241.1","Genbank","gene",297190,299370,".","-",".","NCU07063","NCU07063"
"CM002241.1","Genbank","gene",324400,325645,".","+",".","NCU07061","NCU07061"
"CM002239.1","Genbank","gene",4980539,4982667,".","-",".","NCU07034","NCU07034"
"CM002239.1","Genbank","gene",4883057,4883960,".","-",".","NCU07009","NCU07009"
"CM002239.1","Genbank","gene",4828440,4833250,".","-",".","NCU06999","NCU06999"
"CM002239.1","Genbank","gene",4701406,4704264,".","+",".","NCU06970","NCU06970"
"CM002239.1","Genbank","gene",4684170,4685401,".","-",".","NCU06965","NCU06965"
"CM002242.1","Genbank","gene",786327,788384,".","+",".","NCU06926","NCU06926"
"CM002242.1","Genbank","gene",609184,609646,".","-",".","NCU06872","NCU06872"
"CM002237.1","Genbank","gene",1852226,1854775,".","+",".","NCU06824","NCU06824"
"CM002237.1","Genbank","gene",2070758,2072548,".","+",".","NCU06747","NCU06747"
"CM002239.1","Genbank","gene",1773892,1775199,".","+",".","NCU06603","NCU06603"
"CM002239.1","Genbank","gene",1756356,1757159,".","-",".","NCU06597","NCU06597"
"CM002239.1","Genbank","gene",1729248,1730877,".","+",".","NCU06588","NCU06588"
"CM002239.1","Genbank","gene",1731285,1733184,".","-",".","NCU06589","NCU06589"
"CM002238.1","Genbank","gene",1377695,1378620,".","-",".","NCU06427","NCU06427"
"CM002239.1","Genbank","gene",2765568,2768250,".","-",".","NCU06366","NCU06366"
"CM002239.1","Genbank","gene",2838902,2842806,".","+",".","NCU06342","NCU06342"
"CM002239.1","Genbank","gene",2898675,2901635,".","-",".","NCU06328","NCU06328"
"CM002239.1","Genbank","gene",2904592,2907521,".","+",".","NCU06327","NCU06327"
"CM002239.1","Genbank","gene",2907628,2909306,".","+",".","NCU06326","NCU06326"
"CM002239.1","Genbank","gene",2942035,2944415,".","+",".","NCU06315","NCU06315"
"CM002238.1","Genbank","gene",2064632,2069002,".","-",".","NCU06252","NCU06252"
"CM002238.1","Genbank","gene",2014533,2017945,".","+",".","NCU06239","NCU06239"
"CM002242.1","Genbank","gene",1572992,1574995,".","-",".","NCU06170","NCU06170"
"CM002242.1","Genbank","gene",1615135,1617352,".","-",".","NCU06153","NCU06153"
"CM002242.1","Genbank","gene",1692299,1694511,".","+",".","NCU06131","NCU06131"
"CM002242.1","Genbank","gene",1750516,1752796,".","-",".","NCU06116","NCU06116"
"CM002242.1","Genbank","gene",1753075,1754131,".","-",".","NCU06114","NCU06114"
"CM002242.1","Genbank","gene",1762523,1764786,".","+",".","NCU06111","NCU06111"
"CM002241.1","Genbank","gene",3098626,3101641,".","+",".","NCU06010","NCU06010"
"CM002241.1","Genbank","gene",3136140,3136649,".","-",".","NCU05998","NCU05998"
"CM002241.1","Genbank","gene",3209671,3212733,".","+",".","NCU05979","NCU05979"
"CM002241.1","Genbank","gene",3428213,3431352,".","-",".","NCU05931","NCU05931"
"CM002241.1","Genbank","gene",3436984,3438174,".","+",".","NCU05928","NCU05928"
"CM002241.1","Genbank","gene",3464916,3467019,".","+",".","NCU05922","NCU05922"
"CM002241.1","Genbank","gene",3469171,3471488,".","+",".","NCU05920","NCU05920"
"CM002242.1","Genbank","gene",4147275,4151054,".","-",".","NCU05880","NCU05880"
"CM002242.1","Genbank","gene",4155062,4158498,".","+",".","NCU05882","NCU05882"
"CM002242.1","Genbank","gene",4159790,4161469,".","-",".","NCU05884","NCU05884"
"CM002242.1","Genbank","gene",4140809,4143518,".","-",".","NCU05878","NCU05878"
"CM002242.1","Genbank","gene",4086848,4087633,".","-",".","NCU05860","NCU05860"
"CM002242.1","Genbank","gene",4060795,4065660,".","-",".","NCU05854","NCU05854"
"CM002242.1","Genbank","gene",4065594,4068717,".","+",".","NCU05855","NCU05855"
"CM002242.1","Genbank","gene",3813759,3815269,".","+",".","NCU05784","NCU05784"
"CM002242.1","Genbank","gene",3820853,3822961,".","+",".","NCU05786","NCU05786"
"CM002242.1","Genbank","gene",3800740,3801972,".","+",".","NCU05779","NCU05779"
"CM002238.1","Genbank","gene",581471,582914,".","-",".","NCU05706","NCU05706"
"CM002238.1","Genbank","gene",427250,428547,".","-",".","NCU05670","NCU05670"
"CM002238.1","Genbank","gene",402181,403426,".","+",".","NCU05663","NCU05663"
"CM002238.1","Genbank","gene",421420,422927,".","-",".","NCU05668","NCU05668"
"CM002238.1","Genbank","gene",425598,426575,".","-",".","NCU05669","NCU05669"
"CM002241.1","Genbank","gene",1197292,1198237,".","+",".","NCU05652","NCU05652"
"CM002241.1","Genbank","gene",1237277,1238587,".","+",".","NCU05639","NCU05639"
"CM002241.1","Genbank","gene",1595091,1596445,".","+",".","NCU05534","NCU05534"
"CM002237.1","Genbank","gene",1581678,1583238,".","-",".","NCU05419","NCU05419"
"CM002237.1","Genbank","gene",1514529,1516735,".","-",".","NCU05394","NCU05394"
"CM002237.1","Genbank","gene",1519898,1520985,".","+",".","NCU05395","NCU05395"
"CM002237.1","Genbank","gene",1496319,1500369,".","-",".","NCU05389","NCU05389"
"CM002237.1","Genbank","gene",1403407,1404491,".","-",".","NCU05351","NCU05351"
"CM002239.1","Genbank","gene",5353680,5359511,".","-",".","NCU05316","NCU05316"
"CM002239.1","Genbank","gene",5376882,5378777,".","+",".","NCU05309","NCU05309"
"CM002239.1","Genbank","gene",5810737,5812479,".","-",".","NCU05189","NCU05189"
"CM002239.1","Genbank","gene",5816743,5819374,".","+",".","NCU05188","NCU05188"
"CM002239.1","Genbank","gene",5831764,5836241,".","+",".","NCU05183","NCU05183"
"CM002239.1","Genbank","gene",5912162,5913850,".","+",".","NCU05160","NCU05160"
"CM002241.1","Genbank","gene",3547815,3548678,".","-",".","NCU05155","NCU05155"
"CM002241.1","Genbank","gene",3567193,3570275,".","-",".","NCU05151","NCU05151"
"CM002241.1","Genbank","gene",3573081,3576147,".","+",".","NCU05149","NCU05149"
"CM002241.1","Genbank","gene",3576423,3577317,".","+",".","NCU05148","NCU05148"
"CM002241.1","Genbank","gene",3579429,3582285,".","-",".","NCU05146","NCU05146"
"CM002241.1","Genbank","gene",3586229,3588999,".","+",".","NCU05143","NCU05143"
"CM002241.1","Genbank","gene",3591245,3592915,".","-",".","NCU05141","NCU05141"
"CM002241.1","Genbank","gene",3598203,3600069,".","+",".","NCU05138","NCU05138"
"CM002241.1","Genbank","gene",3607514,3610517,".","+",".","NCU05135","NCU05135"
"CM002241.1","Genbank","gene",3645984,3647731,".","+",".","NCU05131","NCU05131"
"CM002241.1","Genbank","gene",3674569,3677884,".","-",".","NCU05123","NCU05123"
"CM002241.1","Genbank","gene",3759862,3761894,".","-",".","NCU05093","NCU05093"
"CM002241.1","Genbank","gene",3840490,3842149,".","-",".","NCU05068","NCU05068"
"CM002241.1","Genbank","gene",3870275,3872104,".","-",".","NCU05063","NCU05063"
"CM002241.1","Genbank","gene",3885489,3888389,".","+",".","NCU05060","NCU05060"
"CM002241.1","Genbank","gene",3965602,3966845,".","-",".","NCU05040","NCU05040"
"CM002241.1","Genbank","gene",4035310,4037095,".","-",".","NCU05023","NCU05023"
"CM002241.1","Genbank","gene",4115923,4117080,".","+",".","NCU05005","NCU05005"
"CM002241.1","Genbank","gene",4158666,4159405,".","+",".","NCU04992","NCU04992"
"CM002239.1","Genbank","gene",712207,714030,".","-",".","NCU04912","NCU04912"
"CM002241.1","Genbank","gene",891711,895789,".","+",".","NCU04807","NCU04807"
"CM002241.1","Genbank","gene",770958,774368,".","-",".","NCU04774","NCU04774"
"CM002241.1","Genbank","gene",729014,732141,".","+",".","NCU04765","NCU04765"
"CM002241.1","Genbank","gene",631192,632841,".","+",".","NCU04740","NCU04740"
"CM002241.1","Genbank","gene",631567,634390,".","-",".","NCU04741","NCU04741"
"CM002241.1","Genbank","gene",591010,594130,".","-",".","NCU04732","NCU04732"
"CM002241.1","Genbank","gene",568289,570540,".","+",".","NCU04728","NCU04728"
"CM002240.1","Genbank","gene",1375240,1378339,".","-",".","NCU04637","NCU04637"
"CM002240.1","Genbank","gene",1457533,1460471,".","+",".","NCU04621","NCU04621"
"CM002240.1","Genbank","gene",1534120,1536874,".","+",".","NCU04604","NCU04604"
"CM002240.1","Genbank","gene",1539009,1541164,".","-",".","NCU04603","NCU04603"
"CM002242.1","Genbank","gene",1498176,1501271,".","+",".","NCU04544","NCU04544"
"CM002239.1","Genbank","gene",3086371,3088512,".","+",".","NCU04526","NCU04526"
"CM002239.1","Genbank","gene",3099629,3102348,".","-",".","NCU04521","NCU04521"
"CM002239.1","Genbank","gene",3113922,3118231,".","-",".","NCU04516","NCU04516"
"CM002239.1","Genbank","gene",3117177,3117876,".","+",".","NCU04515","NCU04515"
"CM002239.1","Genbank","gene",3180301,3183418,".","-",".","NCU04493","NCU04493"
"CM002239.1","Genbank","gene",3218986,3220586,".","-",".","NCU04480","NCU04480"
"CM002239.1","Genbank","gene",3313875,3316683,".","-",".","NCU04451","NCU04451"
"CM002239.1","Genbank","gene",3446601,3449474,".","-",".","NCU04415","NCU04415"
"CM002239.1","Genbank","gene",3567474,3570832,".","-",".","NCU04378","NCU04378"
"CM002239.1","Genbank","gene",3680488,3682557,".","-",".","NCU04351","NCU04351"
"CM002240.1","Genbank","gene",5612475,5614848,".","-",".","NCU04322","NCU04322"
"CM002240.1","Genbank","gene",5633993,5636551,".","+",".","NCU04328","NCU04328"
"CM002240.1","Genbank","gene",5533866,5537344,".","-",".","NCU04295","NCU04295"
"CM002240.1","Genbank","gene",5497886,5499495,".","+",".","NCU04285","NCU04285"
"CM002240.1","Genbank","gene",5213973,5215810,".","-",".","NCU04211","NCU04211"
"CM002240.1","Genbank","gene",5197612,5199203,".","+",".","NCU04205","NCU04205"
"CM002240.1","Genbank","gene",5160834,5162557,".","-",".","NCU04193","NCU04193"
"CM002240.1","Genbank","gene",5171516,5172309,".","+",".","NCU04197","NCU04197"
"CM002240.1","Genbank","gene",5063063,5065541,".","-",".","NCU04168","NCU04168"
"CM002240.1","Genbank","gene",4831829,4835363,".","-",".","NCU04102","NCU04102"
"CM002240.1","Genbank","gene",4838755,4840088,".","+",".","NCU04103","NCU04103"
"CM002240.1","Genbank","gene",4864450,4865151,".","-",".","NCU04107","NCU04107"
"CM002241.1","Genbank","gene",2599977,2601799,".","+",".","NCU04058","NCU04058"
"CM002241.1","Genbank","gene",2548984,2550870,".","-",".","NCU04046","NCU04046"
"CM002241.1","Genbank","gene",2216452,2218594,".","-",".","NCU03950","NCU03950"
"CM002241.1","Genbank","gene",2051706,2054412,".","-",".","NCU03888","NCU03888"
"CM002241.1","Genbank","gene",2054600,2057088,".","+",".","NCU03889","NCU03889"
"CM002240.1","Genbank","gene",2574377,2576013,".","-",".","NCU03839","NCU03839"
"CM002240.1","Genbank","gene",2464316,2466286,".","+",".","NCU03803","NCU03803"
"CM002240.1","Genbank","gene",2361891,2366042,".","-",".","NCU03771","NCU03771"
"CM002240.1","Genbank","gene",2368053,2371420,".","+",".","NCU03773","NCU03773"
"CM002240.1","Genbank","gene",2315474,2317866,".","+",".","NCU03756","NCU03756"
"CM002240.1","Genbank","gene",2119401,2122975,".","-",".","NCU03699","NCU03699"
"CM002240.1","Genbank","gene",2001885,2003957,".","+",".","NCU03660","NCU03660"
"CM002240.1","Genbank","gene",1930747,1934109,".","+",".","NCU03643","NCU03643"
"CM002240.1","Genbank","gene",1935640,1940693,".","+",".","NCU03645","NCU03645"
"CM002240.1","Genbank","gene",1941601,1946420,".","-",".","NCU03646","NCU03646"
"CM002240.1","Genbank","gene",1953854,1957179,".","-",".","NCU03648","NCU03648"
"CM002240.1","Genbank","gene",1861841,1864327,".","-",".","NCU03617","NCU03617"
"CM002240.1","Genbank","gene",1802295,1804777,".","+",".","NCU03600","NCU03600"
"CM002240.1","Genbank","gene",1805721,1808818,".","-",".","NCU03601","NCU03601"
"CM002240.1","Genbank","gene",1808818,1810999,".","+",".","NCU03602","NCU03602"
"CM002240.1","Genbank","gene",1817078,1818237,".","+",".","NCU03604","NCU03604"
"CM002237.1","Genbank","gene",321748,324072,".","-",".","NCU03537","NCU03537"
"CM002237.1","Genbank","gene",463178,466360,".","-",".","NCU03501","NCU03501"
"CM002237.1","Genbank","gene",467086,469762,".","+",".","NCU03500","NCU03500"
