"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002239.1","Genbank","gene",828477,829178,".","+",".","NCU16746","NCU16746"
"CM002239.1","Genbank","gene",597156,597810,".","-",".","NCU16738","NCU16738"
"CM002239.1","Genbank","gene",103519,106130,".","+",".","NCU16720","NCU16720"
"CM002239.1","Genbank","gene",172430,173830,".","+",".","NCU16722","NCU16722"
"CM002239.1","Genbank","gene",205431,206036,".","+",".","NCU16723","NCU16723"
"CM002239.1","Genbank","gene",218652,220642,".","+",".","NCU16724","NCU16724"
"CM002239.1","Genbank","gene",360310,360701,".","+",".","NCU16728","NCU16728"
"CM002239.1","Genbank","gene",476174,477007,".","-",".","NCU16729","NCU16729"
"CM002238.1","Genbank","gene",5159804,5160637,".","-",".","NCU16714","NCU16714"
"CM002238.1","Genbank","gene",5228166,5229513,".","-",".","NCU16716","NCU16716"
"CM002238.1","Genbank","gene",5272185,5273718,".","+",".","NCU16718","NCU16718"
"CM002239.1","Genbank","gene",69650,71006,".","-",".","NCU16719","NCU16719"
"CM002238.1","Genbank","gene",4725647,4726429,".","-",".","NCU16701","NCU16701"
"CM002238.1","Genbank","gene",4759637,4760743,".","+",".","NCU16702","NCU16702"
"CM002238.1","Genbank","gene",4800161,4800732,".","+",".","NCU16703","NCU16703"
"CM002238.1","Genbank","gene",4809123,4810856,".","+",".","NCU16704","NCU16704"
"CM002238.1","Genbank","gene",4825346,4825846,".","-",".","NCU16705","NCU16705"
"CM002238.1","Genbank","gene",4826688,4827377,".","-",".","NCU16706","NCU16706"
"CM002238.1","Genbank","gene",4860632,4861381,".","-",".","NCU16707","NCU16707"
"CM002238.1","Genbank","gene",4356745,4357563,".","-",".","NCU16690","NCU16690"
"CM002238.1","Genbank","gene",4467880,4469161,".","+",".","NCU16695","NCU16695"
"CM002238.1","Genbank","gene",4569124,4570645,".","+",".","NCU16698","NCU16698"
"CM002238.1","Genbank","gene",3894349,3895413,".","+",".","NCU16685","NCU16685"
"CM002238.1","Genbank","gene",4219979,4221350,".","-",".","NCU16688","NCU16688"
"CM002238.1","Genbank","gene",3224517,3225951,".","+",".","NCU16673","NCU16673"
"CM002238.1","Genbank","gene",3417609,3419539,".","+",".","NCU16677","NCU16677"
"CM002238.1","Genbank","gene",2461227,2462404,".","-",".","NCU16651","NCU16651"
"CM002238.1","Genbank","gene",2247190,2248570,".","-",".","NCU16648","NCU16648"
"CM002238.1","Genbank","gene",1353896,1354496,".","-",".","NCU16631","NCU16631"
"CM002238.1","Genbank","gene",1545160,1546299,".","+",".","NCU16632","NCU16632"
"CM002238.1","Genbank","gene",1546925,1547737,".","+",".","NCU16633","NCU16633"
"CM002238.1","Genbank","gene",1567000,1567928,".","-",".","NCU16634","NCU16634"
"CM002238.1","Genbank","gene",1625942,1627261,".","+",".","NCU16639","NCU16639"
"CM002238.1","Genbank","gene",1211886,1213038,".","+",".","NCU16623","NCU16623"
"CM002238.1","Genbank","gene",1213529,1215473,".","+",".","NCU16624","NCU16624"
"CM002238.1","Genbank","gene",1226316,1227884,".","+",".","NCU16625","NCU16625"
"CM002238.1","Genbank","gene",382227,382889,".","+",".","NCU16614","NCU16614"
"CM002238.1","Genbank","gene",517579,518540,".","+",".","NCU16615","NCU16615"
"CM002238.1","Genbank","gene",539313,539775,".","+",".","NCU16616","NCU16616"
"CM002237.1","Genbank","gene",4298463,4299228,".","+",".","NCU16600","NCU16600"
"CM002237.1","Genbank","gene",4187449,4188672,".","+",".","NCU16594","NCU16594"
"CM002237.1","Genbank","gene",3966237,3967930,".","-",".","NCU16588","NCU16588"
"CM002237.1","Genbank","gene",2884746,2885529,".","-",".","NCU16562","NCU16562"
"CM002237.1","Genbank","gene",3088597,3089250,".","-",".","NCU16567","NCU16567"
"CM002237.1","Genbank","gene",3119843,3121465,".","-",".","NCU16568","NCU16568"
"CM002237.1","Genbank","gene",2386161,2387196,".","+",".","NCU16553","NCU16553"
"CM002237.1","Genbank","gene",2419407,2420844,".","-",".","NCU16557","NCU16557"
"CM002237.1","Genbank","gene",2423095,2424288,".","+",".","NCU16558","NCU16558"
"CM002237.1","Genbank","gene",2448888,2449901,".","-",".","NCU16559","NCU16559"
"CM002237.1","Genbank","gene",1696239,1696830,".","-",".","NCU16540","NCU16540"
"CM002237.1","Genbank","gene",1693425,1694798,".","-",".","NCU16538","NCU16538"
"CM002237.1","Genbank","gene",1695026,1696015,".","-",".","NCU16539","NCU16539"
"CM002237.1","Genbank","gene",1402723,1403534,".","+",".","NCU16529","NCU16529"
"CM002237.1","Genbank","gene",667844,668602,".","-",".","NCU16512","NCU16512"
"CM002237.1","Genbank","gene",101812,102821,".","+",".","NCU16500","NCU16500"
"CM002237.1","Genbank","gene",546595,548338,".","+",".","NCU16506","NCU16506"
"CM002237.1","Genbank","gene",593368,594375,".","+",".","NCU16509","NCU16509"
"CM002236.1","Genbank","gene",9265380,9266526,".","+",".","NCU16492","NCU16492"
"CM002236.1","Genbank","gene",9423601,9424338,".","+",".","NCU16494","NCU16494"
"CM002237.1","Genbank","gene",30257,33086,".","+",".","NCU16498","NCU16498"
"CM002236.1","Genbank","gene",8874065,8875337,".","-",".","NCU16482","NCU16482"
"CM002236.1","Genbank","gene",8876110,8877138,".","-",".","NCU16483","NCU16483"
"CM002236.1","Genbank","gene",8985309,8986258,".","-",".","NCU16488","NCU16488"
"CM002236.1","Genbank","gene",9085096,9086180,".","-",".","NCU16489","NCU16489"
"CM002236.1","Genbank","gene",8723311,8723801,".","+",".","NCU16473","NCU16473"
"CM002236.1","Genbank","gene",8727314,8728636,".","-",".","NCU16474","NCU16474"
"CM002236.1","Genbank","gene",8792030,8793290,".","+",".","NCU16477","NCU16477"
"CM002236.1","Genbank","gene",8304221,8304733,".","+",".","NCU16461","NCU16461"
"CM002236.1","Genbank","gene",8010556,8011377,".","-",".","NCU16452","NCU16452"
"CM002236.1","Genbank","gene",8017282,8018693,".","+",".","NCU16453","NCU16453"
"CM002236.1","Genbank","gene",7250876,7251638,".","+",".","NCU16440","NCU16440"
"CM002236.1","Genbank","gene",7325195,7327405,".","-",".","NCU16441","NCU16441"
"CM002236.1","Genbank","gene",7416053,7417518,".","+",".","NCU16442","NCU16442"
"CM002236.1","Genbank","gene",7456079,7457894,".","-",".","NCU16443","NCU16443"
"CM002236.1","Genbank","gene",7779551,7782607,".","-",".","NCU16448","NCU16448"
"CM002236.1","Genbank","gene",7834747,7835971,".","-",".","NCU16449","NCU16449"
"CM002236.1","Genbank","gene",7248363,7250003,".","+",".","NCU16438","NCU16438"
"CM002236.1","Genbank","gene",7250164,7250745,".","-",".","NCU16439","NCU16439"
"CM002236.1","Genbank","gene",6639115,6640387,".","+",".","NCU16423","NCU16423"
"CM002236.1","Genbank","gene",6486349,6487432,".","+",".","NCU16418","NCU16418"
"CM002236.1","Genbank","gene",5607037,5608244,".","-",".","NCU16402","NCU16402"
"CM002236.1","Genbank","gene",5834893,5835993,".","+",".","NCU16406","NCU16406"
"CM002236.1","Genbank","gene",6050368,6051530,".","+",".","NCU16408","NCU16408"
"CM002236.1","Genbank","gene",6169365,6170287,".","-",".","NCU16409","NCU16409"
"CM002236.1","Genbank","gene",5366387,5369375,".","-",".","NCU16396","NCU16396"
"CM002236.1","Genbank","gene",5562421,5564189,".","-",".","NCU16399","NCU16399"
"CM002236.1","Genbank","gene",4243946,4245499,".","-",".","NCU16382","NCU16382"
"CM002236.1","Genbank","gene",4512674,4514976,".","-",".","NCU16386","NCU16386"
"CM002236.1","Genbank","gene",3155770,3156954,".","+",".","NCU16372","NCU16372"
"CM002236.1","Genbank","gene",3461062,3461945,".","+",".","NCU16375","NCU16375"
"CM002236.1","Genbank","gene",2702523,2703544,".","-",".","NCU16366","NCU16366"
"CM002236.1","Genbank","gene",2189357,2190409,".","-",".","NCU16350","NCU16350"
"CM002236.1","Genbank","gene",2219336,2220495,".","-",".","NCU16352","NCU16352"
"CM002236.1","Genbank","gene",2246768,2247766,".","-",".","NCU16353","NCU16353"
"CM002236.1","Genbank","gene",2426077,2427035,".","+",".","NCU16357","NCU16357"
"CM002236.1","Genbank","gene",1771034,1773687,".","+",".","NCU16341","NCU16341"
"CM002236.1","Genbank","gene",1978041,1978736,".","+",".","NCU16344","NCU16344"
"CM002236.1","Genbank","gene",2027524,2029510,".","-",".","NCU16346","NCU16346"
"CM002236.1","Genbank","gene",1283563,1284354,".","+",".","NCU16333","NCU16333"
"CM002236.1","Genbank","gene",974675,976129,".","-",".","NCU16321","NCU16321"
"CM002236.1","Genbank","gene",1063534,1064640,".","+",".","NCU16329","NCU16329"
"CM002236.1","Genbank","gene",363634,366043,".","-",".","NCU16311","NCU16311"
"CM002236.1","Genbank","gene",810666,812203,".","+",".","NCU16318","NCU16318"
"CM002236.1","Genbank","gene",195781,196290,".","-",".","NCU16305","NCU16305"
"CM002236.1","Genbank","gene",246887,247478,".","-",".","NCU16307","NCU16307"
"KC683708.1","Genbank","gene",46053,49134,".","+",".","NCU16020","NCU16020"
"KC683708.1","Genbank","gene",46053,48059,".","+",".","NCU16021","NCU16021"
"KC683708.1","Genbank","gene",49797,50342,".","+",".","NCU16022","NCU16022"
"KC683708.1","Genbank","gene",50637,51059,".","+",".","NCU16023","NCU16023"
"KC683708.1","Genbank","gene",54186,54350,".","+",".","NCU16024","NCU16024"
"KC683708.1","Genbank","gene",55087,57247,".","+",".","NCU16025","NCU16025"
"KC683708.1","Genbank","gene",55087,56529,".","+",".","NCU16026","NCU16026"
"KC683708.1","Genbank","gene",58608,58832,".","+",".","NCU16027","NCU16027"
"KC683708.1","Genbank","gene",59529,60281,".","+",".","NCU16028","NCU16028"
"KC683708.1","Genbank","gene",27595,32288,".","+",".","NCU16012","NCU16012"
"KC683708.1","Genbank","gene",27595,30641,".","+",".","NCU16011","NCU16011"
"KC683708.1","Genbank","gene",27595,29196,".","+",".","NCU16010","NCU16010"
"KC683708.1","Genbank","gene",33897,37651,".","+",".","NCU16013","NCU16013"
"KC683708.1","Genbank","gene",33897,36651,".","+",".","NCU16015","NCU16015"
"KC683708.1","Genbank","gene",33897,35243,".","+",".","NCU16014","NCU16014"
"KC683708.1","Genbank","gene",39268,40941,".","+",".","NCU16016","NCU16016"
"KC683708.1","Genbank","gene",40904,42784,".","+",".","NCU16017","NCU16017"
"KC683708.1","Genbank","gene",43686,45918,".","+",".","NCU16018","NCU16018"
"KC683708.1","Genbank","gene",44503,45417,".","+",".","NCU16019","NCU16019"
"KC683708.1","Genbank","gene",269,973,".","+",".","NCU16001","NCU16001"
"KC683708.1","Genbank","gene",973,1944,".","+",".","NCU16002","NCU16002"
"KC683708.1","Genbank","gene",6083,6892,".","+",".","NCU16003","NCU16003"
"KC683708.1","Genbank","gene",8905,9636,".","+",".","NCU16004","NCU16004"
"KC683708.1","Genbank","gene",14572,16098,".","+",".","NCU16005","NCU16005"
"KC683708.1","Genbank","gene",21341,23092,".","+",".","NCU16006","NCU16006"
"KC683708.1","Genbank","gene",23093,24985,".","+",".","NCU16007","NCU16007"
"KC683708.1","Genbank","gene",25833,27595,".","+",".","NCU16008","NCU16008"
"KC683708.1","Genbank","gene",25833,27191,".","+",".","NCU16009","NCU16009"
"CM002237.1","Genbank","gene",3151597,3155789,".","-",".","NCU15834","NCU15834"
"CM002241.1","Genbank","gene",4138769,4139696,".","-",".","NCU12154","NCU12154"
"CM002241.1","Genbank","gene",3798661,3799753,".","-",".","NCU12144","NCU12144"
"CM002241.1","Genbank","gene",3362030,3364815,".","+",".","NCU12130","NCU12130"
"CM002241.1","Genbank","gene",3382176,3383095,".","-",".","NCU12131","NCU12131"
"CM002241.1","Genbank","gene",3560267,3561495,".","+",".","NCU12132","NCU12132"
"CM002241.1","Genbank","gene",3673140,3674213,".","-",".","NCU12137","NCU12137"
"CM002241.1","Genbank","gene",3159629,3160819,".","-",".","NCU12125","NCU12125"
"CM002241.1","Genbank","gene",1647245,1648153,".","-",".","NCU12100","NCU12100"
"CM002241.1","Genbank","gene",1030035,1031447,".","-",".","NCU12091","NCU12091"
"CM002241.1","Genbank","gene",1580440,1581311,".","+",".","NCU12099","NCU12099"
"CM002241.1","Genbank","gene",936864,937990,".","+",".","NCU12086","NCU12086"
"CM002241.1","Genbank","gene",408408,409970,".","+",".","NCU12075","NCU12075"
"CM002241.1","Genbank","gene",432497,433014,".","+",".","NCU12076","NCU12076"
"CM002241.1","Genbank","gene",465575,466364,".","-",".","NCU12077","NCU12077"
"CM002241.1","Genbank","gene",467360,467683,".","-",".","NCU12078","NCU12078"
"CM002241.1","Genbank","gene",48620,49910,".","+",".","NCU12065","NCU12065"
"CM002241.1","Genbank","gene",149765,150945,".","+",".","NCU12067","NCU12067"
"CM002241.1","Genbank","gene",151704,153543,".","+",".","NCU12068","NCU12068"
"CM002241.1","Genbank","gene",155205,156962,".","+",".","NCU12069","NCU12069"
"CM002242.1","Genbank","gene",300538,300999,".","+",".","NCU12052","NCU12052"
"CM002242.1","Genbank","gene",306376,307498,".","-",".","NCU12051","NCU12051"
"CM002242.1","Genbank","gene",307544,308581,".","-",".","NCU12050","NCU12050"
"CM002242.1","Genbank","gene",681976,684531,".","+",".","NCU12046","NCU12046"
"CM002242.1","Genbank","gene",706753,707589,".","+",".","NCU12045","NCU12045"
"CM002242.1","Genbank","gene",714757,715446,".","+",".","NCU12044","NCU12044"
"CM002242.1","Genbank","gene",923740,924601,".","+",".","NCU12039","NCU12039"
"CM002242.1","Genbank","gene",929691,930085,".","+",".","NCU12036","NCU12036"
"CM002242.1","Genbank","gene",1110919,1112652,".","-",".","NCU12033","NCU12033"
"CM002242.1","Genbank","gene",1224414,1225733,".","+",".","NCU12028","NCU12028"
"CM002242.1","Genbank","gene",1412419,1414475,".","-",".","NCU12026","NCU12026"
"CM002242.1","Genbank","gene",1415448,1417035,".","-",".","NCU12025","NCU12025"
"CM002242.1","Genbank","gene",1570143,1571561,".","+",".","NCU12021","NCU12021"
"CM002237.1","Genbank","gene",4307029,4308402,".","-",".","NCU11417","NCU11417"
"CM002238.1","Genbank","gene",85931,89527,".","-",".","NCU11405","NCU11405"
"CM002242.1","Genbank","gene",460248,461564,".","-",".","NCU11396","NCU11396"
"CM002242.1","Genbank","gene",3658155,3659425,".","+",".","NCU11382","NCU11382"
"CM002239.1","Genbank","gene",2288631,2291669,".","+",".","NCU11372","NCU11372"
"CM002239.1","Genbank","gene",191867,194669,".","+",".","NCU11365","NCU11365"
"CM002239.1","Genbank","gene",193862,195389,".","-",".","NCU11364","NCU11364"
"CM002239.1","Genbank","gene",195504,197458,".","+",".","NCU11363","NCU11363"
"CM002239.1","Genbank","gene",216459,218232,".","+",".","NCU11362","NCU11362"
"CM002238.1","Genbank","gene",540378,541754,".","+",".","NCU11356","NCU11356"
"CM002237.1","Genbank","gene",1872466,1873199,".","-",".","NCU11340","NCU11340"
"CM002241.1","Genbank","gene",17853,19938,".","-",".","NCU11341","NCU11341"
"CM002241.1","Genbank","gene",24458,25894,".","+",".","NCU11342","NCU11342"
"CM002237.1","Genbank","gene",1406367,1408806,".","+",".","NCU11331","NCU11331"
"CM002240.1","Genbank","gene",4210069,4212385,".","-",".","NCU11337","NCU11337"
"CM002239.1","Genbank","gene",1565028,1566464,".","-",".","NCU11323","NCU11323"
"CM002242.1","Genbank","gene",3995244,3997161,".","-",".","NCU11308","NCU11308"
"CM002242.1","Genbank","gene",4124705,4126031,".","-",".","NCU11307","NCU11307"
"CM002242.1","Genbank","gene",4126668,4129056,".","-",".","NCU11306","NCU11306"
"CM002242.1","Genbank","gene",4173243,4174112,".","-",".","NCU11305","NCU11305"
"CM002238.1","Genbank","gene",5268653,5269619,".","-",".","NCU11291","NCU11291"
"CM002238.1","Genbank","gene",5269831,5270939,".","-",".","NCU11292","NCU11292"
"CM002238.1","Genbank","gene",4631535,4633728,".","+",".","NCU11286","NCU11286"
"CM002238.1","Genbank","gene",5141444,5142693,".","-",".","NCU11289","NCU11289"
"CM002240.1","Genbank","gene",3785406,3786083,".","+",".","NCU11280","NCU11280"
"CM002241.1","Genbank","gene",1974629,1975877,".","+",".","NCU11264","NCU11264"
"CM002242.1","Genbank","gene",3361223,3362072,".","+",".","NCU11253","NCU11253"
"CM002236.1","Genbank","gene",1429651,1430693,".","+",".","NCU11210","NCU11210"
"CM002241.1","Genbank","gene",3234149,3236869,".","-",".","NCU11216","NCU11216"
"CM002236.1","Genbank","gene",15930,16647,".","+",".","NCU11134","NCU11134"
"CM002239.1","Genbank","gene",633772,636094,".","+",".","NCU11129","NCU11129"
"CM002237.1","Genbank","gene",1541772,1543184,".","-",".","NCU11108","NCU11108"
"CM002236.1","Genbank","gene",7318856,7321215,".","-",".","NCU11095","NCU11095"
"CM002237.1","Genbank","gene",4443601,4444681,".","-",".","NCU11088","NCU11088"
"CM002240.1","Genbank","gene",681560,682080,".","-",".","NCU11087","NCU11087"
"CM002237.1","Genbank","gene",588432,589402,".","-",".","NCU11054","NCU11054"
"CM002239.1","Genbank","gene",3667138,3671883,".","-",".","NCU11050","NCU11050"
"CM002236.1","Genbank","gene",1290549,1292457,".","-",".","NCU11041","NCU11041"
"CM002240.1","Genbank","gene",699366,700976,".","-",".","NCU11046","NCU11046"
"CM002240.1","Genbank","gene",399500,400274,".","+",".","NCU11038","NCU11038"
"CM002242.1","Genbank","gene",2069932,2070622,".","+",".","NCU11006","NCU11006"
"CM002240.1","Genbank","gene",4569546,4570557,".","+",".","NCU10951","NCU10951"
"CM002239.1","Genbank","gene",253084,254341,".","-",".","NCU10936","NCU10936"
"CM002242.1","Genbank","gene",1482981,1486172,".","+",".","NCU10910","NCU10910"
"CM002236.1","Genbank","gene",1388105,1389128,".","+",".","NCU10903","NCU10903"
"CM002236.1","Genbank","gene",6954092,6955178,".","+",".","NCU10889","NCU10889"
"CM002239.1","Genbank","gene",3938283,3938979,".","+",".","NCU10867","NCU10867"
"CM002240.1","Genbank","gene",32715,34486,".","-",".","NCU10861","NCU10861"
"CM002242.1","Genbank","gene",1449282,1451069,".","-",".","NCU10865","NCU10865"
"CM002236.1","Genbank","gene",761516,762264,".","-",".","NCU10839","NCU10839"
"CM002236.1","Genbank","gene",1539599,1542181,".","-",".","NCU10806","NCU10806"
"CM002236.1","Genbank","gene",7443096,7443781,".","+",".","NCU10793","NCU10793"
"CM002240.1","Genbank","gene",1263117,1263867,".","+",".","NCU10799","NCU10799"
"CM002236.1","Genbank","gene",8325297,8326709,".","-",".","NCU10772","NCU10772"
