"SequenceID","Source","FeatureType","FeatureStart","FeatureEnd","Score","Strand","Phase","Attributes","VALUE"
"CM002236.1","Genbank","gene",2592902,2593432,".","+",".","NCU11237","NCU11237"
"CM002240.1","Genbank","gene",3545443,3546017,".","+",".","NCU11151","NCU11151"
"CM002236.1","Genbank","gene",7149409,7150834,".","+",".","NCU10894","NCU10894"
"CM002241.1","Genbank","gene",3593385,3597540,".","-",".","NCU10883","NCU10883"
"CM002236.1","Genbank","gene",5374803,5378088,".","+",".","NCU10852","NCU10852"
"CM002237.1","Genbank","gene",4312939,4316864,".","-",".","NCU10809","NCU10809"
"CM002236.1","Genbank","gene",2757732,2760497,".","-",".","NCU10788","NCU10788"
"CM002238.1","Genbank","gene",5235112,5236734,".","-",".","NCU10567","NCU10567"
"CM002239.1","Genbank","gene",3316772,3319267,".","-",".","NCU10500","NCU10500"
"CM002239.1","Genbank","gene",1261965,1265743,".","+",".","NCU10400","NCU10400"
"CM002237.1","Genbank","gene",3408667,3410840,".","-",".","NCU10388","NCU10388"
"CM002238.1","Genbank","gene",589843,592636,".","-",".","NCU10387","NCU10387"
"CM002237.1","Genbank","gene",982642,984898,".","+",".","NCU10376","NCU10376"
"CM002240.1","Genbank","gene",3109666,3112538,".","+",".","NCU10359","NCU10359"
"CM002240.1","Genbank","gene",726475,727975,".","+",".","NCU10185","NCU10185"
"CM002240.1","Genbank","gene",6331673,6333871,".","-",".","NCU10166","NCU10166"
"CM002240.1","Genbank","gene",1593710,1596979,".","+",".","NCU10155","NCU10155"
"CM002239.1","Genbank","gene",5613863,5615538,".","+",".","NCU10101","NCU10101"
"CM002240.1","Genbank","gene",1454126,1456888,".","-",".","NCU10091","NCU10091"
"CM002240.1","Genbank","gene",1479158,1479696,".","-",".","NCU10092","NCU10092"
"CM002236.1","Genbank","gene",3049615,3054129,".","-",".","NCU10075","NCU10075"
"CM002236.1","Genbank","gene",2345343,2346397,".","-",".","NCU09970","NCU09970"
"CM002236.1","Genbank","gene",6352727,6355694,".","-",".","NCU09882","NCU09882"
"CM002241.1","Genbank","gene",2778182,2782763,".","+",".","NCU09867","NCU09867"
"CM002240.1","Genbank","gene",5971303,5974966,".","-",".","NCU09856","NCU09856"
"CM002240.1","Genbank","gene",552089,554908,".","+",".","NCU09832","NCU09832"
"CM002241.1","Genbank","gene",1142553,1145119,".","+",".","NCU09792","NCU09792"
"CM002241.1","Genbank","gene",1114963,1118731,".","-",".","NCU09787","NCU09787"
"CM002237.1","Genbank","gene",4317187,4321936,".","+",".","NCU09760","NCU09760"
"CM002242.1","Genbank","gene",1400045,1403271,".","+",".","NCU09706","NCU09706"
"CM002240.1","Genbank","gene",860567,862129,".","-",".","NCU09679","NCU09679"
"CM002240.1","Genbank","gene",882123,883776,".","-",".","NCU09670","NCU09670"
"CM002237.1","Genbank","gene",41526,42883,".","-",".","NCU09617","NCU09617"
"CM002237.1","Genbank","gene",46017,49683,".","+",".","NCU09615","NCU09615"
"CM002242.1","Genbank","gene",996066,998639,".","-",".","NCU09561","NCU09561"
"CM002240.1","Genbank","gene",4562796,4566951,".","-",".","NCU09552","NCU09552"
"CM002240.1","Genbank","gene",4493702,4495126,".","-",".","NCU09532","NCU09532"
"CM002238.1","Genbank","gene",57807,60112,".","+",".","NCU09511","NCU09511"
"CM002237.1","Genbank","gene",4457764,4465976,".","+",".","NCU09492","NCU09492"
"CM002237.1","Genbank","gene",4413689,4417398,".","+",".","NCU09481","NCU09481"
"CM002237.1","Genbank","gene",4407665,4409112,".","+",".","NCU09478","NCU09478"
"CM002242.1","Genbank","gene",1169634,1171495,".","+",".","NCU09424","NCU09424"
"CM002242.1","Genbank","gene",1171648,1172777,".","-",".","NCU09423","NCU09423"
"CM002242.1","Genbank","gene",1173596,1175261,".","-",".","NCU09422","NCU09422"
"CM002242.1","Genbank","gene",1250271,1251358,".","-",".","NCU09395","NCU09395"
"CM002236.1","Genbank","gene",3495757,3499576,".","+",".","NCU09388","NCU09388"
"CM002237.1","Genbank","gene",4219386,4223547,".","-",".","NCU09355","NCU09355"
"CM002237.1","Genbank","gene",4129416,4133255,".","+",".","NCU09335","NCU09335"
"CM002236.1","Genbank","gene",4230174,4234281,".","-",".","NCU09325","NCU09325"
"CM002236.1","Genbank","gene",9399033,9403859,".","-",".","NCU09252","NCU09252"
"CM002236.1","Genbank","gene",9444660,9448137,".","+",".","NCU09240","NCU09240"
"CM002236.1","Genbank","gene",9454902,9456637,".","-",".","NCU09238","NCU09238"
"CM002236.1","Genbank","gene",5904413,5906736,".","+",".","NCU09224","NCU09224"
"CM002236.1","Genbank","gene",5909898,5911777,".","-",".","NCU09226","NCU09226"
"CM002236.1","Genbank","gene",5849601,5852150,".","+",".","NCU09210","NCU09210"
"CM002236.1","Genbank","gene",5800901,5804549,".","+",".","NCU09200","NCU09200"
"CM002236.1","Genbank","gene",5809640,5813552,".","+",".","NCU09201","NCU09201"
"CM002236.1","Genbank","gene",5440226,5443330,".","-",".","NCU09130","NCU09130"
"CM002236.1","Genbank","gene",5465780,5468068,".","+",".","NCU09139","NCU09139"
"CM002236.1","Genbank","gene",5420985,5422262,".","-",".","NCU09124","NCU09124"
"CM002236.1","Genbank","gene",5379535,5382753,".","+",".","NCU09115","NCU09115"
"CM002236.1","Genbank","gene",861000,863156,".","-",".","NCU09103","NCU09103"
"CM002236.1","Genbank","gene",5346432,5350462,".","-",".","NCU09108","NCU09108"
"CM002236.1","Genbank","gene",764870,766051,".","-",".","NCU09074","NCU09074"
"CM002236.1","Genbank","gene",774193,780044,".","-",".","NCU09079","NCU09079"
"CM002242.1","Genbank","gene",431020,432418,".","+",".","NCU09043","NCU09043"
"CM002238.1","Genbank","gene",4101268,4104491,".","+",".","NCU08974","NCU08974"
"CM002240.1","Genbank","gene",706787,709680,".","+",".","NCU08901","NCU08901"
"CM002240.1","Genbank","gene",27982,31993,".","+",".","NCU08879","NCU08879"
"CM002240.1","Genbank","gene",92097,94077,".","-",".","NCU08862","NCU08862"
"CM002239.1","Genbank","gene",5045579,5049674,".","-",".","NCU08844","NCU08844"
"CM002239.1","Genbank","gene",5119140,5120144,".","+",".","NCU08822","NCU08822"
"CM002239.1","Genbank","gene",5137087,5142169,".","+",".","NCU08820","NCU08820"
"CM002237.1","Genbank","gene",3866395,3868339,".","+",".","NCU08744","NCU08744"
"CM002237.1","Genbank","gene",3792534,3794040,".","-",".","NCU08720","NCU08720"
"CM002237.1","Genbank","gene",3773044,3776758,".","+",".","NCU08715","NCU08715"
"CM002237.1","Genbank","gene",3727391,3732074,".","+",".","NCU08700","NCU08700"
"CM002237.1","Genbank","gene",3739991,3740964,".","-",".","NCU08703","NCU08703"
"CM002237.1","Genbank","gene",3744413,3748512,".","+",".","NCU08705","NCU08705"
"CM002239.1","Genbank","gene",4121109,4126910,".","+",".","NCU08682","NCU08682"
"CM002236.1","Genbank","gene",9628172,9629777,".","+",".","NCU08621","NCU08621"
"CM002236.1","Genbank","gene",9576213,9580353,".","-",".","NCU08606","NCU08606"
"CM002236.1","Genbank","gene",9526845,9532900,".","+",".","NCU08597","NCU08597"
"CM002238.1","Genbank","gene",4932034,4932902,".","-",".","NCU08557","NCU08557"
"CM002237.1","Genbank","gene",3411753,3415068,".","+",".","NCU08511","NCU08511"
"CM002237.1","Genbank","gene",3487822,3493366,".","-",".","NCU08487","NCU08487"
"CM002237.1","Genbank","gene",3526773,3528890,".","-",".","NCU08475","NCU08475"
"CM002237.1","Genbank","gene",4085564,4090013,".","-",".","NCU08443","NCU08443"
"CM002237.1","Genbank","gene",4001876,4007129,".","+",".","NCU08420","NCU08420"
"CM002237.1","Genbank","gene",3979142,3981295,".","-",".","NCU08414","NCU08414"
"CM002237.1","Genbank","gene",3981137,3981454,".","+",".","NCU08415","NCU08415"
"CM002236.1","Genbank","gene",5613191,5615405,".","-",".","NCU08365","NCU08365"
"CM002239.1","Genbank","gene",2497777,2502302,".","+",".","NCU08297","NCU08297"
"CM002239.1","Genbank","gene",2532983,2535318,".","+",".","NCU08288","NCU08288"
"CM002238.1","Genbank","gene",4711338,4716085,".","-",".","NCU08230","NCU08230"
"CM002238.1","Genbank","gene",4721990,4723984,".","+",".","NCU08232","NCU08232"
"CM002242.1","Genbank","gene",3558226,3560515,".","+",".","NCU08153","NCU08153"
"CM002242.1","Genbank","gene",3575317,3578930,".","-",".","NCU08159","NCU08159"
"CM002236.1","Genbank","gene",144649,149497,".","-",".","NCU08064","NCU08064"
"CM002236.1","Genbank","gene",109911,112060,".","+",".","NCU08052","NCU08052"
"CM002239.1","Genbank","gene",3990906,3993632,".","+",".","NCU08040","NCU08040"
"CM002239.1","Genbank","gene",3911212,3914215,".","+",".","NCU08012","NCU08012"
"CM002239.1","Genbank","gene",3893395,3896072,".","+",".","NCU08006","NCU08006"
"CM002239.1","Genbank","gene",3823770,3825815,".","+",".","NCU07989","NCU07989"
"CM002239.1","Genbank","gene",1187481,1192426,".","-",".","NCU07971","NCU07971"
"CM002239.1","Genbank","gene",3775144,3778895,".","-",".","NCU07975","NCU07975"
"CM002239.1","Genbank","gene",3780131,3780975,".","-",".","NCU07976","NCU07976"
"CM002239.1","Genbank","gene",3781915,3782936,".","+",".","NCU07977","NCU07977"
"CM002239.1","Genbank","gene",3786353,3788562,".","+",".","NCU07979","NCU07979"
"CM002239.1","Genbank","gene",1238524,1241926,".","+",".","NCU07952","NCU07952"
"CM002239.1","Genbank","gene",1311013,1312385,".","+",".","NCU07933","NCU07933"
"CM002239.1","Genbank","gene",1375189,1375575,".","-",".","NCU07912","NCU07912"
"CM002238.1","Genbank","gene",1228247,1230839,".","+",".","NCU07883","NCU07883"
"CM002238.1","Genbank","gene",1180066,1185221,".","-",".","NCU07870","NCU07870"
"CM002238.1","Genbank","gene",1059964,1062628,".","-",".","NCU07840","NCU07840"
"CM002240.1","Genbank","gene",450696,451220,".","+",".","NCU07744","NCU07744"
"CM002239.1","Genbank","gene",2264627,2269100,".","+",".","NCU07679","NCU07679"
"CM002239.1","Genbank","gene",2332427,2333746,".","-",".","NCU07661","NCU07661"
"CM002239.1","Genbank","gene",156400,160233,".","-",".","NCU07587","NCU07587"
"CM002238.1","Genbank","gene",4322897,4324551,".","+",".","NCU07569","NCU07569"
"CM002236.1","Genbank","gene",514506,519273,".","-",".","NCU07473","NCU07473"
"CM002236.1","Genbank","gene",541586,543147,".","-",".","NCU07464","NCU07464"
"CM002236.1","Genbank","gene",570732,573135,".","-",".","NCU07454","NCU07454"
"CM002236.1","Genbank","gene",6014673,6022290,".","-",".","NCU07412","NCU07412"
"CM002236.1","Genbank","gene",6123268,6126724,".","-",".","NCU07387","NCU07387"
"CM002236.1","Genbank","gene",6139076,6141432,".","-",".","NCU07383","NCU07383"
"CM002236.1","Genbank","gene",6229128,6234621,".","-",".","NCU07359","NCU07359"
"CM002236.1","Genbank","gene",6280595,6282522,".","-",".","NCU07349","NCU07349"
"CM002236.1","Genbank","gene",6295972,6297125,".","+",".","NCU07345","NCU07345"
"CM002239.1","Genbank","gene",4340022,4343331,".","-",".","NCU07333","NCU07333"
"CM002239.1","Genbank","gene",4343749,4345780,".","+",".","NCU07332","NCU07332"
"CM002239.1","Genbank","gene",4404446,4407909,".","-",".","NCU07313","NCU07313"
"CM002239.1","Genbank","gene",4505726,4508400,".","-",".","NCU07290","NCU07290"
"CM002239.1","Genbank","gene",4513115,4514500,".","-",".","NCU07287","NCU07287"
"CM002239.1","Genbank","gene",4562261,4563309,".","+",".","NCU07273","NCU07273"
"CM002239.1","Genbank","gene",4612581,4615703,".","+",".","NCU07255","NCU07255"
"CM002240.1","Genbank","gene",6093555,6097221,".","+",".","NCU07246","NCU07246"
"CM002240.1","Genbank","gene",6369760,6371492,".","-",".","NCU07167","NCU07167"
"CM002241.1","Genbank","gene",72714,76049,".","-",".","NCU07121","NCU07121"
"CM002241.1","Genbank","gene",324400,325645,".","+",".","NCU07061","NCU07061"
"CM002239.1","Genbank","gene",4828440,4833250,".","-",".","NCU06999","NCU06999"
"CM002239.1","Genbank","gene",4751669,4756748,".","+",".","NCU06980","NCU06980"
"CM002239.1","Genbank","gene",4758819,4762511,".","-",".","NCU06981","NCU06981"
"CM002239.1","Genbank","gene",4772613,4778714,".","-",".","NCU06984","NCU06984"
"CM002239.1","Genbank","gene",4784136,4788497,".","+",".","NCU06986","NCU06986"
"CM002239.1","Genbank","gene",4701406,4704264,".","+",".","NCU06970","NCU06970"
"CM002239.1","Genbank","gene",4697784,4700541,".","+",".","NCU06969","NCU06969"
"CM002242.1","Genbank","gene",840194,843477,".","-",".","NCU06939","NCU06939"
"CM002242.1","Genbank","gene",726726,731118,".","+",".","NCU06907","NCU06907"
"CM002242.1","Genbank","gene",649429,651383,".","+",".","NCU06883","NCU06883"
"CM002242.1","Genbank","gene",628308,631427,".","+",".","NCU06874","NCU06874"
"CM002237.1","Genbank","gene",1754384,1755411,".","-",".","NCU06852","NCU06852"
"CM002237.1","Genbank","gene",1810818,1815042,".","+",".","NCU06838","NCU06838"
"CM002237.1","Genbank","gene",1852226,1854775,".","+",".","NCU06824","NCU06824"
"CM002237.1","Genbank","gene",2070758,2072548,".","+",".","NCU06747","NCU06747"
"CM002240.1","Genbank","gene",4327108,4330639,".","-",".","NCU06701","NCU06701"
"CM002239.1","Genbank","gene",1722162,1725912,".","-",".","NCU06585","NCU06585"
"CM002239.1","Genbank","gene",1670840,1672232,".","+",".","NCU06572","NCU06572"
"CM002239.1","Genbank","gene",1645635,1650031,".","-",".","NCU06566","NCU06566"
"CM002238.1","Genbank","gene",1692249,1697902,".","+",".","NCU06511","NCU06511"
"CM002239.1","Genbank","gene",1486135,1488199,".","+",".","NCU06513","NCU06513"
"CM002238.1","Genbank","gene",1642109,1648023,".","-",".","NCU06500","NCU06500"
"CM002238.1","Genbank","gene",1558567,1562937,".","-",".","NCU06481","NCU06481"
"CM002238.1","Genbank","gene",1567943,1570179,".","-",".","NCU06483","NCU06483"
"CM002238.1","Genbank","gene",1380695,1384660,".","-",".","NCU06428","NCU06428"
"CM002239.1","Genbank","gene",2701735,2707569,".","-",".","NCU06382","NCU06382"
"CM002239.1","Genbank","gene",2907628,2909306,".","+",".","NCU06326","NCU06326"
"CM002239.1","Genbank","gene",2942035,2944415,".","+",".","NCU06315","NCU06315"
"CM002238.1","Genbank","gene",2154211,2156930,".","-",".","NCU06273","NCU06273"
"CM002238.1","Genbank","gene",2134997,2138862,".","-",".","NCU06269","NCU06269"
"CM002238.1","Genbank","gene",2074611,2079106,".","+",".","NCU06253","NCU06253"
"CM002238.1","Genbank","gene",2081132,2083746,".","-",".","NCU06255","NCU06255"
"CM002238.1","Genbank","gene",2014533,2017945,".","+",".","NCU06239","NCU06239"
"CM002238.1","Genbank","gene",1866865,1869587,".","-",".","NCU06198","NCU06198"
"CM002238.1","Genbank","gene",1792762,1798925,".","-",".","NCU06181","NCU06181"
"CM002238.1","Genbank","gene",1821549,1826583,".","+",".","NCU06186","NCU06186"
"CM002242.1","Genbank","gene",1692299,1694511,".","+",".","NCU06131","NCU06131"
"CM002242.1","Genbank","gene",1701014,1702605,".","+",".","NCU06129","NCU06129"
"CM002242.1","Genbank","gene",1716312,1718714,".","-",".","NCU06125","NCU06125"
"CM002242.1","Genbank","gene",1730407,1735499,".","-",".","NCU06122","NCU06122"
"CM002242.1","Genbank","gene",1851057,1854368,".","-",".","NCU06089","NCU06089"
"CM002242.1","Genbank","gene",1855292,1857663,".","+",".","NCU06088","NCU06088"
"CM002242.1","Genbank","gene",1979008,1982300,".","-",".","NCU06049","NCU06049"
"CM002241.1","Genbank","gene",3098626,3101641,".","+",".","NCU06010","NCU06010"
"CM002241.1","Genbank","gene",3118714,3121671,".","-",".","NCU06003","NCU06003"
"CM002241.1","Genbank","gene",3181788,3187799,".","-",".","NCU05987","NCU05987"
"CM002241.1","Genbank","gene",3196275,3199141,".","-",".","NCU05984","NCU05984"
"CM002241.1","Genbank","gene",3276879,3280256,".","+",".","NCU05968","NCU05968"
"CM002241.1","Genbank","gene",3283015,3285110,".","+",".","NCU05966","NCU05966"
"CM002241.1","Genbank","gene",3369689,3375372,".","-",".","NCU05943","NCU05943"
"CM002241.1","Genbank","gene",3383230,3387024,".","-",".","NCU05939","NCU05939"
"CM002241.1","Genbank","gene",3428213,3431352,".","-",".","NCU05931","NCU05931"
"CM002242.1","Genbank","gene",4155062,4158498,".","+",".","NCU05882","NCU05882"
"CM002242.1","Genbank","gene",4157036,4159279,".","-",".","NCU05883","NCU05883"
"CM002242.1","Genbank","gene",4140809,4143518,".","-",".","NCU05878","NCU05878"
"CM002242.1","Genbank","gene",4102556,4104802,".","-",".","NCU05865","NCU05865"
"CM002242.1","Genbank","gene",4029322,4030163,".","+",".","NCU05844","NCU05844"
"CM002242.1","Genbank","gene",3950890,3954129,".","-",".","NCU05826","NCU05826"
"CM002242.1","Genbank","gene",3838855,3844758,".","-",".","NCU05791","NCU05791"
"CM002242.1","Genbank","gene",3816442,3820294,".","+",".","NCU05785","NCU05785"
"CM002242.1","Genbank","gene",3820853,3822961,".","+",".","NCU05786","NCU05786"
"CM002242.1","Genbank","gene",3716590,3720109,".","-",".","NCU05754","NCU05754"
"CM002238.1","Genbank","gene",513502,515338,".","+",".","NCU05688","NCU05688"
"CM002238.1","Genbank","gene",404824,408883,".","-",".","NCU05664","NCU05664"
"CM002241.1","Genbank","gene",1217662,1220269,".","+",".","NCU05646","NCU05646"
"CM002241.1","Genbank","gene",1247025,1250314,".","-",".","NCU05635","NCU05635"
"CM002241.1","Genbank","gene",1417924,1422312,".","+",".","NCU05587","NCU05587"
"CM002241.1","Genbank","gene",1431847,1434713,".","-",".","NCU05582","NCU05582"
"CM002241.1","Genbank","gene",1462066,1467483,".","+",".","NCU05575","NCU05575"
"CM002241.1","Genbank","gene",1498011,1502200,".","+",".","NCU05565","NCU05565"
"CM002241.1","Genbank","gene",1595091,1596445,".","+",".","NCU05534","NCU05534"
"CM002237.1","Genbank","gene",1659815,1667071,".","+",".","NCU05458","NCU05458"
"CM002237.1","Genbank","gene",1524268,1530145,".","+",".","NCU05400","NCU05400"
"CM002237.1","Genbank","gene",1512197,1514445,".","+",".","NCU05393","NCU05393"
"CM002237.1","Genbank","gene",1403407,1404491,".","-",".","NCU05351","NCU05351"
"CM002239.1","Genbank","gene",5353680,5359511,".","-",".","NCU05316","NCU05316"
"CM002239.1","Genbank","gene",5376882,5378777,".","+",".","NCU05309","NCU05309"
"CM002239.1","Genbank","gene",5478794,5482696,".","-",".","NCU05282","NCU05282"
"CM002239.1","Genbank","gene",5586040,5588851,".","+",".","NCU05255","NCU05255"
"CM002239.1","Genbank","gene",5598616,5605645,".","+",".","NCU05250","NCU05250"
"CM002239.1","Genbank","gene",5644611,5649671,".","-",".","NCU05239","NCU05239"
"CM002239.1","Genbank","gene",5810737,5812479,".","-",".","NCU05189","NCU05189"
"CM002239.1","Genbank","gene",5816743,5819374,".","+",".","NCU05188","NCU05188"
"CM002239.1","Genbank","gene",5831764,5836241,".","+",".","NCU05183","NCU05183"
"CM002239.1","Genbank","gene",5844077,5847442,".","+",".","NCU05180","NCU05180"
"CM002241.1","Genbank","gene",3567193,3570275,".","-",".","NCU05151","NCU05151"
"CM002241.1","Genbank","gene",3573081,3576147,".","+",".","NCU05149","NCU05149"
"CM002241.1","Genbank","gene",3589308,3590938,".","+",".","NCU05142","NCU05142"
"CM002241.1","Genbank","gene",3591245,3592915,".","-",".","NCU05141","NCU05141"
"CM002241.1","Genbank","gene",3612920,3613899,".","+",".","NCU05134","NCU05134"
"CM002241.1","Genbank","gene",3614247,3617841,".","-",".","NCU05133","NCU05133"
"CM002241.1","Genbank","gene",3645984,3647731,".","+",".","NCU05131","NCU05131"
"CM002241.1","Genbank","gene",3910649,3910951,".","-",".","NCU05052","NCU05052"
"CM002239.1","Genbank","gene",767219,770155,".","+",".","NCU04927","NCU04927"
"CM002241.1","Genbank","gene",1048061,1051613,".","+",".","NCU04847","NCU04847"
"CM002241.1","Genbank","gene",931004,932717,".","-",".","NCU04818","NCU04818"
"CM002241.1","Genbank","gene",675077,676905,".","-",".","NCU04751","NCU04751"
"CM002240.1","Genbank","gene",1243113,1246647,".","-",".","NCU04671","NCU04671"
"CM002240.1","Genbank","gene",1375240,1378339,".","-",".","NCU04637","NCU04637"
"CM002240.1","Genbank","gene",1389037,1392629,".","+",".","NCU04633","NCU04633"
"CM002240.1","Genbank","gene",1394037,1398062,".","+",".","NCU04632","NCU04632"
"CM002240.1","Genbank","gene",1534120,1536874,".","+",".","NCU04604","NCU04604"
"CM002240.1","Genbank","gene",1539009,1541164,".","-",".","NCU04603","NCU04603"
"CM002242.1","Genbank","gene",1472762,1480214,".","+",".","NCU04548","NCU04548"
"CM002242.1","Genbank","gene",1498176,1501271,".","+",".","NCU04544","NCU04544"
"CM002242.1","Genbank","gene",1513648,1515397,".","-",".","NCU04539","NCU04539"
"CM002239.1","Genbank","gene",3086371,3088512,".","+",".","NCU04526","NCU04526"
"CM002239.1","Genbank","gene",3099629,3102348,".","-",".","NCU04521","NCU04521"
"CM002239.1","Genbank","gene",3120460,3125978,".","+",".","NCU04514","NCU04514"
"CM002239.1","Genbank","gene",3128137,3135653,".","-",".","NCU04512","NCU04512"
"CM002239.1","Genbank","gene",3166095,3168588,".","-",".","NCU04499","NCU04499"
"CM002239.1","Genbank","gene",3180301,3183418,".","-",".","NCU04493","NCU04493"
"CM002239.1","Genbank","gene",3218986,3220586,".","-",".","NCU04480","NCU04480"
"CM002239.1","Genbank","gene",3224189,3226516,".","+",".","NCU04478","NCU04478"
"CM002239.1","Genbank","gene",3235762,3237454,".","-",".","NCU04474","NCU04474"
"CM002239.1","Genbank","gene",3288876,3292839,".","+",".","NCU04457","NCU04457"
"CM002239.1","Genbank","gene",3337003,3344040,".","-",".","NCU04444","NCU04444"
"CM002239.1","Genbank","gene",3426578,3428813,".","+",".","NCU04419","NCU04419"
"CM002239.1","Genbank","gene",3443524,3445545,".","+",".","NCU04416","NCU04416"
"CM002239.1","Genbank","gene",3446601,3449474,".","-",".","NCU04415","NCU04415"
"CM002239.1","Genbank","gene",3567474,3570832,".","-",".","NCU04378","NCU04378"
"CM002239.1","Genbank","gene",3589960,3595771,".","-",".","NCU04373","NCU04373"
"CM002240.1","Genbank","gene",5599467,5602969,".","-",".","NCU04319","NCU04319"
"CM002240.1","Genbank","gene",5213973,5215810,".","-",".","NCU04211","NCU04211"
"CM002240.1","Genbank","gene",5216806,5220927,".","-",".","NCU04212","NCU04212"
"CM002240.1","Genbank","gene",5197612,5199203,".","+",".","NCU04205","NCU04205"
"CM002240.1","Genbank","gene",5160834,5162557,".","-",".","NCU04193","NCU04193"
"CM002240.1","Genbank","gene",5171516,5172309,".","+",".","NCU04197","NCU04197"
"CM002240.1","Genbank","gene",4831829,4835363,".","-",".","NCU04102","NCU04102"
"CM002241.1","Genbank","gene",2575183,2576653,".","+",".","NCU04052","NCU04052"
"CM002241.1","Genbank","gene",2576659,2581745,".","+",".","NCU04053","NCU04053"
"CM002241.1","Genbank","gene",2519404,2524121,".","-",".","NCU04035","NCU04035"
"CM002241.1","Genbank","gene",2374378,2377224,".","-",".","NCU03994","NCU03994"
"CM002241.1","Genbank","gene",2338616,2340336,".","-",".","NCU03985","NCU03985"
"CM002241.1","Genbank","gene",2216452,2218594,".","-",".","NCU03950","NCU03950"
"CM002241.1","Genbank","gene",2231744,2238572,".","+",".","NCU03955","NCU03955"
"CM002241.1","Genbank","gene",2158596,2163784,".","+",".","NCU03928","NCU03928"
"CM002241.1","Genbank","gene",2051706,2054412,".","-",".","NCU03888","NCU03888"
"CM002241.1","Genbank","gene",2003064,2008407,".","-",".","NCU03878","NCU03878"
"CM002240.1","Genbank","gene",2547040,2550695,".","+",".","NCU03830","NCU03830"
"CM002240.1","Genbank","gene",2429171,2434265,".","+",".","NCU03792","NCU03792"
"CM002240.1","Genbank","gene",2361891,2366042,".","-",".","NCU03771","NCU03771"
"CM002240.1","Genbank","gene",2368053,2371420,".","+",".","NCU03773","NCU03773"
"CM002240.1","Genbank","gene",2246279,2248865,".","+",".","NCU03735","NCU03735"
"CM002240.1","Genbank","gene",2115228,2118502,".","-",".","NCU03698","NCU03698"
"CM002240.1","Genbank","gene",2119401,2122975,".","-",".","NCU03699","NCU03699"
"CM002240.1","Genbank","gene",2001885,2003957,".","+",".","NCU03660","NCU03660"
"CM002240.1","Genbank","gene",2013431,2014142,".","+",".","NCU03665","NCU03665"
"CM002240.1","Genbank","gene",2014636,2017668,".","+",".","NCU03667","NCU03667"
"CM002240.1","Genbank","gene",1975051,1980537,".","-",".","NCU03652","NCU03652"
